genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,fitness_validation,other_info
"[[0], [1], [3, 0], [2, 3, 3], [1, 1, 1, 2, 1, 1], [0, 0, 3, 1], [1, 1, 1, 0, 0, 1, 1], [0, 0]]",0.285057915191228,"[1, 1, 2, 2, 1, 3, 4, 1]",6,(Constant+((Constant+Constant)**Constant)/x[0]),(0.7472620474698818+((0.49902013367191334+0.06127803945500898)**0.329746563634016)/x[0]),0.3071761329112092,{'errortest': 0.3043144189271584}
"[[0], [2], [2], [2], [2], [], [0], [1]]",0.3258906985957746,"[1, 1, 1, 1, 1, 0, 1, 1]",7,(((x[1]**Constant)**Constant)**Constant),(((x[1]**0.11519777665318243)**0.8361623054362142)**0.9998241801299855),0.3440501359107897,{'errortest': 0.35993123619898787}
"[[0], [1], [3, 0], [0, 2, 1], [0, 1, 2, 0, 2, 0], [2, 0, 0, 1, 0, 3], [1, 1, 1, 0, 0, 1, 1], [0, 0, 0, 0]]",0.32590731116672267,"[1, 1, 2, 2, 3, 5, 6, 2]",7,(Constant*Constant+Constant+(x[0]-x[0])+(Constant**Constant)),(0.32907906875787507*0.8724872600546764+0.8361622437274199+(x[0]-x[0])+(0.5639878147006866**0.027775342821510396)),0.3159161522102621,{'errortest': 0.32889689680031664}
"[[0], [2], [3], [], [], [], [0], [1]]",0.3540136401036608,"[1, 1, 1, 0, 0, 0, 1, 1]",5,(x[1]**Constant),(x[1]**0.08828923279762346),0.38771579576283577,{'errortest': 0.42567388817395496}
"[[0], [1], [1, 2], [3, 3, 1], [1, 0, 1, 1, 0], [0, 0, 3, 1, 0], [1, 1, 0, 0, 1, 0], [0, 0, 0]]",0.3666240766540759,"[1, 1, 2, 3, 2, 5, 6, 3]",7,((Constant+Constant)+(((x[0]/x[0])-Constant+x[0])**Constant)),((0.5843032594002531+0.35876118805915924)+(((x[0]/x[0])-0.12693322787420214+x[0])**0.2340692046548375)),0.36211400160783475,{'errortest': 0.382227074139713}
"[[0], [0], [1, 2], [3, 3, 0], [1, 1], [0, 0, 3, 0, 2], [1, 1, 0, 0, 1, 1], [1, 1]]",0.3772405370662585,"[1, 1, 2, 3, 2, 5, 6, 2]",7,(Constant+Constant)+((x[1]/x[1])+(Constant*Constant)**Constant),(0.5931911934711267+0.21563697571522378)+((x[1]/x[1])+(0.7601168687177456*0.5643946592897017)**0.9874107584541463),0.3379527773333239,{'errortest': 0.3168335275020896}
"[[0], [0], [2, 3], [0], [2, 0], [2, 0, 0], [0, 1, 1, 1], [0]]",0.38443090514148526,"[1, 1, 2, 1, 2, 3, 4, 1]",7,(x[0]*Constant+Constant**Constant)+Constant,(x[0]*0.012593023289317995+0.9751092319512191**0.37265516113787434)+0.8304211031560825,0.4311736730687191,{'errortest': 0.49009531677777096}
"[[0], [2], [2], [2], [2], [], [0], [1]]",0.3868384473032231,"[1, 1, 1, 1, 1, 0, 1, 1]",7,(((x[1]**Constant)**Constant)**Constant),(((x[1]**0.7125446586410789)**0.5447421266438667)**0.21428265037959193),0.4280042207937842,{'errortest': 0.4755297636025556}
"[[0], [0], [1, 2], [2, 3, 3], [2, 1, 1, 2, 1, 1], [0, 0, 3, 1], [1, 1, 0, 0, 1], [0, 0]]",0.4084111663909485,"[1, 1, 2, 3, 1, 2, 3, 1]",6,((Constant**Constant)+Constant)+(x[0]**Constant),((0.6363707304022236**0.6589510282242067)+0.37524899540796686)+(x[0]**0.2546111723305928),0.40415714902337335,{'errortest': 0.42602465361298963}
"[[0], [0], [1, 2], [2, 3, 3], [2, 1, 1, 2, 1, 1], [0, 0, 3, 1], [1, 1, 0, 0, 1], [0, 0]]",0.42792023975983445,"[1, 1, 2, 3, 1, 2, 3, 1]",6,((Constant**Constant)+Constant)+(x[0]**Constant),((0.554611554147518**0.9735971327749099)+0.3168031677585771)+(x[0]**0.18150362647746843),0.47134903261415395,{'errortest': 0.53188098417267}
"[[0], [0], [2, 3], [0], [2, 0], [2, 0, 0], [0, 1, 1, 1], [0]]",0.44889936436641975,"[1, 1, 2, 1, 2, 3, 4, 1]",7,(x[0]*Constant+Constant**Constant)+Constant,(x[0]*0.40628527182101126+0.9238253141555357**0.46793318785136795)+0.8080339326687707,0.4315417143029087,{'errortest': 0.4399129164024684}
"[[0], [1], [3, 0], [3, 3, 3], [1, 1, 1, 2, 1, 1], [0, 0, 3, 1], [1, 1, 1, 0, 0, 1, 1], [0, 0]]",0.49361851797626133,"[1, 1, 2, 2, 0, 2, 3, 0]",5,(Constant+Constant+Constant),(0.511167493558929+0.9180665135174079+0.9885902145127655),0.4328647619293789,{'errortest': 0.3803781198735923}
"[[0], [0], [1, 2], [0, 3, 0], [2, 0, 1, 0, 1, 1], [0, 0, 3, 0, 2, 3, 2], [1, 1, 0, 0, 1, 1, 0, 1], [1, 1, 0]]",0.4984428307168959,"[1, 1, 2, 3, 4, 7, 8, 3]",7,(Constant+Constant+x[1]/x[1])+((Constant*Constant)/x[0]*Constant**Constant),(0.3239864510859104+0.4216764238645865+x[1]/x[1])+((0.8197032541010191*0.9320504355319769)/x[0]*0.42043821288911754**0.27751945231705766),0.4760733056235127,{'errortest': 0.4591897277369906}
