genotype,fitness,tree_depth,original_phenotype,phenotype,fitness_validation,other_info,mapping_values
"[[0], [0], [1, 0], [0, 3, 3, 2], [1, 2, 0], [0, 0, 3, 0, 1, 3], [1, 1, 1, 0, 0, 0, 1], [0, 0, 0]]",0.18133282741654,7,((Constant+Constant)+Constant/x[0])+x[0]-(x[0]/Constant**Constant),((0.7784934740937458+0.3269380791047036)+0.7079363756253098/x[0])+x[0]-(x[0]/0.634919493278837**0.32531403914004053),0.16599197230237334,{'errortest': 0.1467110393433667},"[1, 1, 2, 4, 3, 6, 7, 3]"
"[[0], [1], [2, 1], [0, 3, 0], [1, 1, 0, 2], [0, 0, 3, 1, 1, 3, 2], [1, 1, 0, 1, 0, 0, 0, 0], [1, 0, 0, 1, 0]]",0.22313006267584543,7,(((Constant+Constant)+(x[1]/Constant)**Constant)-(x[0]-x[0]/x[1]*x[0])),(((0.6328401185118758+0.1731749432189954)+(x[1]/0.8521839992936393)**0.08299688261034288)-(x[0]-x[0]/x[1]*x[0])),0.17503204988945412,{'errortest': 0.19556440350707202},"[1, 1, 2, 3, 4, 7, 8, 5]"
"[[0], [2], [0], [3, 2], [2], [0, 3], [1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0], [1, 0]]",0.23638415766203355,7,(Constant+(x[1]**Constant)**Constant),(0.4955455971309811+(x[1]**0.9424401802225517)**0.012480940193632328),0.25378306995780064,{'errortest': 0.2676177883158216},"[1, 1, 1, 2, 1, 1, 2, 1]"
"[[0], [2], [0, 2], [0, 1, 3], [2, 2, 1, 0], [3, 0, 3, 0, 2, 0], [1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0, 1]]",0.29336485600792805,7,(Constant/Constant+((Constant/x[0])+x[0]*Constant)**Constant),(0.16226573247885567/0.2991436544961006+((0.7802524242755102/x[0])+x[0]*0.9436692609003868)**0.5260365215953683),0.28183343100228936,{'errortest': 0.3126278921863702},"[1, 1, 1, 2, 4, 5, 6, 2]"
"[[0], [2], [0], [3, 2], [1], [0, 3], [1, 0, 1], [0]]",0.321030672679194,7,(Constant+((x[0]/Constant)**Constant)**Constant),(0.2576903488736568+((x[0]/0.2348577257021286)**0.19984208007206183)**0.8285586768598767),0.33859697197647554,{'errortest': 0.3487043683438039},"[1, 1, 1, 2, 1, 2, 3, 1]"
"[[0], [2], [2], [0], [1, 1], [0, 0, 1], [1, 1, 0, 1], [0, 0, 0]]",0.35427439919283926,7,(((Constant+Constant)+(x[0]-Constant)**Constant)**Constant),(((0.020841394622847065+0.8705513772886495)+(x[0]-0.17826863065417276)**0.5659417136172884)**0.7701322944383951),0.36759406902522546,{'errortest': 0.38222886508881504},"[1, 1, 1, 1, 2, 3, 4, 1]"
"[[0], [2], [3], [], [], [], [0], [1]]",0.36112805625206557,5,(x[1]**Constant),(x[1]**0.03907614127246506),0.388735269624519,{'errortest': 0.384944813866579},"[1, 1, 1, 0, 0, 0, 1, 1]"
"[[0], [2], [2], [0, 3, 3, 2], [1, 2, 0], [0, 0, 3, 0, 1, 3], [1, 1, 1, 0, 0, 0, 1], [0, 0, 0]]",0.37045976574968875,6,(((Constant+Constant)+Constant**Constant)**Constant),(((0.5717361371535595+0.18110815505079014)+0.17937807340731549**0.08974822480062339)**0.6961944047907249),0.39413576782249243,{'errortest': 0.39255256010254286},"[1, 1, 1, 1, 2, 2, 3, 0]"
"[[0], [0], [1, 0], [0, 3, 3, 2], [1, 2, 0], [0, 0, 3, 0, 1, 3], [1, 1, 1, 0, 0, 0, 1], [1, 0, 0]]",0.3823977530129968,7,((Constant+Constant)+Constant/x[1])+x[0]-(x[0]/Constant**Constant),((0.8466680625654269+0.7377850742608737)+0.7827530335651879/x[1])+x[0]-(x[0]/0.36128393816830107**0.1989249692905396),0.4079435212908561,{'errortest': 0.401964577228366},"[1, 1, 2, 4, 3, 6, 7, 3]"
"[[0], [2], [0], [3, 1], [1, 0], [0, 3, 1, 0], [1, 0, 1, 1, 1], [0]]",0.39374537839467144,7,(Constant+((x[0]/Constant)-Constant+Constant)**Constant),(0.30842560279079534+((x[0]/0.5862326512077405)-0.07146347450491353+0.03590323865228773)**0.19319729256611318),0.4142954232393717,{'errortest': 0.4166511645139431},"[1, 1, 1, 2, 2, 4, 5, 1]"
"[[0], [2], [2], [2, 1], [0, 0, 0], [0, 2, 1, 1, 3], [0, 1, 1, 1, 0, 1], [0, 0, 0, 1, 1]]",0.4502868670711676,7,(((x[0]+Constant**Constant)**Constant)**Constant),(((x[0]+0.47214814954249995**0.6393721087374623)**0.8454169913721797)**0.8935343853092169),0.4647347115015865,{'errortest': 0.4730962999689755},"[1, 1, 1, 1, 1, 1, 2, 1]"
"[[0], [2], [0], [0, 1], [1, 1, 2, 2], [0, 1, 0, 0, 2], [0, 0, 0, 0, 1, 0], [0, 1, 0, 1, 1]]",0.45410909988683396,7,((x[0]+x[1])-(x[0]+x[1])+(Constant*x[1])**Constant),((x[0]+x[1])-(x[0]+x[1])+(0.77507229987354*x[1])**0.03048153171028245),0.48166804902226096,{'errortest': 0.4738575603523297},"[1, 1, 1, 2, 4, 5, 6, 5]"
"[[0], [2], [2], [0, 2], [0, 1, 2, 0], [0, 3, 0], [1, 1, 0, 1], [0, 0, 0]]",0.4693832003217589,7,((Constant+Constant/(x[0]+Constant)**Constant)**Constant),((0.8161243606691209+0.7018847750525501/(x[0]+0.3307286616493956)**0.9963791696953357)**0.7313546303111361),0.4962683083505078,{'errortest': 0.48591074432785625},"[1, 1, 1, 1, 2, 3, 4, 1]"
"[[0], [0], [2, 3], [0], [0, 1], [3, 0, 2, 0], [1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0], [1, 0]]",0.4738365169808926,7,(Constant/x[1]+(Constant*Constant)**Constant)+x[0],(0.7105500131259763/x[1]+(0.3981092541159784*0.8689166511256247)**0.38275450352744833)+x[0],0.4772840094003731,{'errortest': 0.5010950120368369},"[1, 1, 2, 1, 2, 4, 5, 2]"
"[[0], [0], [2, 3], [0], [2, 2], [0, 3], [1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0, 1, 1]]",0.501005106171523,7,(Constant+x[0]**Constant)/x[0],(0.8869067781209221+x[0]**0.3826102088434711)/x[0],0.4546540212402235,{'errortest': 0.43839093415888697},"[1, 1, 2, 1, 2, 2, 3, 2]"
"[[0], [2], [2], [0, 2], [1, 2, 0], [0, 0, 3, 0, 1, 3], [1, 1, 0, 1], [0, 0, 0]]",0.5686267402989864,7,(((Constant+Constant)+x[0]**Constant)**Constant),(((0.5156995480626897+0.09755300836784908)+x[0]**0.77590454810143)**0.3598390638156723),0.5914600780870213,{'errortest': 0.5846345765516959},"[1, 1, 1, 1, 2, 2, 3, 1]"
"[[0], [2], [2], [0], [1, 1], [0, 0, 1], [1, 1, 0, 1], [0, 0, 0]]",0.612926385140243,7,(((Constant+Constant)+(x[0]-Constant)**Constant)**Constant),(((0.6697213817213816+0.4583140974533002)+(x[0]-0.20910951627422847)**0.40207061913560393)**0.1645147505708454),0.6372955231020128,{'errortest': 0.6278444487931862},"[1, 1, 1, 1, 2, 3, 4, 1]"
"[[0], [0], [3, 3], [3], [2], [0, 0, 1], [1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0]]",0.6172621572483742,5,Constant+x[0],0.24586296255237494+x[0],0.6310989175062268,{'errortest': 0.6320805550435261},"[1, 1, 2, 0, 0, 1, 2, 1]"
"[[0], [2], [1, 2], [0, 3, 3, 0], [0, 0, 2], [0, 0, 3, 0, 1, 3], [1, 1, 1, 0, 0, 0, 1], [0, 0, 0, 1, 1]]",0.6323036876237724,7,((Constant+Constant+Constant/x[0]+x[0])**Constant),((0.8419067168620604+0.7029528565200704+0.12892813175217144/x[0]+x[0])**0.09690505661115556),0.6568808869450403,{'errortest': 0.6468510361432751},"[1, 1, 1, 2, 2, 4, 5, 2]"
"[[0], [2], [2], [0, 2], [0, 1, 2, 0], [0, 3, 0], [1, 1, 0, 1], [0]]",0.6448576767435034,7,((Constant+Constant/(x[0]+Constant)**Constant)**Constant),((0.715035618723793+0.873881726576663/(x[0]+0.9405113706364405)**0.42418479841513446)**0.25259651284259543),0.669861695923276,{'errortest': 0.659198404504956},"[1, 1, 1, 1, 2, 3, 4, 1]"
"[[0], [2], [2], [2, 1], [0, 1, 2, 0], [0, 3, 0], [1, 1, 0, 1], [0, 0, 0, 1, 1]]",0.6641352556502298,6,(((Constant+Constant**Constant)**Constant)**Constant),(((0.5478580827456928+0.22982401482182657**0.31869320228597)**0.6352705044212265)**0.620839228454548),0.688927287088451,{'errortest': 0.6781511794592574},"[1, 1, 1, 1, 1, 1, 2, 0]"
"[[0], [2], [2], [2, 3, 3], [1, 2, 0], [0, 0, 3, 0, 1, 3], [1, 0, 1, 0, 0, 0, 1], [0, 0]]",0.7156452309161505,7,((((Constant+x[0])**Constant)**Constant)**Constant),((((0.11064222780196664+x[0])**0.862227076189104)**0.4218593638770608)**0.9957120613008167),0.7374390182729211,{'errortest': 0.7280969051167642},"[1, 1, 1, 1, 1, 1, 2, 1]"
"[[0], [0], [1, 0], [0, 3, 3, 2], [1, 2, 0], [0, 0, 3, 0, 1, 3], [1, 1, 1, 0, 0, 1, 1], [0, 0, 0]]",0.718083977453093,6,((Constant+Constant)+Constant/x[0])+x[0]-(Constant/Constant**Constant),((0.07273835039618337+0.12805882802351176)+0.13525171918354306/x[0])+x[0]-(0.2747017712051182/0.9415518982891183**0.5846017326944958),0.7362385944759421,{'errortest': 0.7294452369374348},"[1, 1, 2, 4, 3, 6, 7, 2]"
"[[0], [2], [2], [3], [], [], [0, 1], [0]]",0.7289367567804864,6,((x[0]**Constant)**Constant),((x[0]**0.14305790631500181)**0.2486085930343499),0.753419847421511,{'errortest': 0.7419259450867675},"[1, 1, 1, 1, 0, 0, 1, 1]"
"[[0], [0], [2, 3], [3, 2], [2, 2], [0, 3], [0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0], [0, 0]]",0.7566249827142156,6,(x[0]**Constant)+x[0],(x[0]**0.6445419460932563)+x[0],0.7504886385064642,{'errortest': 0.7840650645604998},"[1, 1, 2, 1, 0, 1, 2, 2]"
"[[0], [2], [2], [3, 2], [1, 1, 2, 2], [0, 2, 1, 1, 3], [1, 0, 0, 0, 1, 0], [0, 1, 0, 1, 1]]",0.7880384941063284,5,((Constant**Constant)**Constant),((0.5569751669700268**0.9020483456518202)**0.1267933703648101),0.8128165527456536,{'errortest': 0.8003708302143182},"[1, 1, 1, 1, 0, 0, 1, 0]"
"[[0], [3], [2], [2, 1], [], [2], [0, 1], [0]]",0.7977080482174701,4,x[0],x[0],0.813507506547458,{'errortest': 0.8063094361250236},"[1, 1, 0, 0, 0, 0, 1, 1]"
"[[0], [3], [2], [2, 1], [], [0, 3], [0, 1], [0, 0, 0, 1, 1]]",0.7977080482174701,4,x[0],x[0],0.813507506547458,{'errortest': 0.8063094361250236},"[1, 1, 0, 0, 0, 0, 1, 1]"
"[[0], [2], [2], [0, 2], [0, 1, 2, 0], [0, 3, 0], [1, 1, 0, 1], [0, 0, 0]]",1.0021285798693647,7,((Constant+Constant/(x[0]+Constant)**Constant)**Constant),((0.69369547516975+0.0271736772625647/(x[0]+0.9728254307358839)**0.8367649496500982)**0.9795803889155161),1.0268555176791794,{'errortest': 1.012541350639104},"[1, 1, 1, 1, 2, 3, 4, 1]"
"[[0], [3], [0], [3, 2, 0], [1, 1], [0, 0, 1], [1, 1, 0, 1], [0, 1, 0, 1]]",1.021880882089134,3,Constant,0.6941717389614579,1.046547383819596,{'errortest': 1.0321181096146317},"[1, 1, 0, 0, 0, 0, 1, 0]"
"[[0], [2], [2], [2], [2, 0, 2, 2], [0, 0, 1], [1, 0, 0, 1], [0, 0, 0]]",1.0447070158128864,6,(((Constant**Constant)**Constant)**Constant),(((0.1917604588499805**0.8901136852309227)**0.32213530013506153)**0.8431148070341238),1.069361270297715,{'errortest': 1.0547887658907729},"[1, 1, 1, 1, 1, 0, 1, 0]"
"[[0], [2], [3], [], [2, 0], [0, 0, 1], [1, 1, 1, 0, 0], [1]]",1.1219672920064179,4,(Constant**Constant),(0.15712132161676196**0.28331909872577765),1.146580343395929,{'errortest': 1.1315687495999165},"[1, 1, 1, 0, 0, 0, 1, 0]"
"[[0], [3], [3, 1], [2, 1, 0], [0, 1, 1, 2, 2], [0, 3], [1, 0, 1], [0, 0, 0, 1, 1]]",1.397725254093678,3,Constant,0.311898155348994,1.4222030388489009,{'errortest': 1.4060384152540821},"[1, 1, 0, 0, 0, 0, 1, 0]"
"[[0], [0], [1, 0], [3, 2, 1, 0], [1, 2, 0, 2, 1], [0, 3, 3, 1, 1, 3, 3, 1], [1, 0, 1, 1, 0, 1, 1, 0, 0], [0, 1, 0, 1]]",1.7064947269877455,7,(Constant+((x[0]/Constant)**Constant))/(Constant-x[1]-Constant)/Constant/(x[0]-x[1]),(0.853710018553387+((x[0]/0.9621345317328991)**0.9016450497194091))/(0.14855036029849433-x[1]-0.42604587021298945)/0.20278385566844248/(x[0]-x[1]),1.730849443345264,{'errortest': 1.7138533608271953},"[1, 1, 2, 4, 5, 8, 9, 4]"
"[[0], [0], [0, 2], [0, 0, 1], [0, 1, 0, 2, 0, 1], [3, 0, 2, 0, 3, 1, 3, 0, 2, 1], [1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0], [1, 0, 1, 0, 0]]",1.9552503256524334,7,Constant/x[1]+(Constant*Constant)+x[0]/x[1]-x[0]/((x[0]+Constant*(Constant-Constant))**Constant),0.5172804681577117/x[1]+(0.8237806014435641*0.9366199647082587)+x[0]/x[1]-x[0]/((x[0]+0.16177163081682822*(0.9040211429479856-0.8805016518761384))**0.21530808853236927),1.98387758605984,{'errortest': 1.9682698765302107},"[1, 1, 2, 3, 6, 10, 11, 5]"
"[[0], [2], [2], [1], [0, 1], [0, 0, 1], [1, 1, 0, 1], [1]]",1.981210798436661,7,(((Constant+Constant+(x[1]-Constant))**Constant)**Constant),(((0.39583270695232475+0.5737925390776475+(x[1]-0.49950817512383905))**0.34672481181459025)**0.42627924743708234),1.9153300136480762,{'errortest': 1.9725358656051661},"[1, 1, 1, 1, 2, 3, 4, 1]"
"[[0], [0], [2, 2], [0, 2], [1, 2, 0], [0, 3, 0, 0], [1, 1, 1, 0, 0, 0, 1], [0, 0, 0]]",2.9298900871789453,7,((Constant+Constant)/Constant**Constant)+((x[0]+x[0]**Constant)**Constant),((0.055047549949689856+0.4041889027892601)/0.1413391659818125**0.928979049112702)+((x[0]+x[0]**0.8581599566699295)**0.7638898061801576),2.9160019274983013,{'errortest': 2.9472185353598426},"[1, 1, 2, 2, 3, 4, 5, 2]"
"[[0], [2], [0], [3, 2], [0, 0, 0], [1, 3], [1, 0, 1], [0, 0, 0, 1, 1]]",3.145228873985899,7,(Constant-(x[0]/Constant**Constant)**Constant),(0.25284068408461036-(x[0]/0.2203475100394321**0.7146233958030014)**0.48054845143179326),3.174714124304982,{'errortest': 3.158965489070192},"[1, 1, 1, 2, 1, 2, 3, 1]"
"[[0], [0], [2, 3], [0, 3, 3, 2], [2, 2], [0, 0, 3, 0, 1, 3], [1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0], [1]]",3.3043582314590507,7,(Constant+x[1]**Constant)+Constant,(0.4345772021868477+x[1]**0.1667135989419155)+0.23517840053480066,3.2226430513050515,{'errortest': 3.2904013207828595},"[1, 1, 2, 1, 2, 2, 3, 1]"
"[[0], [0], [2, 0], [3, 2, 1, 1], [2, 2, 2, 2, 2], [3, 0, 3, 0, 3], [1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 1]]",6.053808112550334,6,(Constant**Constant)/(Constant**Constant)+(Constant/Constant),(0.4978363029672107**0.7928482688113375)/(0.06697752958987846**0.8333922883429254)+(0.18533580695473784/0.08170108153783162),6.030559719621166,{'errortest': 6.052071212600993},"[1, 1, 2, 3, 3, 3, 4, 0]"
"[[0], [0], [2, 3], [0, 3, 3, 2], [1, 2, 0], [3, 0, 3, 0], [1, 1, 1, 0, 0, 0, 1], [0, 0, 0]]",8.344230806007639,6,((Constant/Constant)+Constant**Constant)/x[0],((0.3622808070859882/0.044774150475776264)+0.46532587695970284**0.5075146537153824)/x[0],8.171770954129142,{'errortest': 8.1220820735759},"[1, 1, 2, 1, 2, 3, 4, 1]"
"[[0], [2], [0], [3, 2], [1], [1, 3], [1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0], [1, 0]]",27.08573454721679,7,(Constant-((x[1]/Constant)**Constant)**Constant),(0.8568756324310618-((x[1]/0.9180254177319049)**0.5862270719653262)**0.6287786264942412),26.297116540708053,{'errortest': 26.89008539167676},"[1, 1, 1, 2, 1, 2, 3, 1]"
"[[0], [2], [0], [2, 1], [1, 2, 2], [2, 1, 2], [0, 1, 0, 0], [1, 0, 1]]",64.61073313375805,7,(((x[1]*Constant)**Constant)-(x[0]*x[1])**Constant),(((x[1]*0.4953608542311383)**0.5433041950145769)-(x[0]*x[1])**0.3050516965103054),61.18130855336884,{'errortest': 63.67405744939243},"[1, 1, 1, 2, 3, 3, 4, 3]"
"[[0], [2], [0], [3, 2], [1], [0, 1], [1, 0, 0], [1, 0]]",133.80256830988347,7,(Constant+((x[1]-x[0])**Constant)**Constant),(0.3014794881524048+((x[1]-x[0])**0.7585530301207165)**0.7359793311083371),127.43772762352752,{'errortest': 132.19641716994758},"[1, 1, 1, 2, 1, 2, 3, 2]"
"[[0], [2], [1], [3, 3], [], [0], [0, 0], [0, 1]]",3812.2156150126993,6,((x[0]+x[1])**Constant),((x[0]+x[1])**0.9365279405371675),3511.5072989063106,{'errortest': 3730.666367628132},"[1, 1, 1, 2, 0, 1, 2, 2]"
"[[0], [0], [1, 0], [0, 3, 3, 2], [2, 0, 0], [2, 1, 1, 0, 2, 2], [0, 1, 1, 0, 1, 1, 0], [1, 0, 0]]",4669.880108733887,7,(x[1]*Constant-Constant-x[0])+Constant*(Constant*x[0]**Constant),(x[1]*0.6989428244993644-0.4289043575369502-x[0])+0.5580539290608949*(0.06928186073098275*x[0]**0.3613957862168411),4276.451813949466,{'errortest': 4561.92979814119},"[1, 1, 2, 4, 3, 6, 7, 3]"
