genotype,fitness,tree_depth,original_phenotype,phenotype,fitness_validation,other_info,mapping_values
"[[0], [2], [3], [], [], [1], []]",12.07299806212275,4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.6925103960390633**0.9270384352862697) * (x[1]**0.5674867977195741) * (x[2]),12.242766210600433,{'errortest': 12.483504401640415},"[1, 1, 1, 0, 0, 1, 0]"
"[[0], [1], [0, 0], [2, 0, 2, 2], [0, 0, 1, 0], [1, 1, 0, 0, 0], [0, 0, 0]]",12.966111082278113,6,(Constant+Constant+x[0]-x[0]+x[0]) * (x[1]**Constant) * (x[2]),(0.8278870711286941+0.5030909191382705+x[0]-x[0]+x[0]) * (x[1]**0.44674467861908407) * (x[2]),12.300887074339853,{'errortest': 13.240234199992631},"[1, 1, 2, 4, 4, 5, 3]"
"[[0], [1], [0, 2], [2, 0, 0], [3, 0, 0, 2], [0, 0, 1, 0, 0], [0, 0, 0, 0]]",15.970721307718017,6,(x[0]/x[0]+Constant+(x[0]*x[0]**Constant)) * (x[1]**Constant) * (x[2]),(x[0]/x[0]+0.7590902781507316+(x[0]*x[0]**0.686516487634945)) * (x[1]**0.41092139634369684) * (x[2]),14.944905433565685,{'errortest': 16.27882853308233},"[1, 1, 2, 3, 4, 5, 4]"
"[[0], [3], [], [], [], [0], [0]]",24.015732173222705,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.5136529146707098) * (x[2]),22.586098817225952,{'errortest': 24.300732218652627},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [0], [0]]",32.822002029784436,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.5793863449196378) * (x[2]),31.224817610675643,{'errortest': 32.62742796549978},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [1], [1, 2], [1, 0, 1], [3, 1, 2, 2, 0], [0, 0, 1, 1, 1, 1], [0, 0]]",34.01641677386863,6,(((x[0]/x[0])-Constant*Constant)*((Constant+Constant)**Constant)) * (x[1]**Constant) * (x[2]),(((x[0]/x[0])-0.2311563655139084*0.19580242387284363)*((0.4454904721927244+0.6318369634784625)**0.14041996446891103)) * (x[1]**0.6050410946534118) * (x[2]),31.13000072666096,{'errortest': 33.206419809648104},"[1, 1, 2, 3, 5, 6, 2]"
"[[0], [1], [2, 1], [0, 0, 1], [0, 2, 2, 0, 3], [1, 0, 1, 1, 1, 0], [0, 0]]",34.166611330004635,6,((Constant+x[0]**Constant)*(Constant*Constant+(Constant/x[0]))) * (x[1]**Constant) * (x[2]),((0.3706429534215273+x[0]**0.21903666405638023)*(0.9617795128972296*0.18639961495290958+(0.8095313286340325/x[0]))) * (x[1]**0.5468423364937518) * (x[2]),30.065982330817846,{'errortest': 33.20559677927609},"[1, 1, 2, 3, 5, 6, 2]"
"[[0], [3], [], [], [], [0], [0]]",36.41153207009243,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.4564076410435236) * (x[2]),34.42503217399848,{'errortest': 36.46640210814193},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [2], [0], [1, 2], [0, 3], [0, 0, 0], [0, 0, 0]]",37.46618671829475,6,((x[0]+x[0])/x[0]**Constant) * (x[1]**Constant) * (x[2]),((x[0]+x[0])/x[0]**0.14715004437709622) * (x[1]**0.36785895136078217) * (x[2]),35.3254475080309,{'errortest': 37.466158082030134},"[1, 1, 1, 2, 2, 3, 3]"
"[[0], [3], [], [], [], [0], [0]]",41.71436934365548,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.4280907741274117) * (x[2]),39.51100879179022,{'errortest': 41.681527032831205},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [2], [1], [0, 1], [0, 0, 1], [1, 1, 0, 1], [0]]",42.56159850554554,6,((Constant+Constant+(x[0]-Constant))**Constant) * (x[1]**Constant) * (x[2]),((0.5660424587631232+0.46613475849940644+(x[0]-0.9563327741210461))**0.41086644223163393) * (x[1]**0.4165725516009535) * (x[2]),40.4821772826204,{'errortest': 42.47745976129497},"[1, 1, 1, 2, 3, 4, 1]"
"[[0], [3], [], [], [], [1], []]",43.25647224206438,3,Constant * (x[1]**Constant) * (x[2]),0.5707022080581282 * (x[1]**0.6783335391188519) * (x[2]),39.18103516352547,{'errortest': 42.18783868596689},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [0], [1, 3], [2, 1], [1, 1, 0], [0, 1, 1, 0], [0, 0]]",43.337257097119476,6,(x[0]-(Constant-Constant))+x[0] * (x[1]**Constant) * (x[2]),(x[0]-(0.13152388677856808-0.03339522382296867))+x[0] * (x[1]**0.413503974952393) * (x[2]),41.03767561771132,{'errortest': 43.2744749580411},"[1, 1, 2, 2, 3, 4, 2]"
"[[0], [0], [1, 3], [2, 1], [0, 0, 3], [0, 1, 1, 1], [0]]",46.58072837474279,6,(x[0]+(Constant+Constant))/Constant * (x[1]**Constant) * (x[2]),(x[0]+(0.502423832855309+0.19151508885902135))/0.5882631155998329 * (x[1]**0.26685253712642776) * (x[2]),44.10467389449462,{'errortest': 46.419805484539026},"[1, 1, 2, 2, 3, 4, 1]"
"[[0], [2], [1], [1, 1], [3, 1, 1], [0, 0, 0, 1], [0, 0, 0]]",50.71250398076213,6,(((x[0]/x[0])-(x[0]-Constant))**Constant) * (x[1]**Constant) * (x[2]),(((x[0]/x[0])-(x[0]-0.6096550815738062))**0.940368619351351) * (x[1]**0.4125978426040966) * (x[2]),48.60870867555816,{'errortest': 50.47315727544427},"[1, 1, 1, 2, 3, 4, 3]"
"[[0], [3], [], [], [], [0], [0]]",51.80898049178638,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.3499328745897844) * (x[2]),49.221832487285205,{'errortest': 51.62840186617956},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [2], [3], [], [], [0], [0]]",53.945101733141975,5,(x[0]**Constant) * (x[1]**Constant) * (x[2]),(x[0]**0.5720097719358928) * (x[1]**0.3245846393063335) * (x[2]),51.32297195554585,{'errortest': 53.725006943173916},"[1, 1, 1, 0, 0, 1, 1]"
"[[0], [2], [2], [2], [], [0], [0]]",56.54850645619571,6,((x[0]**Constant)**Constant) * (x[1]**Constant) * (x[2]),((x[0]**0.8353693629012957)**0.4405555830134379) * (x[1]**0.28422961039460226) * (x[2]),53.84041887967964,{'errortest': 56.29363083446431},"[1, 1, 1, 1, 0, 1, 1]"
"[[0], [3], [], [], [], [0], [0]]",57.04566229727557,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.2757005894525273) * (x[2]),54.28330002675587,{'errortest': 56.7980138487323},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [2], [3], [], [], [1], []]",58.06752951323867,4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.3381854779932185**0.9408289079957984) * (x[1]**0.3734298363159846) * (x[2]),55.37891456067546,{'errortest': 57.80145077751988},"[1, 1, 1, 0, 0, 1, 0]"
"[[0], [3], [], [], [], [0], [0]]",58.28138763787057,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.24888620324788435) * (x[2]),55.48185580392415,{'errortest': 58.01906661081046},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [0], [0]]",58.75294283522713,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.23686313721066277) * (x[2]),55.93983132399447,{'errortest': 58.48516800755282},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [1], [1, 1], [2, 0, 1, 2], [2, 2, 0, 3, 0], [1, 1, 1, 1, 0, 0], [0, 0]]",59.405845399732215,6,((Constant*Constant*Constant)+((Constant/x[0])+x[0])) * (x[1]**Constant) * (x[2]),((0.7870899768473107*0.11410298553209508*0.10568236058230551)+((0.45500958459933116/x[0])+x[0])) * (x[1]**0.16425891007492743) * (x[2]),56.5799142348111,{'errortest': 59.111778054695726},"[1, 1, 2, 4, 5, 6, 2]"
