genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,fitness_validation,other_info
"[[0], [2], [3], [1, 2], [], [1, 0, 0], [0, 0, 0]]",6.840248858411388,"[1, 1, 1, 0, 0, 1, 0]",4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.3999224046400479**0.03573918194113368) * (x[1]**0.545158997915336) * (x[2]),7.187291439400273,{'errortest': 7.3102358455968295}
"[[0], [2], [3], [], [], [1], []]",12.07299806212275,"[1, 1, 1, 0, 0, 1, 0]",4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.6925103960390633**0.9270384352862697) * (x[1]**0.5674867977195741) * (x[2]),12.242766210600433,{'errortest': 12.483504401640415}
"[[0], [1], [3, 0], [2, 0], [2, 3, 2], [1, 0, 0, 1], [0, 0]]",12.558445325955578,"[1, 1, 2, 2, 3, 4, 2]",6,(Constant*x[0]/x[0]*Constant) * (x[1]**Constant) * (x[2]),(0.5333551669067997*x[0]/x[0]*0.1749179188590193) * (x[1]**0.8451237415857781) * (x[2]),10.977451721892859,{'errortest': 12.219165362336117}
"[[0], [1], [0, 0], [2, 0, 2, 2], [0, 0, 1, 0], [1, 1, 0, 0, 0], [0, 0, 0]]",12.966111082278113,"[1, 1, 2, 4, 4, 5, 3]",6,(Constant+Constant+x[0]-x[0]+x[0]) * (x[1]**Constant) * (x[2]),(0.8278870711286941+0.5030909191382705+x[0]-x[0]+x[0]) * (x[1]**0.44674467861908407) * (x[2]),12.300887074339853,{'errortest': 13.240234199992631}
"[[0], [1], [0, 2], [2, 0, 0], [3, 0, 0, 2], [0, 0, 1, 0, 0], [0, 0, 0, 0]]",15.970721307718017,"[1, 1, 2, 3, 4, 5, 4]",6,(x[0]/x[0]+Constant+(x[0]*x[0]**Constant)) * (x[1]**Constant) * (x[2]),(x[0]/x[0]+0.7590902781507316+(x[0]*x[0]**0.686516487634945)) * (x[1]**0.41092139634369684) * (x[2]),14.944905433565685,{'errortest': 16.27882853308233}
"[[0], [2], [1, 0], [0, 0, 2, 1], [0, 3, 2], [0, 0, 1, 0, 0, 0], [0, 0, 0]]",22.3195238783164,"[1, 1, 1, 2, 3, 4, 3]",6,((x[0]+x[0]/Constant*x[0])**Constant) * (x[1]**Constant) * (x[2]),((x[0]+x[0]/0.2416388360054108*x[0])**0.3383047553925447) * (x[1]**0.4439508588046581) * (x[2]),20.983538548590886,{'errortest': 22.55866772133855}
"[[0], [2], [1, 1], [1, 2], [0, 3], [0, 0, 1, 1, 0, 0], [0, 0, 0]]",22.616577499862277,"[1, 1, 1, 2, 2, 3, 2]",6,(((x[0]+x[0])/Constant)**Constant) * (x[1]**Constant) * (x[2]),(((x[0]+x[0])/0.31910443714313985)**0.4740840257650796) * (x[1]**0.4729012522729966) * (x[2]),21.618688162562012,{'errortest': 22.480319040743712}
"[[0], [3], [], [], [3, 0, 0, 2], [0], [0]]",23.424455952695173,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.5169524403899799) * (x[2]),22.026635599440002,{'errortest': 23.718867806213243}
"[[0], [3], [], [], [], [0], [0]]",24.015732173222705,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.5136529146707098) * (x[2]),22.586098817225952,{'errortest': 24.300732218652627}
"[[0], [3], [], [], [], [0], [0]]",25.42439922897295,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.506540764771827) * (x[2]),23.923635165317723,{'errortest': 25.68412399640701}
"[[0], [3], [], [], [], [0], [0]]",28.32584455322572,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.570152032700248) * (x[2]),26.916334656868138,{'errortest': 28.2631906439522}
"[[0], [3], [0, 0], [2, 0, 2, 2], [], [1, 1, 0, 0, 0], [0, 0, 0]]",29.827924872326886,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.23556341897898847 * (x[1]**0.6471619091575186) * (x[2]),29.13332795175631,{'errortest': 30.003900288777096}
"[[0], [1], [0, 2], [2, 0, 0], [3, 0, 3, 2], [0, 0, 1, 0, 0], [0, 0, 0, 0]]",46.876529361962376,"[1, 1, 2, 3, 4, 5, 4]",6,(x[0]/x[0]+Constant/(x[0]*x[0]**Constant)) * (x[1]**Constant) * (x[2]),(x[0]/x[0]+0.11718065023746815/(x[0]*x[0]**0.8435323491984036)) * (x[1]**0.3698378094834046) * (x[2]),44.725455663027276,{'errortest': 46.68809115394348}
"[[0], [1], [1, 3], [2, 1, 2, 2], [0, 0, 3, 1], [0, 0, 1, 0, 1], [0, 0, 0, 0]]",47.65234970665215,"[1, 1, 2, 2, 3, 4, 3]",6,((x[0]+(x[0]+Constant))/x[0]) * (x[1]**Constant) * (x[2]),((x[0]+(x[0]+0.3565277631810567))/x[0]) * (x[1]**0.2773456850418432) * (x[2]),45.29743143976159,{'errortest': 47.43583531785249}
"[[0], [2], [2], [2, 0, 0, 0], [3], [1, 0], [0]]",53.8989390101586,"[1, 1, 1, 1, 0, 1, 0]",5,((Constant**Constant)**Constant) * (x[1]**Constant) * (x[2]),((0.018979363032021412**0.11984306064973982)**0.8422675938371657) * (x[1]**0.3697230067922901) * (x[2]),51.37945601279785,{'errortest': 53.6691931865654}
"[[0], [2], [1], [0, 1], [3, 0, 0], [0, 0, 1, 1], [0, 0]]",54.66078442099829,"[1, 1, 1, 2, 3, 4, 2]",6,((x[0]/x[0]+(Constant+Constant))**Constant) * (x[1]**Constant) * (x[2]),((x[0]/x[0]+(0.4908377706960011+0.7639420423674104))**0.37824382173602034) * (x[1]**0.2743502124784718) * (x[2]),52.034183564901255,{'errortest': 54.40811829520548}
"[[0], [3], [0, 0], [2, 0, 0, 0], [], [1, 1, 0, 0, 0], [0]]",55.15696783429473,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.9172384567896014 * (x[1]**0.3146246854501239) * (x[2]),52.54471754012609,{'errortest': 54.90731469765466}
"[[0], [2], [3], [1, 2], [], [1, 0, 0], [0, 0, 0]]",56.199620270105235,"[1, 1, 1, 0, 0, 1, 0]",4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.379960368059966**0.5486671033792447) * (x[1]**0.3515315806978341) * (x[2]),53.57394926283472,{'errortest': 55.94704594371458}
"[[0], [3], [0, 2], [2, 0, 0], [], [0, 0, 1, 0, 0], [0]]",58.402077627145715,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.24592045989612588) * (x[2]),55.5990353476506,{'errortest': 58.138352593742916}
"[[0], [2], [3], [], [], [1, 0], [0]]",58.949308531384176,"[1, 1, 1, 0, 0, 1, 0]",4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.4484666328124266**0.10762671860988537) * (x[1]**0.23852703359398786) * (x[2]),56.16982300412614,{'errortest': 58.66385954778012}
"[[0], [3], [3], [], [], [0], [0]]",60.58729595061462,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.17382139329369573) * (x[2]),57.72558818020744,{'errortest': 60.29925003068383}
"[[0], [2], [1], [2, 0, 2, 1], [3, 2, 0, 2], [1, 0, 0], [0, 0, 0]]",60.721471505769095,"[1, 1, 1, 2, 2, 3, 2]",6,((Constant/x[0]*x[0])**Constant) * (x[1]**Constant) * (x[2]),((0.6237313289265384/x[0]*x[0])**0.5008221241521826) * (x[1]**0.19285008476446863) * (x[2]),57.8799231478587,{'errortest': 60.42277739375947}
