genotype,fitness,tree_depth,original_phenotype,phenotype,fitness_validation,other_info,mapping_values
"[[0], [2], [2], [0], [3], [0, 1], [0]]",8.407652169743189,6,((x[0]/Constant**Constant)**Constant) * (x[1]**Constant) * (x[2]),((x[0]/0.7454389326308454**0.9829112560384021)**0.3112194568903296) * (x[1]**0.5462776384851664) * (x[2]),8.406916683938055,{'errortest': 8.404867087847952},"[1, 1, 1, 1, 1, 2, 1]"
"[[0], [2], [3], [], [], [1], []]",12.431129249724242,4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.8967123547713783**0.39880686685520217) * (x[1]**0.49766555423269176) * (x[2]),14.114119312647569,{'errortest': 15.28793885906975},"[1, 1, 1, 0, 0, 1, 0]"
"[[0], [2], [1], [0, 0], [0, 2, 0], [0, 0, 1, 1], [0, 0]]",12.907105304441558,6,((x[0]+x[0]*Constant+Constant)**Constant) * (x[1]**Constant) * (x[2]),((x[0]+x[0]*0.6324196148811644+0.42666084810859717)**0.9453149005799873) * (x[1]**0.44275907707133344) * (x[2]),14.213460663149387,{'errortest': 16.350954276011944},"[1, 1, 1, 2, 3, 4, 2]"
"[[0], [3], [], [], [], [1], []]",13.24401888623894,3,Constant * (x[1]**Constant) * (x[2]),0.6013365488788925 * (x[1]**0.5563048888556305) * (x[2]),14.9062694414137,{'errortest': 16.024857692716036},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [2], [2], [2], [], [1], []]",13.506726944077807,5,((Constant**Constant)**Constant) * (x[1]**Constant) * (x[2]),((0.37498190739524595**0.09870973109625514)**0.5738713748749437) * (x[1]**0.5918310937565653) * (x[2]),13.489998053516045,{'errortest': 12.865287163595633},"[1, 1, 1, 1, 0, 1, 0]"
"[[0], [0], [3, 2], [0], [0, 0], [1, 1, 0], [0]]",19.957822599282625,6,Constant+(Constant+x[0]**Constant) * (x[1]**Constant) * (x[2]),0.8635899604496475+(0.3238408614008196+x[0]**0.8837978362228309) * (x[1]**0.4185207907294931) * (x[2]),22.528982857649563,{'errortest': 24.996687141401413},"[1, 1, 2, 1, 2, 3, 1]"
"[[0], [0], [1, 2], [2, 1, 0], [2, 3, 2, 2], [1, 1, 0, 1, 1], [0]]",22.748909758722938,6,(Constant*(Constant/x[0]))*(Constant*Constant**Constant) * (x[1]**Constant) * (x[2]),(0.43006422080777784*(0.7763204309235973/x[0]))*(0.12412368842920785*0.18247044224324993**0.6550450240304928) * (x[1]**0.9661205899577444) * (x[2]),24.26335141963673,{'errortest': 23.42564339421074},"[1, 1, 2, 3, 4, 5, 1]"
"[[0], [1], [3, 3], [], [2], [0, 1], [0]]",24.124935103037362,5,(x[0]*Constant) * (x[1]**Constant) * (x[2]),(x[0]*0.35389113590804555) * (x[1]**0.7388554768182759) * (x[2]),25.24189502375703,{'errortest': 21.790495699635017},"[1, 1, 2, 0, 1, 2, 1]"
"[[0], [2], [2], [2], [], [0], [0]]",24.18190830950166,6,((x[0]**Constant)**Constant) * (x[1]**Constant) * (x[2]),((x[0]**0.42133858818269676)**0.8604073241311957) * (x[1]**0.4165099090314407) * (x[2]),26.82098819847672,{'errortest': 28.73438542487689},"[1, 1, 1, 1, 0, 1, 1]"
"[[0], [3], [], [], [], [1], []]",24.419072940304424,3,Constant * (x[1]**Constant) * (x[2]),0.1793996921317058 * (x[1]**0.6363744276945302) * (x[2]),26.71810847983191,{'errortest': 27.980675124832953},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [1], [3, 2], [0], [3, 3], [1, 0, 0], [0, 0]]",24.731736646785553,6,(Constant/(x[0]/x[0]**Constant)) * (x[1]**Constant) * (x[2]),(0.10932018744450522/(x[0]/x[0]**0.9189342882717293)) * (x[1]**0.6977309426879217) * (x[2]),26.96964247057951,{'errortest': 28.080503722552766},"[1, 1, 2, 1, 2, 3, 2]"
"[[0], [1], [0, 1], [2, 1, 0, 1], [0, 1, 1, 1, 3, 2], [1, 1, 1, 1, 0, 1, 1], [0]]",24.884465455873194,6,(Constant+(Constant-Constant)-(Constant-x[0]/(Constant*Constant))) * (x[1]**Constant) * (x[2]),(0.9989905402598583+(0.7548305226721761-0.5721739812994138)-(0.7456395235511676-x[0]/(0.8044088639968437*0.0611176463340497))) * (x[1]**0.012700247894497418) * (x[2]),28.154738401565513,{'errortest': 30.930974441076195},"[1, 1, 2, 4, 6, 7, 1]"
"[[0], [2], [2], [0], [3], [0, 1], [0]]",25.767632138467654,6,((x[0]/Constant**Constant)**Constant) * (x[1]**Constant) * (x[2]),((x[0]/0.38436924128683936**0.9306019899488017)**0.8851165689061867) * (x[1]**0.3054442230940818) * (x[2]),28.78858606972577,{'errortest': 31.32256820167183},"[1, 1, 1, 1, 1, 2, 1]"
"[[0], [2], [3], [], [], [0], [0]]",27.734916741296892,5,(x[0]**Constant) * (x[1]**Constant) * (x[2]),(x[0]**0.1393133838625208) * (x[1]**0.3673246959880887) * (x[2]),30.484401146356806,{'errortest': 32.06751485059473},"[1, 1, 1, 0, 0, 1, 1]"
"[[0], [2], [0], [2, 2], [3], [0, 0], [0, 0]]",29.253840103839142,6,(x[0]/x[0]**Constant) * (x[1]**Constant) * (x[2]),(x[0]/x[0]**0.9906157609469809) * (x[1]**0.34037572453962484) * (x[2]),32.047809278712585,{'errortest': 33.50805697479822},"[1, 1, 1, 2, 1, 2, 2]"
"[[0], [2], [1], [1, 2], [0, 3], [1, 1, 0], [0]]",29.965306930874043,6,(((Constant+Constant)/x[0])**Constant) * (x[1]**Constant) * (x[2]),(((0.1914650858636583+0.011594122143029906)/x[0])**0.7557970088792525) * (x[1]**0.46333311731165505) * (x[2]),32.553746264573604,{'errortest': 33.325505870845255},"[1, 1, 1, 2, 2, 3, 1]"
"[[0], [2], [1], [1, 0], [3, 1, 0], [0, 0, 1, 1], [0, 0]]",30.42202621610924,6,(((x[0]/x[0])-Constant+Constant)**Constant) * (x[1]**Constant) * (x[2]),(((x[0]/x[0])-0.8700053777836116+0.05396218944924769)**0.27191263581014624) * (x[1]**0.38217095330234685) * (x[2]),33.24409409385971,{'errortest': 34.69293685809693},"[1, 1, 1, 2, 3, 4, 2]"
"[[0], [1], [2, 0], [1, 2, 0], [0, 3, 3, 0], [0, 1, 0, 1, 1], [0, 0]]",31.11788461654273,6,(((x[0]+Constant)**Constant)/x[0]/Constant+Constant) * (x[1]**Constant) * (x[2]),(((x[0]+0.5203832427439694)**0.7531798991633456)/x[0]/0.9302999504953137+0.23358463400578655) * (x[1]**0.21399041167847166) * (x[2]),33.95584617030719,{'errortest': 35.125207125184716},"[1, 1, 2, 3, 4, 5, 2]"
"[[0], [2], [3], [], [], [1], []]",31.652743725807372,4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.6552402853534885**0.07887098973734852) * (x[1]**0.6311650933399581) * (x[2]),32.96610713055954,{'errortest': 32.69044726804767},"[1, 1, 1, 0, 0, 1, 0]"
"[[0], [1], [1, 3], [1, 1], [0, 0, 2, 0], [1, 0, 1, 0, 0], [0, 0, 0]]",32.41651356589686,6,(((Constant+x[0])+(Constant*x[0]))+x[0]) * (x[1]**Constant) * (x[2]),(((0.1652646580171777+x[0])+(0.9250682852764872*x[0]))+x[0]) * (x[1]**0.1423260022890137) * (x[2]),35.64466037175013,{'errortest': 37.64028009490547},"[1, 1, 2, 2, 4, 5, 3]"
"[[0], [2], [3], [], [], [1], []]",32.51143783936643,4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.9879854306778748**0.13233591505239917) * (x[1]**0.2725721280419575) * (x[2]),35.47696908369023,{'errortest': 36.96476426256295},"[1, 1, 1, 0, 0, 1, 0]"
"[[0], [3], [], [], [], [0], [0]]",32.52817550334302,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.2946370691728206) * (x[2]),35.69203983789376,{'errortest': 37.70676486180167},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [0], [3, 2], [1], [3, 1], [0, 1, 1], [0]]",32.92664742386356,5,x[0]/((Constant-Constant)**Constant) * (x[1]**Constant) * (x[2]),x[0]/((0.7711561659497562-0.30591455298717773)**0.6328764910477336) * (x[1]**0.21716444864991136) * (x[2]),36.1277404003771,{'errortest': 38.10393308002331},"[1, 1, 2, 1, 2, 3, 1]"
"[[0], [3], [], [], [], [0], [0]]",32.99056580777468,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.6232267024999802) * (x[2]),33.31812677470568,{'errortest': 27.977638571642185},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [1], [2, 0], [2, 2, 1], [2, 2, 2], [1, 0, 0, 0], [0, 0, 0]]",33.0915188167464,6,((Constant**Constant)*x[0]*(x[0]*x[0])) * (x[1]**Constant) * (x[2]),((0.20668465395484414**0.07471968227651515)*x[0]*(x[0]*x[0])) * (x[1]**0.5644060018523808) * (x[2]),36.672412532176416,{'errortest': 36.49191486202906},"[1, 1, 2, 3, 3, 4, 3]"
"[[0], [3], [], [], [], [0], [0]]",33.1041980800384,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.27783224068022594) * (x[2]),36.27714880889612,{'errortest': 38.235221746482225},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [2], [1], [2, 0], [0, 1], [0, 1, 0], [0, 0]]",33.55984654485011,6,((x[0]+Constant-x[0])**Constant) * (x[1]**Constant) * (x[2]),((x[0]+0.8810781429902899-x[0])**0.1938165697167441) * (x[1]**0.24409438646366266) * (x[2]),36.57595336428779,{'errortest': 38.0730120486463},"[1, 1, 1, 2, 2, 3, 2]"
"[[0], [2], [1], [2, 2], [3], [1, 1], []]",33.704712609094734,5,((Constant/Constant)**Constant) * (x[1]**Constant) * (x[2]),((0.9796420553411302/0.8764166032943501)**0.07083217887375004) * (x[1]**0.23466520583679673) * (x[2]),36.72916005714666,{'errortest': 38.22808453866724},"[1, 1, 1, 2, 1, 2, 0]"
"[[0], [1], [2, 3], [2], [3], [1, 0], [0]]",33.75670924386399,5,((Constant**Constant)/x[0]) * (x[1]**Constant) * (x[2]),((0.9899756429497962**0.7959405533596782)/x[0]) * (x[1]**0.19420498422683863) * (x[2]),36.66918996577251,{'errortest': 37.78984052738182},"[1, 1, 2, 1, 1, 2, 1]"
"[[0], [3], [], [], [], [0], [0]]",34.124218696820186,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.24207019682969821) * (x[2]),37.30979306274844,{'errortest': 39.167036667209196},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [0], [0, 3], [2, 0], [3, 3, 0], [1, 0, 1, 1], [0]]",34.43136265521245,6,Constant/x[0]/Constant+Constant * (x[1]**Constant) * (x[2]),0.7878412692945449/x[0]/0.544390817077148+0.790443975883325 * (x[1]**0.11215476076688913) * (x[2]),37.45936835594354,{'errortest': 38.807490489039694},"[1, 1, 2, 2, 3, 4, 1]"
"[[0], [1], [0, 3], [0, 0], [3, 3, 2, 3], [1, 0, 0, 0, 1], [0, 0, 0]]",35.17611451981339,6,(Constant/x[0]/x[0]*x[0]/Constant) * (x[1]**Constant) * (x[2]),(0.3804983730016849/x[0]/x[0]*x[0]/0.910193634508934) * (x[1]**0.24861928048888393) * (x[2]),38.17401613812178,{'errortest': 39.433182830568086},"[1, 1, 2, 2, 4, 5, 3]"
"[[0], [2], [2], [1], [3], [0, 1], [0]]",35.184983124285196,6,(((x[0]/Constant)**Constant)**Constant) * (x[1]**Constant) * (x[2]),(((x[0]/0.4667500959061117)**0.6108113834684179)**0.35972922020137454) * (x[1]**0.15359877179948855) * (x[2]),38.302095062085236,{'errortest': 39.86767931100605},"[1, 1, 1, 1, 1, 2, 1]"
