genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,fitness_validation,other_info
"[[0], [0], [2, 2], [3, 3, 3, 3], [0, 2, 2, 0], [0, 3, 1, 1, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1]]",0.25243780509215225,"[1, 1, 2, 2, 0, 1, 2, 0]",5,(Constant**Constant)+(Constant**Constant),(0.9132911866881495**0.9844813664177023)+(0.8079689531774689**0.24083099483160764),0.25123097549513884,{'errortest': 0.2920234457764586}
"[[0], [0], [2, 2], [3, 3, 1, 1], [1, 0, 2, 1], [0, 0, 2, 1, 1, 2, 3, 0], [1, 1, 1, 0, 0, 0], [0, 0, 1]]",0.26093955290147103,"[1, 1, 2, 2, 0, 1, 2, 0]",5,(Constant**Constant)+(Constant**Constant),(0.9943263700509674**0.9378821548694174)+(0.5343581959472041**0.1566260246108533),0.26378288403014327,{'errortest': 0.2972673791814756}
"[[0], [0], [3, 3], [3, 3, 1, 1], [2, 0, 0, 2], [0, 1, 1, 2, 1, 2, 3], [1, 1, 1, 1, 1, 1, 1, 0], [0, 0, 1]]",0.30241264816791197,"[1, 1, 2, 0, 0, 1, 2, 0]",4,Constant+Constant,0.7575496784708856+0.8942453220462816,0.2804685005821963,{'errortest': 0.34698747039346695}
"[[0], [2], [0, 0], [3, 3, 1, 2], [0, 0], [0, 0, 1, 2, 1, 2, 3], [1, 1, 0, 1, 1, 1, 1, 0], [0, 0, 1]]",0.3037037373295652,"[1, 1, 1, 2, 0, 1, 2, 0]",5,(Constant+Constant**Constant),(0.9975726305213948+0.9670807401893808**0.013053437782080235),0.3149969288120694,{'errortest': 0.3304229320691245}
"[[0], [2], [2], [3, 3, 3, 3], [0, 2, 2, 0], [3, 1, 3, 2, 1, 1, 3], [0], [1, 1, 1]]",0.31254860747481694,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[1]**Constant)**Constant),((x[1]**0.6463487491982861)**0.09774705019303054),0.2893562400945161,{'errortest': 0.3561944516795659}
"[[0], [0], [2, 1], [3, 3, 2], [0, 0], [1, 3, 1, 1, 1], [1, 1, 1, 0, 0, 1], [0, 0, 0]]",0.34204055296360597,"[1, 1, 2, 3, 1, 3, 4, 1]",7,(Constant**Constant)-(Constant/(Constant-x[0]**Constant)),(0.5096618352134786**0.38953851439331255)-(0.41973545338193785/(0.3749131371386184-x[0]**0.5403971276508197)),0.344054809898172,{'errortest': 0.3619775918186059}
"[[0], [0], [0, 1], [3, 3, 1, 2], [1, 1, 2, 1], [0, 0, 2, 2, 1, 2, 3], [1, 1, 0, 1, 0, 1, 1], [0, 0, 0]]",0.34494350653977773,"[1, 1, 2, 4, 3, 6, 7, 2]",7,Constant+Constant+(((x[0]*Constant)*(x[0]-Constant))*(Constant**Constant)),0.682857554563223+0.9088393297819339+(((x[0]*0.503039358063693)*(x[0]-0.7854742507629031))*(0.30556567971633986**0.8166695364475532)),0.3190962173806901,{'errortest': 0.3906012095910562}
"[[0], [0], [2, 1], [3, 3, 1], [2, 0], [1, 3, 1, 1, 1], [1, 1, 1, 0, 0, 1], [0, 0, 1]]",0.3565698838460456,"[1, 1, 2, 3, 2, 4, 5, 2]",7,(Constant**Constant)-(Constant/(Constant-x[0]-x[0])),(0.6041517535418809**0.056067778670441215)-(0.8077988734555844/(0.206571377804336-x[0]-x[0])),0.35450212504007433,{'errortest': 0.377302000173194}
"[[0], [2], [1], [3, 3], [], [2], [0, 0], [0, 1]]",0.39141564643714627,"[1, 1, 1, 2, 0, 1, 2, 2]",6,((x[0]*x[1])**Constant),((x[0]*x[1])**0.08666227210974597),0.40571290350425493,{'errortest': 0.4181542443923955}
"[[0], [0], [2, 1], [3, 3, 2], [0, 0], [1, 3, 1, 1, 1], [1, 1, 1, 0, 0, 1], [0, 0, 0]]",0.39255213300182407,"[1, 1, 2, 3, 1, 3, 4, 1]",7,(Constant**Constant)-(Constant/(Constant-x[0]**Constant)),(0.5860543664670553**0.019290465306463167)-(0.32052299468213685/(0.2644922870307278-x[0]**0.5160927449860265)),0.3786292716882907,{'errortest': 0.42134867205461307}
"[[0], [0], [0, 3], [2, 2, 1, 3], [1, 2, 2, 1], [0, 0, 2, 2, 1, 2, 3], [1, 1, 0, 1, 1, 0, 1, 0], [0, 0]]",0.41289241126346626,"[1, 1, 2, 2, 2, 3, 4, 1]",7,((Constant+Constant)**Constant)+(x[0]**Constant)*Constant,((0.36085588904098465+0.850611819122475)**0.34627063063906127)+(x[0]**0.8365940991032438)*0.6875235895627957,0.39213529814589937,{'errortest': 0.4582285816068929}
"[[0], [2], [0, 0], [0, 3, 3, 3], [0, 2, 2, 0], [0, 0, 2, 2, 1, 2, 3], [1, 1, 0, 1, 1, 0, 1, 0], [0, 0, 1]]",0.4582917987827234,"[1, 1, 1, 2, 2, 3, 4, 1]",7,(Constant+Constant+x[0]*Constant**Constant),(0.743129709045868+0.33710395601417364+x[0]*0.4828979415013378**0.3654536404783507),0.4474970556825034,{'errortest': 0.5000203383001334}
"[[0], [2], [1], [1, 3, 1, 2], [1, 2], [3, 1, 3, 2, 1, 1, 3], [0, 1, 0, 1, 1, 1, 1, 0], [0, 0, 1]]",0.5118218585541652,"[1, 1, 1, 2, 2, 3, 4, 2]",7,((((x[0]/Constant)-x[0])/Constant)**Constant),((((x[0]/0.2686785002604226)-x[0])/0.25862434006512514)**0.3127651385896145),0.5259791774631559,{'errortest': 0.541557596608226}
"[[0], [0], [2, 1], [3, 3, 2], [0, 0], [1, 3, 1, 1, 1], [1, 1, 1, 0, 0, 1], [0, 0, 0]]",0.515508882990881,"[1, 1, 2, 3, 1, 3, 4, 1]",7,(Constant**Constant)-(Constant/(Constant-x[0]**Constant)),(0.005100858923952067**0.7345511026028354)-(0.8882762444841362/(0.6065555062835032-x[0]**0.11208255688752466)),0.516369291060258,{'errortest': 0.5049701855259653}
"[[0], [0], [0, 3], [3, 3, 1, 2], [1, 1, 2, 1], [0, 0, 1, 3, 1, 0, 3], [0, 1, 1, 1, 1, 0, 1, 0], [0, 0, 0]]",0.5390118699976809,"[1, 1, 2, 2, 0, 2, 3, 1]",6,x[0]+Constant+Constant,x[0]+0.42882926272020594+0.514195429869597,0.5379600987094377,{'errortest': 0.5763643214300453}
"[[0], [2], [0, 0], [3, 3, 1, 2], [0, 0], [0, 0, 2, 2, 1, 2, 3], [1, 1, 0, 1, 1, 1, 1, 0], [0, 0, 1]]",0.5546559623362894,"[1, 1, 1, 2, 0, 1, 2, 0]",5,(Constant+Constant**Constant),(0.6409546944147573+0.6420035879903435**0.8478583623155885),0.525636134861589,{'errortest': 0.58979141903172}
"[[0], [0], [2, 2], [3, 3, 1, 1], [1, 0, 2, 1], [0, 0, 2, 1, 1, 2, 3, 0], [1, 1, 1, 0, 0, 0], [0, 0, 1]]",0.7330499568928088,"[1, 1, 2, 2, 0, 1, 2, 0]",5,(Constant**Constant)+(Constant**Constant),(0.12128858650771301**0.7671283456090368)+(0.16157036053357687**0.03648585558768658),0.7034987267376603,{'errortest': 0.7644022718667781}
"[[0], [2], [2], [3, 2], [0, 0, 0], [0, 3, 2, 0, 2, 0, 3], [0, 1, 0, 1, 1, 1, 1, 0], [0, 0, 1, 0]]",0.8613635084326179,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[0]**Constant)**Constant),((x[0]**0.2016187053067755)**0.045920098416151967),0.8313205818697227,{'errortest': 0.8909990965121309}
"[[0], [0], [2, 0], [3, 3, 1], [0, 2], [0, 1, 1, 2, 1, 2, 3], [1, 1, 0, 1, 0, 0, 1, 0], [0, 0, 1]]",0.8967278658507448,"[1, 1, 2, 3, 2, 4, 5, 2]",7,(Constant**Constant)+Constant-(x[0]-Constant*x[0]),(0.7245124969282003**0.9739060542570743)+0.5855244528428419-(x[0]-0.6293083045330264*x[0]),0.881192380711124,{'errortest': 0.920559641566262}
"[[0], [2], [2, 1], [3, 3, 1, 2], [0, 0], [0, 0, 1, 2, 1, 2, 3], [1, 1, 0, 1, 1, 1, 1, 0], [0, 0, 0]]",0.8972538677051421,"[1, 1, 1, 1, 0, 0, 1, 0]",5,((Constant**Constant)**Constant),((0.43557963934457433**0.09691197652019723)**0.4895661757355039),0.867600485611229,{'errortest': 0.9262886760772352}
"[[0], [2], [2], [3, 3, 1], [0, 0], [1, 0, 0], [1, 0, 0, 1], [0, 0, 0]]",0.9000849382899955,"[1, 1, 1, 1, 0, 0, 1, 0]",5,((Constant**Constant)**Constant),((0.8720499283243435**0.3383216771761103)**0.9175476741114926),0.8704310703564442,{'errortest': 0.9290863899137253}
"[[0], [2], [2, 3], [3, 3], [0, 0], [3], [0, 0], [0, 0, 0]]",0.9051396297031961,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[0]**Constant)**Constant),((x[0]**0.455097026554518)**0.8180286440230548),0.8603788533169866,{'errortest': 0.9396589867009487}
"[[0], [0], [0, 3], [3, 3, 1, 1], [1, 0, 2, 1], [0, 1, 1, 2, 1, 2, 3], [1, 1, 1, 1, 1, 1, 1, 0], [0, 0, 1]]",0.9172656993224038,"[1, 1, 2, 2, 0, 2, 3, 0]",5,Constant+Constant-Constant,0.488960168210428+0.7212681060616195-0.2697027954864927,0.8876094721163365,{'errortest': 0.946068679807859}
"[[0], [2], [1], [2, 0, 1, 2], [0, 0, 0], [0, 3, 2, 1, 2, 0, 3], [0, 1, 0, 1, 1, 1, 1, 0], [0, 0, 1, 0]]",0.9177430568546341,"[1, 1, 1, 2, 3, 5, 6, 2]",7,(((x[0]+Constant**Constant)/x[0]*Constant-Constant*Constant)**Constant),(((x[0]+0.4082713372005675**0.7509181442799018)/x[0]*0.5886836713722213-0.09997088603007442*0.45978211003923763)**0.5828332185122747),0.8973315605338872,{'errortest': 0.9424418230645025}
"[[0], [2], [2, 1], [3, 3, 2], [0, 0], [3, 1, 3, 2, 1, 1, 3], [1, 1, 1, 0, 0, 1], [0, 0, 0]]",1.0048595287083704,"[1, 1, 1, 1, 0, 0, 1, 0]",5,((Constant**Constant)**Constant),((0.08572386024210665**0.18058478043923676)**0.3668008215339713),0.9752038066907642,{'errortest': 1.0327462570600423}
"[[0], [2], [1, 2], [3, 3, 3, 3], [], [3, 3], [1, 1, 1, 0, 0, 1], [0, 0, 1]]",1.024627036787013,"[1, 1, 1, 2, 0, 1, 2, 0]",5,((Constant/Constant)**Constant),((0.1379910454302643/0.7154208102028151)**0.1136371760060989),0.9949736337475755,{'errortest': 1.052326705379882}
"[[0], [2], [0, 3], [3, 2, 2], [0, 0], [3, 3], [0, 1, 1], [0, 0, 1]]",1.0826868915500802,"[1, 1, 1, 2, 1, 2, 3, 1]",6,(x[0]/(Constant/Constant**Constant)**Constant),(x[0]/(0.6483321471238388/0.11969180204231566**0.5926796821301752)**0.20687736189986494),1.0211212869918622,{'errortest': 1.1195182962855597}
"[[0], [0], [2, 1], [3, 3, 1], [2, 0], [1, 3, 1, 1, 1], [1, 1, 1, 0, 0, 1], [1, 0, 1]]",1.2591572827101347,"[1, 1, 2, 3, 2, 4, 5, 2]",7,(Constant**Constant)-(Constant/(Constant-x[1]-x[0])),(0.5652275138946843**0.927860154970007)-(0.2223971634227747/(0.17822465685249111-x[1]-x[0])),1.2295646947509429,{'errortest': 1.2850530099086974}
"[[0], [2], [2, 1], [3, 3, 2], [0, 0], [1, 3, 1, 1, 1], [1, 1, 1, 0, 0, 1], [0, 0, 0]]",1.3451961580462246,"[1, 1, 1, 1, 0, 0, 1, 0]",5,((Constant**Constant)**Constant),((0.4426548891677764**0.9637815417819483)**0.8789448474188246),1.315628155406515,{'errortest': 1.3705786730018128}
