   0	9.375853e-01	2.409842e+07	2.258106e+08
   1	9.375853e-01	4.835933e+05	3.126061e+06
   2	9.375853e-01	1.598909e+06	7.536855e+06
   3	9.375853e-01	2.704188e+06	2.097597e+07
   4	9.375853e-01	1.000642e+06	2.999787e+06
   5	9.375853e-01	6.153197e+05	2.862275e+06
   6	9.375853e-01	9.610139e+05	2.906022e+06
   7	9.375853e-01	3.009424e+05	1.705709e+06
   8	9.375853e-01	8.003727e+05	2.712822e+06
   9	9.375853e-01	4.005160e+05	1.959487e+06
  10	9.375853e-01	1.130283e+06	4.339022e+06
  11	9.375853e-01	3.661079e+06	3.542642e+07
  12	9.375853e-01	2.257491e+05	1.418665e+06
  13	8.394181e-01	1.003479e+05	9.949531e+05
  14	8.394181e-01	4.895636e+05	3.126028e+06
  15	8.394181e-01	3.009278e+05	1.705713e+06
  16	8.394181e-01	6.309529e+05	2.386051e+06
  17	8.394181e-01	1.004855e+06	9.012124e+06
  18	8.394181e-01	5.007083e+05	2.179288e+06
  19	8.394181e-01	4.037997e+05	1.959032e+06
  20	8.394181e-01	3.277218e+05	1.873365e+06
  21	8.394181e-01	5.299317e+09	5.272754e+10
  22	8.394181e-01	7.386946e+05	3.855717e+06
  23	8.394181e-01	3.241346e+06	3.002253e+07
  24	8.394181e-01	3.048321e+05	1.705268e+06
  25	8.394181e-01	4.147601e+05	1.968249e+06
  26	8.394181e-01	1.007079e+05	9.949209e+05
  27	8.327700e-01	3.006929e+05	1.705759e+06
  28	8.327700e-01	5.297513e+05	3.522258e+06
  29	8.327700e-01	1.024993e+05	9.949217e+05
  30	8.327700e-01	4.005189e+05	1.959486e+06
  31	8.327700e-01	4.647684e+05	2.340227e+06
  32	8.327700e-01	3.368308e+05	2.541197e+06
  33	8.327700e-01	4.875365e+06	4.448252e+07
  34	8.327700e-01	3.007201e+05	1.705749e+06
  35	8.327700e-01	9.708992e+05	5.110663e+06
  36	8.327700e-01	7.023161e+05	2.547573e+06
  37	8.327700e-01	1.013529e+05	9.948592e+05
  38	8.327700e-01	1.494074e+04	9.298836e+04
  39	8.327700e-01	2.146190e+05	2.130139e+06
  40	7.102245e-01	3.041203e+05	1.705338e+06
  41	7.102245e-01	4.035786e+05	1.959112e+06
  42	7.102245e-01	2.009583e+05	1.399865e+06
  43	6.992194e-01	8.374039e+05	5.479824e+06
  44	6.992194e-01	7.687888e+06	7.348907e+07
  45	6.992194e-01	3.007573e+05	1.705740e+06
  46	6.992194e-01	3.010116e+05	1.705696e+06
  47	6.992194e-01	6.046636e+05	3.433018e+06
  48	6.992194e-01	3.027306e+05	1.705466e+06
  49	6.992194e-01	6.479414e+05	3.566374e+06
  50	6.992194e-01	3.240012e+06	2.926610e+07
