K,Rem,cdrag
0.3,5635.63393290122,2.382508858641799
0.3,5160.191107426701,2.6323981091638045
0.3,4722.863827629569,2.535722867215397
0.3,4368.044546782973,2.174835709847042
0.324,5678.458941581761,2.7131560261858767
0.324,5120.910996766262,2.6913882594241434
0.324,4531.908863227939,2.6412289629464354
0.324,4361.435011345411,2.026336365270299
0.349,5758.973969436282,2.426787818556508
0.349,5271.393767369348,2.500204120692156
0.349,4960.951484407693,2.282317385183957
0.349,4529.663608011423,2.4097872792406694
0.373,5978.27229415164,2.494848252697363
0.373,5233.33129191409,2.4001255805900605
0.373,4973.931281879403,2.5865396148715964
0.373,4704.135569582285,2.340229762483729
0.398,5488.090155909434,2.5295293475722733
0.398,5335.525794789045,2.305474185725682
0.398,4887.967461378886,2.0598093246392435
0.422,5774.495474913894,2.2120047231288997
0.422,5330.764340963622,2.3004736094792286
0.422,5112.5578827773625,2.2995129894309616
0.447,5719.646132869005,2.406104242259474
0.447,5442.2075299593225,2.180164927713141
0.447,5166.626879349991,2.141474356384775
0.471,5642.90829828842,2.389347744200194
0.471,5270.175316597999,2.245596166009578
0.471,4966.821772490334,2.4204004285510976
0.496,5804.364468056228,2.5272347353411337
0.496,5374.229589443833,2.3684992333134667
0.496,5102.262304810146,2.4306439534454523
0.52,5685.881413537015,2.382143273332958
0.52,5415.064675921975,2.5553223841965345
0.52,5086.780425306222,2.1740343042450507
0.545,5952.667631574748,2.330775937942542
0.545,5640.08071209424,2.284784005388832
0.545,5549.466540171271,2.3232895745730087
0.545,5332.287098118602,2.2372368792696675
0.569,5562.400217741487,2.06778767536303
0.569,5386.981003307789,2.077562499557002
0.594,5896.960086679194,2.164736361207591
0.594,5550.504824037671,2.1983834612606308
0.618,5839.74412536378,2.072180827650017
0.618,5636.993169330873,1.8102342632600084
0.643,5891.158756449545,1.827878300929036
0.667,5827.619409373607,1.792471713590944
0.692,5972.48826361633,1.7946033847931206
0.716,5955.351552972662,1.7294867648736931
0.765,5834.19600548487,1.7783776299158989
0.79,5988.712969241349,1.4933336214361324
1.2,5582.318458936008,1.6275610825154851
1.2,5453.559786400185,1.599755221692703
1.2,5266.6087652999695,1.5801950798271105
1.2,5950.602605274656,1.6104330895214296
1.2,5717.444413808304,1.627511622560385
1.2,5514.734542017953,1.5953870856813694
1.2,5266.784121226695,1.7561982456817968
1.2,5966.318460928168,1.5613138065563132
1.2,5779.511338133367,1.5802832163557108
1.2,5473.235100521338,1.5969338924202237
1.2,5330.317805458744,1.62768438081988
1.2,5763.487288930204,1.5770818280305616
1.2,5599.697903570995,1.6696447171584563
1.2,5292.37112253126,1.6797882458541475
1.2,5987.3989208370185,1.6618438934294888
1.2,5837.91260764487,1.563082205219671
1.2,5448.605420893777,1.6577441096323642
1.2,5344.546490262692,1.6160676319214111
1.2,5998.920474879515,1.6285825665357974
1.2,5852.635066097583,1.6037943921823992
1.2,5612.79661371819,1.6490281062417425
1.2,5324.799454568861,1.640987734343872
1.2,5797.422301984709,1.5928974886156495
1.2,5685.131010575062,1.6218234757946812
1.2,5345.004790511437,1.6185859565139449
1.2,5887.760256655827,1.6036690459129508
1.2,5677.649390295444,1.5936871255406646
1.2,5353.55595035509,1.6288101652537483
1.2,5789.3249530790445,1.566778532793086
1.2,5662.188307759356,1.6538929876359567
1.2,5508.119772420659,1.6517004967504885
1.2,5791.361295028703,1.5815878331395412
1.2,5588.0172275358655,1.6223196559292914
1.2,5575.689104525177,1.598777461653575
1.2,5811.88810183935,1.6645177690657862
1.2,5708.007754650495,1.613220959207218
1.2,5517.498903210462,1.6079345093820625
1.2,5912.452297728693,1.6561965473968088
1.2,5719.522405247648,1.57180180021262
1.2,5556.405825369846,1.6100325849243486
1.2,5945.940664946572,1.5985941220188251
1.2,5717.59560542552,1.6578693584877409
1.2,5659.764305940127,1.596275443382159
1.2,5916.882453107842,1.6790521662797668
1.2,5601.857296076273,1.5971708827663649
