K,Rem,cdrag
1.2,7100.411082814283,1.5402055155225691
1.2,7100.411082814283,1.5211783962109977
1.2,6912.41333168586,1.5838052198413377
1.2,6726.268493069357,1.58049799151919
1.2,6531.705093418568,1.6572750037724784
1.2,6398.266513475623,1.549499077317466
1.2,6400.874134524532,1.5227964982022562
1.2,6310.561733289348,1.59881587752999
1.2,6170.788006578732,1.666409579232053
1.2,6296.953872239952,1.5843733077061612
1.2,6143.453991582912,1.579612973534127
1.2,6180.455990648376,1.6422793301326708
1.2,6077.199240733316,1.611493924304973
1.2,6150.238992459399,1.673486071676759
1.2,7100.325879208857,1.5402151788763887
1.2,7100.325879208857,1.521195335542151
1.2,6912.268173866457,1.5838254073472864
1.2,6726.107065988373,1.5805208132974822
1.2,6531.528741253281,1.657307324037231
1.2,6398.036181888837,1.5495366384854412
1.2,6400.586103889382,1.5228357615289052
1.2,6310.258835817033,1.598862948207091
1.2,6170.454795300303,1.6664660817885082
1.2,6296.557179204304,1.5844300371099198
1.2,6143.048539466544,1.5796743236899176
1.2,6180.011016321503,1.642348897257181
1.2,6076.725240089293,1.6115645212295666
1.2,6149.740845622851,1.673565556929179
1.2,7100.176775154781,1.5402316562467904
1.2,7100.176775154781,1.521218965565488
1.2,6912.060810400614,1.5838602365025165
1.2,6725.824577142747,1.580566167762554
1.2,6531.176050017604,1.6573612018504795
1.2,6397.652312802695,1.549591417006449
1.2,6400.163680450651,1.522899119682295
1.2,6309.766655850563,1.5989392183878517
1.2,6169.917989601532,1.6665516565237946
1.2,6295.952738631205,1.5845230002845057
1.2,6142.385125279092,1.57977624917977
1.2,6179.269457706345,1.6424642113288237
1.2,6075.9413903215145,1.6116846765809127
1.2,6148.892236198952,1.673700696225443
1.2,7099.942474583557,1.5402577979054826
1.2,7099.942474583557,1.5212570652314863
1.2,6911.729040717072,1.58391010953248
1.2,6725.421040515943,1.5806266445098454
1.2,6530.705822194591,1.6574366354867756
1.2,6397.114931552027,1.5496711764368674
1.2,6399.549291979667,1.522989380381354
1.2,6309.066306570348,1.5990521836415916
1.2,6169.122115120897,1.6666775069196644
1.2,6295.065062969295,1.584654693910108
1.2,6141.445400934824,1.5799190174435749
1.2,6178.231412674746,1.6426277769520996
1.2,6074.829576392775,1.6118571365062448
1.2,6147.674853642094,1.673890890481928
1.2,7099.665583046648,1.540288599146676
1.2,7099.665583046648,1.5213046925999814
1.2,6911.314349141397,1.583975029362775
1.2,6724.896476081975,1.580704815810283
1.2,6530.098490521957,1.657533630830743
1.2,6396.424073599738,1.5497734059725403
1.2,6398.762185760453,1.523104078002691
1.2,6308.176776445249,1.5991914631262862
1.2,6168.141283025087,1.6668382332711793
1.2,6293.932026697749,1.584827713088394
1.2,6140.211061383721,1.5801052190103897
1.2,6176.878486805446,1.6428369525580355
1.2,6073.408184342198,1.6120766939541047
1.2,6146.125777153147,1.674138898052718
1.2,7099.303509050317,1.5403290665369893
1.2,7099.303509050317,1.5213618495287025
1.2,6910.816749356931,1.5840498513122847
1.2,6724.291256031115,1.5807981179590769
1.2,6529.373678555225,1.6576521954502623
1.2,6395.579784530965,1.5499006335889065
1.2,6397.783226252932,1.523245699511896
1.2,6307.079216876239,1.599364869212059
1.2,6166.920069286519,1.6670338559713844
1.2,6292.553751274627,1.585034355243249
1.2,6138.737520935389,1.580329746813802
1.2,6175.247923408394,1.643094443943714
1.2,6071.659197148549,1.6123460087102188
1.2,6144.22680253816,1.6744366029386757
1.2,7098.898858144447,1.540374195361858
1.2,7098.898858144447,1.52143101074507
1.2,6910.215526765869,1.5841423018721004
1.2,6723.5448867278255,1.580911695229357
1.2,6528.492249866847,1.6577950330923965
1.2,6394.562935587992,1.5500503522120677
1.2,6396.63168492928,1.5234142601209453
1.2,6305.773727410768,1.5995698236045834
1.2,6165.477102363884,1.6672643998471333
1.2,6290.930384406345,1.5852798012003737
1.2,6136.98811254057,1.580595203568381
1.2,6173.321402450992,1.6433949521573576
1.2,6069.619295385484,1.612662508481196
1.2,6141.996655015813,1.6747922276115317
1.2,7098.430341403595,1.5404264898077606
1.2,7098.430341403595,1.5215097068661383
1.2,6909.531435239167,1.584249812478819
1.2,6722.677579964577,1.5810429866506974
1.2,6527.473845869413,1.657956766233091
1.2,6393.411964655816,1.5502225749944616
1.2,6395.307647228474,1.5236073009742803
1.2,6304.279340632585,1.5998063503023714
1.2,6163.812524972248,1.667532605493121
1.2,6289.043231042149,1.5855615086729735
1.2,6134.981459311843,1.580901630760995
1.2,6171.099177895679,1.6437465437987733
1.2,6067.234135537375,1.613028872360699
1.2,6139.417244390559,1.675197670811582
1.2,7097.876676342647,1.5404881078275572
1.2,7097.876676342647,1.5215975783375346
1.2,6908.764497341603,1.5843668385272327
1.2,6721.729710790705,1.5811865693342124
1.2,6526.357685673281,1.6581374118541417
1.2,6392.126938140971,1.5504145911630849
1.2,6393.83039440661,1.5238245140972475
1.2,6302.596179682245,1.600074785604721
1.2,6161.92650168778,1.6678354367350672
1.2,6286.911371892357,1.5858847660948934
1.2,6132.680991366074,1.5812513964952315
1.2,6168.563034010377,1.6441414448715783
1.2,6064.558680653411,1.6134424392173456
1.2,6136.507386940774,1.6756618086893156
1.2,7097.301758367528,1.5405522347894332
1.2,7097.301758367528,1.5216953538238225
1.2,6907.914738366992,1.58450191234575
1.2,6720.640820809301,1.5813533160680329
1.2,6525.065508151987,1.6583423629791203
1.2,6390.669582604078,1.5506318689106386
1.2,6392.161666752552,1.5240715312816548
1.2,6300.686574385587,1.6003745438123116
1.2,6159.819218907112,1.668173653107302
1.2,6284.535035155868,1.5862442803645236
1.2,6130.123798768333,1.581642489214533
1.2,6165.731826399488,1.6445873764137802
1.2,6061.538717529141,1.6139087432234278
1.2,6133.230705841117,1.6761780283978538
1.2,7096.620429369868,1.540628192975303
1.2,7096.620429369868,1.5218047856005077
1.2,6906.961464268045,1.5846465138419177
1.2,6719.4714523550565,1.5815323731996755
1.2,6523.675700125806,1.658568952463777
1.2,6389.059175388416,1.5508714968166075
1.2,6390.320775124254,1.5243402896839215
1.2,6298.607409165651,1.6007036733896098
1.2,6157.50936047022,1.6685438617944426
1.2,6281.933324452127,1.586637701758275
1.2,6127.328561919105,1.5820718918313776
1.2,6162.624419858755,1.6450767573076566
1.2,6058.229255828056,1.614419782913341
1.2,6129.642921648326,1.676750408352872
1.2,7095.8965829921135,1.5407088204170192
1.2,7095.8965829921135,1.5219237675170003
1.2,6905.925433497752,1.5848087791595302
1.2,6718.161174762254,1.5817317569544798
1.2,6522.129612774223,1.6588171920872612
1.2,6387.295822596411,1.5511337011924295
1.2,6388.307855931793,1.524633620099176
1.2,6296.339945563454,1.6010645062500106
1.2,6154.9786666465925,1.6689546147330947
1.2,6279.049971870937,1.587072738343975
1.2,6124.240447153814,1.5825424954232743
1.2,6159.222714611729,1.6456121592340216
1.2,6054.61256120717,1.6149810074146205
1.2,6125.707768899785,1.6773784344377256
1.2,7095.087658288712,1.5407991277854327
1.2,7095.087658288712,1.5220572533617645
1.2,6904.765248087354,1.5849861421088278
1.2,6716.730215959569,1.5819489101259323
1.2,6520.446911924551,1.659089799964643
1.2,6385.360481201792,1.551421029091925
1.2,6386.103896406434,1.5249565139851926
1.2,6293.846598875875,1.6014596911193757
1.2,6152.208926023967,1.6694005374007788
1.2,6275.922998742174,1.5875468735854152
1.2,6120.878228740704,1.5830569516846058
1.2,6155.508685068915,1.6461990337764856
1.2,6050.652821400462,1.6155951531265424
1.2,6121.407490000049,1.678062229785081
1.2,7094.257533965459,1.540891951179819
1.2,7094.257533965459,1.522198188610097
1.2,6903.543103074439,1.5851764356899407
1.2,6715.198794807362,1.5821815653991165
1.2,6518.647253553179,1.6593786951624871
1.2,6383.3107548476055,1.5517286640736534
1.2,6383.747388503626,1.5253043714059782
1.2,6291.1653714906015,1.6018863615471113
1.2,6149.218887489255,1.6698820476218807
1.2,6272.552739005428,1.5880574993497951
1.2,6117.260679063206,1.5836130188994209
1.2,6151.501311199107,1.646831939170026
1.2,6046.386947356665,1.6162598112258024
1.2,6116.76114904098,1.6788013012560767
1.2,7093.321090292215,1.5409962706926006
1.2,7093.321090292215,1.5223504401245174
1.2,6902.2176105322815,1.5853810461981606
1.2,6713.546830675555,1.5824314366170844
1.2,6516.7111727630645,1.6596920144238023
1.2,6381.089302191256,1.5520610661389858
1.2,6381.200190342486,1.5256787287252458
1.2,6288.277613426036,1.6023454945362892
1.2,6146.008845747081,1.6704008445191951
1.2,6268.920738629384,1.5886075484209203
1.2,6113.369866048421,1.5842100279168303
1.2,6147.201118815677,1.6475115349656506
1.2,6041.815533440776,1.616969519560251
1.2,6111.806159260399,1.6795949374145216
1.2,7092.342202098525,1.5411056162882144
1.2,7092.342202098525,1.5225126276137804
1.2,6900.809530147344,1.5855986079434474
1.2,6711.794543942988,1.5826994151205394
1.2,6514.638781046892,1.6600270657742546
1.2,6378.715428516349,1.55241635684677
