K,Rem,frictionFactor
1.2,5997.438404976292,3.1525021679499075
1.2,5987.378936834048,3.155788313419601
1.2,5998.362209646061,2.6938414185405826
1.2,5977.053378548021,3.1591654388603065
1.2,5988.846574114642,2.6965284942699
1.2,5966.533041130432,3.1626130296501738
1.2,5979.150993261408,2.699274839684193
1.2,5955.818853015421,3.1661473667537696
1.2,5969.241200832069,2.7020898036149488
1.2,5944.876826724458,3.1697690069157383
1.2,5999.170983434132,2.67119716345944
1.2,5959.135652409121,2.70496477606585
1.2,5933.742964147746,3.173467911555224
0.3,5806.487354441296,12.506105765482392
0.3,5158.168392005201,12.516350549984043
0.3,4754.447898203854,13.790084746559332
0.3,4447.922353991863,14.418713256961182
0.3,4102.626474373954,17.31906537805521
0.324,5643.1248147468605,12.413315858279091
0.324,5093.188765158243,13.737804549008263
0.324,4624.397944247816,13.628111120100714
0.324,4407.363437215391,14.402500682835363
0.324,4168.476784442873,12.57496910000482
0.349,5850.7092166674975,10.62871225784068
0.349,5236.9350422042135,12.5494265906891
0.349,4793.813210558466,11.618880523162524
0.349,4626.395904629824,12.574833720768432
0.349,4368.126637168804,12.528897009463265
0.349,4169.80981139761,13.818651528908047
0.349,4025.6768365234543,16.288694120033714
0.373,5819.708694451395,10.100508659665888
0.373,5207.924594009592,12.794237852797211
0.373,4725.349834772631,10.790000185794645
0.373,4612.552664279991,11.622459683225989
0.373,4413.0751681232505,12.405016951699409
0.373,4153.624531838451,13.244547657946883
0.373,4053.542819712356,16.75904327840293
0.398,5769.054357184203,8.468201120623279
0.398,5289.30819928223,11.021079179683236
0.398,4839.740920076938,9.210330899766886
0.398,4801.771431656844,12.985871056885438
0.398,4368.567472645676,9.41185754021089
0.398,4489.617899408376,13.551292448424949
0.422,5711.990403484628,8.289301547867455
0.422,5420.380979422087,9.084308446132372
0.422,5098.133958499923,9.456554431803482
0.422,4775.273771250728,9.993641096671096
0.422,4607.446273684853,10.200637615262162
0.422,4531.191302050064,13.530930221769054
0.447,5894.632755532462,8.932470018235346
0.447,5454.403932491523,8.071638078758953
0.447,5226.860200290219,9.299518845069526
0.447,4906.997323441782,9.899247317573105
0.447,4710.606112465308,9.638772596382308
0.447,4655.520191392888,12.879433570224112
0.471,5696.517932766538,8.943385803315058
0.471,5337.158568494057,8.316082491734754
0.471,5147.5392007743285,8.961062490056836
0.471,4846.720191513237,9.296910575228123
0.471,4681.891215885045,9.924846393939442
0.471,4544.852641213923,12.546385321092936
0.496,5886.469540354608,7.797506398560655
0.496,5434.216447809544,9.192408290053292
0.496,5021.425050513731,9.070658445669489
0.496,4793.5129671838295,9.858604199599672
0.496,4613.487721906787,9.52752356613117
0.496,4416.311346917616,12.18531271167709
0.52,5883.938169264528,8.2292091378086
0.52,5384.624778052436,8.261534009577053
0.52,5218.306696404506,8.843675559514347
0.52,4883.776076978822,8.755281670136018
0.52,4725.424751014806,8.761677668872135
0.52,4616.765736425109,10.24343997277039
0.545,5909.485560379394,6.509894455292332
0.545,5658.612895310174,8.02847276789432
0.545,5163.70956115971,7.69101583543246
0.545,5065.374256093634,8.500599479863194
0.545,4903.5046183312,7.225319428330473
0.545,4910.864052820269,10.687116242565336
0.569,5637.578296440157,7.115723894533473
0.569,5404.318732115179,6.967402571037155
0.569,5165.941138397599,7.5239563670351695
0.569,5006.444269528838,8.522020302584316
0.569,4925.710397874604,8.267715638425294
0.594,5814.218019396876,5.857814612800032
0.594,5635.379986274326,7.530761914084692
0.594,5355.566691703275,5.615254446840819
0.594,5310.121670755488,8.137243401927979
0.594,4903.085309765776,8.717069231861144
0.618,5827.307166498964,5.635675200805006
0.618,5664.238901809578,6.255576569370042
0.618,5525.4188137342935,6.459274327573532
0.618,5316.53324664395,6.081336144762054
0.618,5439.731197078035,7.579346434263106
0.643,5992.451319360168,5.86866071697678
0.643,5700.400080982015,6.355091265849933
0.643,5512.726999227902,6.2689979047314415
0.643,5466.457475924833,6.030400133333592
0.643,5371.768228910354,7.435428636859671
0.667,5901.76524022627,5.309456514658427
0.667,5739.781180687867,6.2120903981794
0.667,5418.869138526829,6.118077468442381
0.667,5404.904616193037,6.5784990355448105
0.692,5859.806921948879,5.5819407845498965
0.692,5777.464649921182,4.750178281147955
0.692,5698.860028307683,5.564908948685011
0.692,5526.11174057569,6.313819713491421
0.716,5911.5429977677695,5.026275978251799
0.716,5937.238229510917,4.539505622559099
0.716,5800.827319794412,5.685044408724756
0.716,5627.88711330638,5.757530174849472
0.741,5983.569649998196,4.634283538654147
0.741,5978.819230007777,5.270270830147553
0.741,5811.587635526601,4.646573586519189
0.741,5840.350371130773,5.667800352330256
0.765,5919.648296367094,4.640165570880761
0.765,5820.08872478603,4.777982494505751
0.765,5768.281712474989,5.211150331289496
0.79,5930.118624275387,4.006129957251889
0.79,5737.051757588702,4.071865993577668
0.79,5886.469851189362,5.901417325409681
0.814,5798.334960625608,4.210462290325136
0.814,5828.633919824186,5.60561868470323
0.839,5781.949869734236,3.788627580569211
0.839,5859.573663167826,5.009101627477427
0.863,5810.225143564359,3.8783616097980738
0.863,5913.248660561267,4.77355400438002
0.888,5959.666455640111,3.637994594558556
0.888,5853.155318180186,4.55449336894814
0.912,5920.600867730974,3.4878507275815585
0.912,5990.045379482146,4.042796471321121
0.937,5948.70096047985,4.115960422824656
0.961,5912.330558064902,3.2530900151681084
0.961,5955.488493923944,4.123430525650392
1.133,5960.953876908709,3.3823659997806192
1.231,5997.112765950371,3.08265611529509
1.28,5962.376680367476,2.5605756291557964
1.304,5952.017144544603,2.80277769171383
1.329,5996.9691952197545,2.3375008434532933
1.353,5967.6359317448005,2.740872147151789
1.378,5932.683378148229,2.32824521198381
1.378,5955.025646575863,2.5397499244396102
1.402,5957.632801836578,2.2596784488702517
1.402,5923.17093843453,2.549107949299148
1.427,5970.922849052418,2.3167440180351133
1.427,5897.081166540876,2.2922224724577838
1.451,5928.051358463027,2.1214549006855283
1.451,5986.528521303742,2.314768165178557
1.476,5994.469679042838,2.1844443669808054
1.476,5955.840924234339,2.231771356960073
1.476,5940.766418704078,1.928263494957416
1.476,5812.930420756101,2.287959680657232
1.5,5936.235508343591,1.9841331449180013
1.5,5982.416896685572,2.06848368818898
1.5,5895.214847146356,2.150197898239796
1.5,5850.664553059559,2.2992832314331526
1.2,5955.850416258571,2.340931438569799
1.2,5667.213866958427,2.5460903520807285
1.2,5442.555996232859,2.506256968224462
1.2,5295.399425410448,2.378448634863291
1.2,5132.544401842887,2.8833876555522515
1.2,4882.860619352309,2.680212116843021
1.2,4853.310203414469,3.2443019000316524
1.2,5932.663879426628,2.489832705307
1.2,5672.973371468486,2.3690256698639325
1.2,5479.261533143971,2.529345399923641
1.2,5289.9918086941625,2.5789853877012434
1.2,5143.980166511674,2.6375004802160373
1.2,5021.932350268532,2.8472367174911577
1.2,4891.613548677293,3.0465071175549
1.2,5622.932434110206,2.4981714939864226
1.2,5501.515460247524,2.4922126375952502
1.2,5333.2228989972655,2.632112950882361
1.2,5158.057602471894,2.69347316649484
1.2,5068.614032762818,2.709505255677659
