K,Rem,frictionFactor
0.3,5635.63393290122,11.018577491655034
0.3,5160.191107426701,12.911990797681868
0.3,4722.863827629569,13.75928310424132
0.3,4368.044546782973,18.126810210803008
0.324,5678.458941581761,11.01204407119442
0.324,5120.910996766262,14.758897349206965
0.324,4531.908863227939,13.242081650083136
0.324,4361.435011345411,18.485094469678096
0.349,5758.973969436282,11.317363743348707
0.349,5271.393767369348,10.143205243410842
0.349,4960.951484407693,13.42226975264412
0.349,4529.663608011423,14.915778621039705
0.373,5978.27229415164,11.439413433399617
0.373,5233.33129191409,10.629235526740487
0.373,4973.931281879403,11.063099230350565
0.373,4704.135569582285,17.162258223575005
0.398,5488.090155909434,9.583242971062017
0.398,5335.525794789045,10.853535084856771
0.398,4887.967461378886,13.642704859408466
0.422,5774.495474913894,9.155523764820543
0.422,5330.764340963622,8.73410291441352
0.422,5112.5578827773625,13.585192712371144
0.447,5719.646132869005,9.217134926631308
0.447,5442.2075299593225,9.11239125642932
0.447,5166.626879349991,10.31466207116225
0.471,5642.90829828842,8.510469518445616
0.471,5270.175316597999,8.75931049532158
0.471,4966.821772490334,12.167583345199125
0.496,5804.364468056228,8.886197097892662
0.496,5374.229589443833,8.859874581480197
0.496,5102.262304810146,10.54774412853292
0.52,5685.881413537015,7.682396037101103
0.52,5415.064675921975,9.200455011097745
0.52,5086.780425306222,9.834326950667393
0.545,5952.667631574748,8.273194469354527
0.545,5640.08071209424,7.552081714187495
0.545,5549.466540171271,6.845211283453896
0.545,5332.287098118602,10.82550825923373
0.569,5562.400217741487,6.383046658105154
0.569,5386.981003307789,9.20051169325225
0.594,5896.960086679194,6.388659777246987
0.594,5550.504824037671,8.342575061452614
0.618,5839.74412536378,5.925508773295296
0.618,5636.993169330873,7.600425882933373
0.643,5891.158756449545,6.586445866567416
0.667,5827.619409373607,6.317028777879279
0.692,5972.48826361633,5.726199374423552
0.716,5955.351552972662,6.053061157071316
0.765,5834.19600548487,5.407944611557853
0.79,5988.712969241349,4.558088209366438
1.2,5582.318458936008,2.457560253513908
1.2,5453.559786400185,2.5215224219776293
1.2,5266.6087652999695,2.957502464367718
1.2,5950.602605274656,2.4297013039296065
1.2,5717.444413808304,2.3724104756585547
1.2,5514.734542017953,2.521082968450334
1.2,5266.784121226695,2.952649688006764
1.2,5966.318460928168,2.211958100709538
1.2,5779.511338133367,2.44420838354905
1.2,5473.235100521338,2.683581430413339
1.2,5330.317805458744,2.698767331599657
1.2,5763.487288930204,2.215448442594632
1.2,5599.697903570995,2.613419524808797
1.2,5292.37112253126,3.149323626309164
1.2,5987.3989208370185,2.275038027832613
1.2,5837.91260764487,2.4724650176715657
1.2,5448.605420893777,2.5900910278709706
1.2,5344.546490262692,2.9096990350134844
1.2,5998.920474879515,2.419783176010473
1.2,5852.635066097583,2.2841062038549445
1.2,5612.79661371819,2.5562809803697726
1.2,5324.799454568861,3.244241634983108
1.2,5797.422301984709,2.201514891966035
1.2,5685.131010575062,2.69660376203442
1.2,5345.004790511437,2.897445381630368
1.2,5887.760256655827,2.239780107895594
1.2,5677.649390295444,2.6755068774724813
1.2,5353.55595035509,2.78291360916915
1.2,5789.3249530790445,2.416109783621297
1.2,5662.188307759356,2.590204126177096
1.2,5508.119772420659,2.832694638492917
1.2,5791.361295028703,2.641502069930864
1.2,5588.0172275358655,2.38855354817299
1.2,5575.689104525177,2.9901175757255847
1.2,5811.88810183935,2.5295645138691407
1.2,5708.007754650495,2.500360877478079
1.2,5517.498903210462,3.0287230711236406
1.2,5912.452297728693,2.554975639690596
1.2,5719.522405247648,2.4948333845783583
1.2,5556.405825369846,2.86889498763898
1.2,5945.940664946572,2.6053824464871296
1.2,5717.59560542552,2.404155216230216
1.2,5659.764305940127,3.040839715330888
1.2,5916.882453107842,2.8125432233473484
1.2,5601.857296076273,2.511358086076336
1.2,5595.533772723624,2.9465867831476795
1.2,5951.429514210853,2.6919311926177247
1.2,5687.735976450518,2.8054678761178247
1.2,5596.652042030277,2.752506318772237
1.2,5854.747874633803,2.5954604862025805
1.2,5665.140599113275,2.897590558124913
1.2,5755.950740490139,2.5407889070809726
1.2,5771.482611737866,2.8086267298517686
1.2,5947.085024461311,2.5479419626422306
1.2,5895.587354330865,2.5453889070141837
1.2,5788.798683033034,2.763067031970274
1.2,5945.779922592035,2.545723838327304
1.2,5795.443092812225,2.9975983408772984
1.2,5948.612085020506,2.6289529466086634
1.2,5815.687526265428,2.798329987442835
1.2,5930.173664816247,2.3566839879238626
1.2,5932.781336298159,2.942502932983439
1.2,5954.717566821057,2.6658628470286274
1.2,5766.450413936344,3.0085652193719503
1.2,5873.191918614443,2.9422840491829327
1.2,5842.936869031038,3.2152835170333507
1.2,5951.247958213147,3.07323842347804
1.2,5876.830314748808,2.770411512638401
1.2,5909.686025723381,2.9326139654913264
1.2,5971.15960818491,2.948526887573168
0.6,4074.1255645651977,4.560085199592574
0.6,4074.1255645651977,4.86345531238042
0.6,4297.419611115871,4.51127977311123
0.6,4297.419611115871,4.837781778423683
0.6,4520.311647145376,4.470711730597182
0.6,4520.311647145376,4.788826139069503
0.6,4744.096210753707,4.383954221980627
0.6,4744.096210753707,4.812736114543524
0.6,4965.886028490045,4.356777207566429
0.6,4965.886028490045,4.734133292569204
0.6,4161.22863040703,6.507158386406818
0.6,5187.2950764298175,4.264700633307511
0.6,5187.2950764298175,4.799049618279558
0.6,4330.175088271475,6.521775769163526
0.6,5407.945963374147,4.251591844322949
0.6,5407.945963374147,4.718095543143864
0.6,4528.207640971645,6.448708045403421
0.6,4018.987879014769,5.996439687483606
0.6,5627.840710265308,4.184284852571517
0.6,5627.840710265308,4.745065311995518
0.6,4699.407741583364,6.460972482781845
0.6,4183.58432723378,5.976705838640819
0.6,5848.433775721208,4.138569711405594
0.6,5848.433775721208,4.726711989451893
0.6,4883.848603954819,6.411623343422041
0.6,4352.945843738032,5.95993471437513
0.6,4075.219434581714,5.652411256732316
0.6,5064.818735369576,6.396489103991133
0.6,4517.702089718403,5.935131658421854
0.6,4232.630932819492,5.631195405723331
0.6,5246.465531160996,6.362766218659486
0.6,4688.991739912633,5.912786134228323
0.6,4391.261962561376,5.610202358618552
0.6,4137.751530723674,6.69717948758227
0.6,5445.158105100786,6.305162217691881
0.6,4860.034517003709,5.891402354476408
0.6,4547.03710178009,5.600043265868993
0.6,4285.474993066612,6.692409982198639
0.6,5626.659744579772,6.277990633842462
0.6,5028.721317291504,5.869218211103709
0.6,4703.22070119614,5.582127914228443
0.6,4434.595745095319,6.671140979422582
0.6,4036.046152720474,8.80826689245622
0.6,5798.749928092679,6.263171687875897
0.6,5195.574374250678,5.841527470762773
0.6,4862.61026990553,5.546224953826362
0.6,4586.803891537517,6.6284290041212754
0.6,4173.358520657944,8.790144125155624
0.6,5982.830825924486,6.208091156495409
0.6,5369.287902327676,5.8331959004963805
0.6,5018.458052582658,5.522895233932056
0.6,4735.491314848023,6.609499578094027
0.6,4309.187419187164,8.757581019927397
0.6,5534.062896974018,5.802531069653052
0.6,5175.549346085616,5.50262068312896
0.6,4884.754748353332,6.576339873777407
0.6,4446.50130958836,8.737806025357512
0.6,5705.106973385177,5.783900279432159
0.6,5332.215530612681,5.465043745460124
0.6,5035.45022783331,6.559173928014124
0.6,4581.284456911324,8.71064546591099
0.6,5874.874554929281,5.772528043618262
0.6,5487.037128791832,5.426922604478346
0.6,5185.585940471232,6.543993098070502
0.6,4715.292268607615,8.678608731412425
0.6,5646.905707703179,5.406533356285685
0.6,5333.82846814261,6.528533616387274
0.6,4850.620515666816,8.652995062726824
0.6,5803.357510242252,5.381374636842647
0.6,5481.577197156854,6.5316277121205975
0.6,4984.101001354382,8.61189141570488
0.6,5959.276117240277,5.36512666591629
0.6,5628.07272452711,6.520813792935536
0.6,5118.34683970095,8.561908594704603
0.6,5770.49903668229,6.502703791949443
0.6,5257.0014308899,8.50352883362786
0.6,5918.977193370634,6.466123705972689
0.6,5396.780987647913,8.488626963140252
0.6,5533.176681937744,8.461137626800125
0.6,5667.097054652511,8.440738634606422
0.6,5801.211489763314,8.413966354837605
0.6,5935.005600407085,8.396532791992279
0.6,4036.05830737998,4.589223520587901
0.6,4036.05830737998,4.905418508545985
0.6,4259.340500643879,4.532340746531073
0.6,4259.340500643879,4.883438996775728
0.6,4482.801978284892,4.47425167127415
0.6,4482.801978284892,4.857630480488702
0.6,4706.55525338758,4.414062608929187
0.6,4706.55525338758,4.822434559536993
0.6,4928.131234062698,4.366021099117909
0.6,4928.131234062698,4.794630723410101
0.6,4100.259290017895,6.593142945316944
0.6,5149.576665209987,4.311576100182855
0.6,5149.576665209987,4.7855150703332
0.6,4282.477630807868,6.566332516423843
0.6,5369.828809742531,4.265732119712848
0.6,5369.828809742531,4.7647835723619
0.6,4466.7174234551385,6.533823339952259
0.6,5590.2933902738205,4.218329283933179
0.6,5590.2933902738205,4.748503328230212
0.6,4651.171353371815,6.49801191258857
0.6,4113.382911702882,6.056630239967898
0.6,5811.20809991756,4.174564700836269
0.6,5811.20809991756,4.719815290024842
0.6,4836.550995191266,6.448474664081757
0.6,4282.646960777249,6.034499496849446
0.6,5019.4150813728,6.429026618313488
0.6,4448.502945000249,6.011562269728936
0.6,4141.613761295083,5.721069444096379
0.6,5200.301706922569,6.397738911283961
0.6,4618.196081536244,5.983834136880055
0.6,4300.197304470528,5.700019243549664
0.6,4028.9405077251154,6.828342803585826
0.6,5385.8721730007255,6.37284425440464
0.6,4787.698321008763,5.953986271623346
0.6,4457.673515988221,5.67706479780345
0.6,4177.87210349062,6.804779089423501
0.6,5568.434661419235,6.337978797824306
0.6,4956.870725012595,5.927028332444339
0.6,4613.937018798664,5.6573754444098325
0.6,4326.892973894929,6.781445862400873
0.6,5749.147592692648,6.302704610780596
0.6,5125.43552374955,5.907485317883127
0.6,4771.655438905423,5.623705400437315
0.6,4478.406365371259,6.739086467896352
0.6,4053.413226642539,8.961451702023448
0.6,5928.416566487354,6.255231770920686
0.6,5297.472921752682,5.893094115920719
0.6,4928.137253820759,5.595220803157901
0.6,4627.36302532408,6.715677769117291
0.6,4189.140943148121,8.923509648393168
0.6,5462.3302297851,5.860239218799309
0.6,5085.278917458584,5.57241644749868
0.6,4776.641409400388,6.678653572636886
0.6,4326.42505775653,8.898108418436946
0.6,5633.388913544116,5.83965024756412
0.6,5242.027894593503,5.532236224579017
0.6,4927.343321403007,6.658094729449534
0.6,4461.253336381658,8.865544939583183
0.6,5802.595564612498,5.826888458012834
0.6,5397.8796373351215,5.491426079714265
0.6,5077.582010690676,6.643182495577602
0.6,4595.33415787176,8.819882918288403
0.6,5973.64690560006,5.796674699770909
0.6,5555.57423488552,5.470720831164343
0.6,5225.245740136485,6.623730429717459
0.6,4730.454434571769,8.794149538071897
0.6,5713.689952484084,5.439220055971631
0.6,5374.725097399637,6.618045805057146
0.6,4864.520197497668,8.754188111464948
0.6,5869.789286426221,5.422546570977288
0.6,5520.537474866796,6.607317673690407
0.6,4998.689490307791,8.69618942773143
0.6,5662.920155058551,6.586061517747625
0.6,5137.099467169465,8.643119277253751
0.6,5811.225971237733,6.55572774641254
0.6,5276.823531626353,8.605675522300173
0.6,5960.996801862265,6.540858481647761
0.6,5412.790806487125,8.578379101812773
0.6,5547.903625774474,8.5557581488986
0.6,5681.300255924701,8.528287894385551
0.6,5815.637547210004,8.510412500580914
0.6,5945.489749396199,8.514472915165282
1.2,4112.338464129513,2.49435318077058
1.2,4112.338464129513,2.3076108001738787
1.2,4306.336178124489,2.486129011886925
1.2,4306.336178124489,2.294972472344785
1.2,4148.718626540272,2.483564607831848
1.2,4500.042826733631,2.477817510891764
1.2,4500.042826733631,2.282870888334465
1.2,4337.150570683898,2.4758829693890343
1.2,4085.0880408768735,2.5888801762547478
1.2,4693.304887839712,2.4714512218392897
1.2,4693.304887839712,2.2692140158976337
1.2,4525.776051589708,2.4658437072036574
1.2,4264.573754279455,2.5767965171926828
1.2,4091.063497809872,2.433905412071355
1.2,4886.2954036134815,2.4632493877307127
1.2,4886.2954036134815,2.258809241877722
1.2,4713.85423871814,2.455654370931461
1.2,4443.4187882477145,2.565561575894809
1.2,4263.168712317382,2.4195047713736795
1.2,4157.904777242831,2.61041729645093
1.2,5078.584175350615,2.455155723582819
1.2,5078.584175350615,2.2457996576262267
1.2,4901.435660341156,2.450963219310445
1.2,4619.659121421626,2.5568751813353163
1.2,4434.156249894708,2.405520178102845
1.2,4325.370705273386,2.592570513980568
1.2,4101.479947180904,3.043628813492088
1.2,5271.045938202922,2.4445036518481613
1.2,5271.045938202922,2.23675406318946
1.2,5087.694807603009,2.442255766350097
1.2,4796.931479812658,2.543101327777606
1.2,4604.097559297505,2.393927183700733
1.2,4490.779547512718,2.5800446197670537
1.2,4260.588025013122,3.038878142406279
1.2,5463.582430827431,2.4340761698046656
1.2,5463.582430827431,2.2275653114146188
1.2,5274.511845142478,2.428982393056835
1.2,4974.977183785079,2.5337706238603683
1.2,4773.320968892911,2.385690386836
1.2,4656.277471009311,2.571954290418257
1.2,4418.8636079739945,3.0275314509027336
1.2,5656.43927684858,2.4227819296468454
1.2,5656.43927684858,2.2123776856479966
1.2,5462.293993800853,2.416728821445048
1.2,5151.255485977313,2.5239259479477125
1.2,4941.266498956439,2.3837450888093947
1.2,4820.446290080792,2.5674051035817693
1.2,4578.925908569729,3.0008653717858853
1.2,5848.211812158411,2.410043875228384
1.2,5848.211812158411,2.205216732250726
1.2,5648.34706390684,2.405776048598002
1.2,5326.340071256896,2.5166629347082186
1.2,5108.716500617008,2.3759621582383126
1.2,4986.626364913304,2.5542657499012784
1.2,4738.805369404065,2.993101902639504
1.2,5835.20144442707,2.390766348012133
1.2,5502.656837392688,2.5085523761112567
1.2,5275.977846454502,2.371750877777766
1.2,5150.321951838396,2.5426009802358647
1.2,4897.220126602657,2.9780138365892803
1.2,5678.162181196073,2.5004839284946665
1.2,5443.428812778648,2.3658788182998136
1.2,5315.034548189717,2.531442573106004
1.2,5056.8386174051575,2.964883802040558
1.2,5853.976913516959,2.4910599599169
1.2,5610.844581829582,2.3622850049621
1.2,5478.730033551748,2.516877939830706
1.2,5217.598770946684,2.953293645277297
1.2,5777.198337570586,2.352289513674294
1.2,5645.9285334743845,2.508096361266349
1.2,5376.996845692969,2.941750795121749
1.2,5943.909788464456,2.343038453493864
1.2,5812.339136723642,2.4957483690320794
1.2,5535.70821201173,2.9378694758460155
1.2,5979.056695875583,2.484917387978454
1.2,5696.052151772356,2.9215609585704634
1.2,5855.053607231449,2.908538566281342
1.2,4074.0809246275217,2.580087155030466
1.2,4074.0809246275217,2.434088806610954
1.2,4009.767164831481,2.454153806698149
1.2,4275.4315149433005,2.564632255822951
1.2,4275.4315149433005,2.4258740002475485
1.2,4206.699838381183,2.437537291775313
1.2,4043.550342210323,2.726067905989037
1.2,4477.011222752262,2.5494589293473653
1.2,4477.011222752262,2.417676161577309
1.2,4404.735153415395,2.4260513616964814
1.2,4235.926749944173,2.709466212195482
1.2,4077.355116716039,2.772163228293317
1.2,4677.646423764954,2.5368781595580034
1.2,4677.646423764954,2.4072071369459005
1.2,4602.242762300873,2.4130675782138
1.2,4427.732803660695,2.69214681755697
1.2,4263.311293324648,2.7560311154510413
1.2,4174.218416997812,2.579990912429554
