genotype,fitness,tree_depth,original_phenotype,phenotype,fitness_validation,other_info,mapping_values
"[[0], [0], [2, 0], [2, 3, 0], [1, 0, 2], [0, 3, 3, 3, 2], [1, 0, 0, 1, 1, 1], [0, 0]]",1.2075679455537138,7,(((Constant+x[0])**Constant)**Constant)/x[0]/Constant/Constant*Constant,(((0.29543012831309956+x[0])**0.5282818659472497)**0.01752921663090823)/x[0]/0.24712104123287926/0.4193386917504204*0.4387407314247258,1.1230615948578058,{'errortest': 1.3176855594783703},"[1, 1, 2, 3, 3, 5, 6, 2]"
"[[0], [2], [3], [], [], [], [0], [1]]",2.354273239550657,5,(x[1]**Constant),(x[1]**0.1940091393062422),3.042000307070701,{'errortest': 2.655077994794669},"[1, 1, 1, 0, 0, 0, 1, 1]"
"[[0], [1], [3, 0], [1, 2], [1, 0, 2], [3, 3, 1, 2, 3], [1, 0, 1, 1, 1, 1], [0]]",2.462410799079549,7,(Constant/((x[0]/Constant)-Constant*Constant)/(Constant**Constant)),(0.4521657024607755/((x[0]/0.4837862970843396)-0.6449832050747197*0.5635072015120407)/(0.0112829576230985**0.41019477003120386)),3.0504756602320406,{'errortest': 2.731015134585337},"[1, 1, 2, 2, 3, 5, 6, 1]"
"[[0], [1], [2, 2], [2, 2], [0, 1], [1, 3, 3], [0, 0, 1, 1], [1, 1]]",2.8429145945545606,7,(((x[1]-x[1]**Constant)**Constant)/(((Constant/Constant)**Constant)**Constant)),(((x[1]-x[1]**0.4570724366151111)**0.23651162920811653)/(((0.6689235572823751/0.5161111016048049)**0.29582126052451474)**0.45331403520803026)),3.131749892972003,{'errortest': 3.0213463610276996},"[1, 1, 2, 2, 2, 3, 4, 2]"
"[[0], [0], [1, 2], [2, 3, 2], [2, 0], [1, 0, 2], [0, 0, 0, 1], [1, 0, 0]]",2.9833592452746234,7,((x[1]**Constant)-x[0])+((x[0]*Constant**Constant)**Constant),((x[1]**0.24600939627902518)-x[0])+((x[0]*0.2392068287499769**0.8774874515269939)**0.27146951468712444),3.1048023559382507,{'errortest': 3.105999293479152},"[1, 1, 2, 3, 2, 3, 4, 3]"
"[[0], [1], [2, 1], [2, 3, 0], [2, 0, 1], [2, 0, 3, 3, 2], [1, 1, 0, 1, 0, 1], [1, 1]]",3.0671969923471583,7,(((Constant**Constant)**Constant)*(Constant+x[1]/Constant/(x[1]*Constant))),(((0.8337596226301918**0.5762133294083542)**0.5134976162555397)*(0.20681676482452094+x[1]/0.8908035848637822/(x[1]*0.16952109616065192))),3.22057976863441,{'errortest': 3.205081151206651},"[1, 1, 2, 3, 3, 5, 6, 2]"
"[[0], [0], [2, 3], [2], [1], [3, 0], [0, 0, 0], [0, 0, 0]]",3.5956026069420903,7,(((x[0]/x[0])**Constant)**Constant)+x[0],(((x[0]/x[0])**0.3037400233777484)**0.09146822747187533)+x[0],4.4088211641855155,{'errortest': 3.8831502481694447},"[1, 1, 2, 1, 1, 2, 3, 3]"
"[[0], [1], [2, 1], [2, 3, 0], [0, 2, 0], [1, 0, 3, 3, 2], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0]]",3.6743541694836086,7,(((x[0]-Constant**Constant)**Constant)+(x[1]/Constant/x[1]*x[0])),(((x[0]-0.14111784634262547**0.854078336291136)**0.9515666882235001)+(x[1]/0.26079642235708334/x[1]*x[0])),4.320588283573126,{'errortest': 3.9456125376632376},"[1, 1, 2, 3, 3, 5, 6, 4]"
"[[0], [1], [2, 2], [0, 3], [2, 1], [2, 0, 0], [0, 0, 0, 0], [0, 0, 0, 1]]",3.6918275674083003,7,((x[0]*(x[0]+x[0])**Constant)+(x[1]**Constant)),((x[0]*(x[0]+x[0])**0.9564255252697811)+(x[1]**0.1879628766492497)),4.01976582946256,{'errortest': 3.8938355854590574},"[1, 1, 2, 2, 2, 3, 4, 4]"
"[[0], [1], [3, 3], [1, 2], [0, 2, 2], [0, 3, 1, 2, 1], [0, 1, 1, 1, 0, 0], [0, 1, 1]]",3.9329742351957853,5,(x[0]+Constant),(x[0]+0.5368729072849161),4.744653683453196,{'errortest': 4.211113990141078},"[1, 1, 2, 0, 0, 1, 2, 1]"
"[[0], [1], [3, 1], [2, 3, 3], [1, 2], [0, 1, 0, 3, 3], [1, 1, 1, 1, 0, 1], [0, 0]]",3.9764665943256143,6,(Constant+(((Constant-Constant)**Constant)+Constant)),(0.7476403151557819+(((0.9634653096664695-0.7681313819555212)**0.9175626145027845)+0.22652612167880448)),4.76875604990479,{'errortest': 4.250037853277235},"[1, 1, 2, 2, 1, 3, 4, 0]"
"[[0], [2], [2], [2, 3], [1], [0], [1, 0], [0]]",4.01185817497929,7,((((Constant+x[0])**Constant)**Constant)**Constant),((((0.8546995745518032+x[0])**0.6420513287639255)**0.549888945940679)**0.8937478185674003),4.80835454670514,{'errortest': 4.285362013025073},"[1, 1, 1, 1, 1, 1, 2, 1]"
"[[0], [0], [3, 3], [], [], [3], [0, 0], [0, 0]]",4.139288752223838,5,x[0]/x[0],x[0]/x[0],4.928082361061009,{'errortest': 4.408648409181006},"[1, 1, 2, 0, 0, 1, 2, 2]"
"[[0], [2], [2], [2], [1], [0], [1, 0], [0]]",4.139387690411929,7,((((Constant+x[0])**Constant)**Constant)**Constant),((((0.2698877900700489+x[0])**0.08392041544880835)**0.24671047848211136)**0.3220098225486814),4.9283353617583465,{'errortest': 4.4087726973766515},"[1, 1, 1, 1, 1, 1, 2, 1]"
"[[0], [2], [2], [2, 3], [1], [2, 2], [0, 1, 0], [0]]",4.143129340250885,7,((((x[0]*Constant)**Constant)**Constant)**Constant),((((x[0]*0.4022458445961735)**0.9946707801628869)**0.013077650648656958)**0.2804224796577126),4.931961190079164,{'errortest': 4.412415357006773},"[1, 1, 1, 1, 1, 1, 2, 1]"
"[[0], [3], [], [], [], [], [1], []]",4.158621539105661,3,Constant,0.9767726338190927,4.946987679320577,{'errortest': 4.427494296016458},"[1, 1, 0, 0, 0, 0, 1, 0]"
"[[0], [3], [], [0, 2, 3, 0], [0, 2, 1, 2, 1], [2, 3, 0, 3, 2, 2, 1, 2, 3], [1], []]",4.178641113620928,3,Constant,0.952770197044995,4.9665623672525046,{'errortest': 4.447012599904713},"[1, 1, 0, 0, 0, 0, 1, 0]"
"[[0], [3], [], [], [], [], [1], []]",4.1828641092611605,3,Constant,0.9477134524223618,4.970691240504115,{'errortest': 4.451130235365407},"[1, 1, 0, 0, 0, 0, 1, 0]"
"[[0], [2], [3], [], [1], [0], [1], []]",4.1974788867269135,4,(Constant**Constant),(0.8632695799354786**0.49189940569447455),4.984979570831252,{'errortest': 4.465381405107923},"[1, 1, 1, 0, 0, 0, 1, 0]"
"[[0], [2], [2], [2], [0, 0], [2, 3, 2, 0, 2], [1, 0], [0]]",4.199721001063879,7,(((Constant*x[0]**Constant)**Constant)**Constant),(((0.8138801607659278*x[0]**0.9028202375258964)**0.19802123671973892)**0.7300972774526441),4.9912082008022844,{'errortest': 4.468303358494448},"[1, 1, 1, 1, 1, 1, 2, 1]"
"[[0], [2], [3], [], [], [], [0], [0, 0]]",4.202451413174722,5,(x[0]**Constant),(x[0]**0.22925552599296972),4.9967692692243055,{'errortest': 4.471472418537871},"[1, 1, 1, 0, 0, 0, 1, 1]"
"[[0], [2], [2], [2, 3], [1], [3], [1, 1], []]",4.20722135496211,6,((((Constant/Constant)**Constant)**Constant)**Constant),((((0.1469649865877669/0.506747527046658)**0.7351772708904882)**0.29771182250701067)**0.31342972135540437),4.9945038294272575,{'errortest': 4.47488236274477},"[1, 1, 1, 1, 1, 1, 2, 0]"
