genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,fitness_validation,other_info
"[[0], [2], [2], [2], [0], [0], [0, 1], [1]]",1.2904375836732096,"[1, 1, 1, 1, 1, 1, 2, 1]",7,(((x[1]+Constant**Constant)**Constant)**Constant),(((x[1]+0.15468018301886888**0.0882676515457137)**0.7887667325388898)**0.16891648770801337),1.0474118416232303,{'errortest': 1.2665467048792576}
"[[0], [1], [2, 2], [3, 1], [2, 1], [2, 2, 0], [0, 0, 0, 1], [0, 1, 0]]",1.56561446119635,"[1, 1, 2, 2, 2, 3, 4, 3]",7,((x[0]**Constant)*((x[1]*(x[0]+Constant))**Constant)),((x[0]**0.33270653126682814)*((x[1]*(x[0]+0.1133710254086071))**0.11933725483259705)),1.2578134083426307,{'errortest': 1.5314882349907715}
"[[0], [2], [2], [0], [1, 1], [0, 0, 0, 3], [0, 0, 1, 1, 0], [0, 0]]",1.6410032201956128,"[1, 1, 1, 1, 2, 3, 4, 2]",7,(((x[0]+x[0])+(Constant+Constant)**Constant)**Constant),(((x[0]+x[0])+(0.5518127953496341+0.35800504522977294)**0.27710262941509944)**0.9218577094210267),1.3137797317956927,{'errortest': 1.6039497529684688}
"[[0], [0], [3, 2], [2], [2], [3], [0, 1], [0]]",1.8343717349251798,"[1, 1, 2, 1, 1, 1, 2, 1]",6,x[0]/((Constant**Constant)**Constant),x[0]/((0.11617090929318563**0.6011601442868946)**0.6550944926341715),1.4563503334732262,{'errortest': 1.7886006739562565}
"[[0], [1], [2, 3], [1, 1, 0], [2, 2, 1, 1, 2, 2], [0, 0, 0, 3], [1, 1, 1, 1, 0, 1, 0, 0, 0], [1, 0, 1, 0]]",1.8997862203273177,"[1, 1, 2, 1, 2, 2, 3, 0]",6,(((Constant+Constant)**Constant)+Constant),(((0.1787354368343247+0.6578407189307929)**0.4462731712108061)+0.6594040577128274),1.6257325520000911,{'errortest': 1.8620403142429662}
"[[0], [0], [1, 3], [3, 3], [], [3, 3], [0, 0, 1], [0, 0]]",2.023951235394611,"[1, 1, 2, 2, 0, 2, 3, 2]",6,(x[0]/x[0])/Constant,(x[0]/x[0])/0.7043181182841792,1.7580407027195737,{'errortest': 1.9868049579511666}
"[[0], [1], [3, 2], [2], [2], [0, 0, 0, 3], [0, 1], [0, 0, 1]]",2.0597499664626793,"[1, 1, 2, 1, 1, 1, 2, 1]",6,(x[0]+((Constant**Constant)**Constant)),(x[0]+((0.03657579891102547**0.2877378346241364)**0.7761319572503199)),1.7322649988542105,{'errortest': 2.014268702378053}
"[[0], [0], [1, 3], [3, 3], [], [3, 3], [0, 0, 1], [0, 0]]",2.1250092976112014,"[1, 1, 2, 2, 0, 2, 3, 2]",6,(x[0]/x[0])/Constant,(x[0]/x[0])/0.7740290682652184,1.8652137652458671,{'errortest': 2.088347908364646}
"[[0], [2], [1], [3, 2], [2], [0], [1, 0], [0]]",2.2368370092249132,"[1, 1, 1, 2, 1, 1, 2, 1]",7,((Constant+(x[0]**Constant))**Constant),((0.4019001951396889+(x[0]**0.34709899197476146))**0.4631480051579946),1.9732648178956458,{'errortest': 2.1988592903082966}
"[[0], [0], [3, 2], [1], [2, 2], [0, 3], [0, 1, 1], [0]]",2.2720381932598794,"[1, 1, 2, 1, 2, 2, 3, 1]",6,x[0]+((Constant/Constant)**Constant),x[0]+((0.1045007950971455/0.6930864654358473)**0.8891874883931279),1.9564991338918307,{'errortest': 2.2267963556034824}
