   0	3.024515e+00	1.741272e+06	1.088946e+07
   1	1.998380e+00	3.530513e+09	3.511811e+10
   2	1.998380e+00	2.009612e+09	1.998264e+10
   3	1.998380e+00	1.313939e+09	1.179168e+10
   4	1.998380e+00	4.831403e+05	2.099392e+06
   5	1.998380e+00	6.438390e+05	2.990543e+06
   6	1.998380e+00	6.766475e+05	2.709737e+06
   7	1.998380e+00	3.025832e+05	1.705484e+06
   8	1.998380e+00	4.236070e+05	1.967033e+06
   9	1.998380e+00	2.005236e+05	1.399928e+06
  10	1.998380e+00	2.003328e+05	1.399953e+06
  11	1.827281e+00	1.004011e+05	9.949480e+05
  12	1.827281e+00	3.923753e+06	3.155516e+07
  13	1.733189e+00	3.020686e+05	1.705530e+06
  14	1.733189e+00	4.014813e+05	1.959309e+06
  15	1.733189e+00	1.030338e+05	9.949522e+05
  16	1.578513e+00	3.271269e+04	3.082131e+05
  17	1.578513e+00	1.012429e+05	9.948789e+05
  18	1.578513e+00	1.141431e+05	1.001898e+06
  19	1.578513e+00	4.715565e+05	2.752477e+06
  20	1.578513e+00	3.020914e+05	1.705574e+06
  21	1.578513e+00	3.361816e+05	1.927355e+06
  22	1.578513e+00	3.069545e+05	1.705647e+06
  23	1.578513e+00	2.811652e+05	2.042752e+06
  24	1.578513e+00	2.618072e+05	1.506725e+06
  25	1.578513e+00	3.152837e+05	1.708022e+06
  26	1.578513e+00	5.879202e+05	2.909150e+06
  27	1.578513e+00	2.005930e+05	1.399916e+06
  28	1.578513e+00	4.345678e+05	2.688036e+06
  29	1.578513e+00	5.005969e+05	2.179313e+06
  30	1.578513e+00	1.737846e+06	1.362257e+07
  31	1.578513e+00	3.795357e+05	2.104097e+06
  32	1.578513e+00	4.010401e+05	1.959387e+06
  33	1.578513e+00	1.039048e+05	9.949669e+05
  34	1.578513e+00	1.553627e+04	1.467977e+05
  35	1.578513e+00	6.388012e+05	3.030973e+06
  36	1.578513e+00	6.911533e+04	6.708948e+05
  37	1.578513e+00	3.976177e+05	1.915847e+06
  38	1.578513e+00	2.002687e+05	1.399962e+06
  39	1.578513e+00	1.054926e+05	9.953312e+05
  40	1.578513e+00	5.894428e+05	3.525041e+06
  41	1.578513e+00	8.102011e+05	8.011110e+06
  42	1.578513e+00	2.008546e+05	1.399882e+06
  43	1.578513e+00	4.420298e+06	3.342746e+07
  44	1.578513e+00	3.883860e+06	3.350578e+07
  45	1.578513e+00	3.832462e+06	3.712999e+07
  46	1.578513e+00	5.609245e+06	5.279722e+07
  47	1.578513e+00	2.047617e+05	1.399642e+06
  48	1.578513e+00	1.648693e+05	1.166792e+06
  49	1.564266e+00	4.028457e+05	1.959130e+06
  50	1.564266e+00	4.155706e+05	1.955945e+06
