genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,fitness_validation,other_info
"[[0], [1], [2, 0], [3, 2, 2], [2, 2, 1, 1], [3, 0, 3, 0, 3], [1, 0, 1, 1, 1, 1, 1, 1, 0, 1], [0]]",0.17844075012963428,"[1, 1, 2, 3, 2, 2, 3, 1]",7,((Constant**Constant)/(x[0]**Constant)+(Constant**Constant)),((0.7861293151713186**0.36862850784179224)/(x[0]**0.6059868129283589)+(0.7183233550582913**0.17827233975690582)),0.18038612387625966,{'errortest': 0.18687200721851896}
"[[0], [1], [2, 0], [3, 2, 3], [1, 2, 1, 2], [3, 0, 3, 0, 3], [1, 0, 1, 1, 1, 1, 1, 1, 0, 1], [0, 0, 1]]",0.1855421895282027,"[1, 1, 2, 3, 1, 3, 4, 1]",7,((Constant**Constant)/((x[0]+Constant)**Constant)/Constant),((0.9700992814424675**0.057575465376764945)/((x[0]+0.35674667311550967)**0.31773963798996696)/0.4580774735639359),0.18936527277406548,{'errortest': 0.18647675539103106}
"[[0], [0], [2, 1], [3, 2, 0], [2, 2, 1, 1], [0, 0, 3, 0, 3, 3, 1, 1, 3], [1, 0, 1, 1, 0], [0, 0]]",0.1864190042335907,"[1, 1, 2, 3, 3, 4, 5, 2]",7,(Constant**Constant)+((x[0]**Constant)+Constant/(Constant+x[0])),(0.3762228628282317**0.7030184746658119)+((x[0]**0.11287138300259825)+0.6829145051820924/(0.33105166739225633+x[0])),0.19843553525405044,{'errortest': 0.19805808530630342}
"[[0], [1], [2, 0], [3, 2, 3], [2, 2, 1, 1], [3, 0, 3, 0, 3], [0, 0, 1, 0, 0, 1], [0, 0, 0]]",0.19013532371048242,"[1, 1, 2, 3, 1, 2, 3, 2]",7,((x[0]**Constant)/(x[0]**Constant)+Constant),((x[0]**0.12968933618777734)/(x[0]**0.6253820749937834)+0.9575131123868412),0.17717642465094793,{'errortest': 0.17625163094791824}
"[[0], [1], [1, 0], [3, 2, 0, 1], [2, 2, 1, 2, 1], [3, 0, 3, 0, 3, 2, 0], [1, 1, 1, 0, 1, 1, 1, 1], [0, 0, 1]]",0.1948724983333987,"[1, 1, 2, 4, 5, 7, 8, 1]",7,((Constant/(Constant**Constant))+Constant/(x[0]+Constant)/(Constant*(Constant+Constant))),((0.7037181300059094/(0.5550185662579803**0.718870972092263))+0.24953114642976715/(x[0]+0.025577398226510173)/(0.5395274091202044*(0.30267113677522195+0.4017695276527655))),0.20896870305923396,{'errortest': 0.2239108037745566}
"[[0], [1], [2, 0], [3, 2, 2], [2, 2, 1, 2], [3, 0, 3, 0, 3], [1, 0, 1, 1, 1, 1, 1, 1, 0, 1], [0, 0, 1]]",0.1949878455332419,"[1, 1, 2, 3, 2, 2, 3, 1]",7,((Constant**Constant)/(x[0]**Constant)+(Constant**Constant)),((0.5620581966965296**0.33212643096640093)/(x[0]**0.8344016204936625)+(0.8082290579433142**0.6265447646453687)),0.2042577203006253,{'errortest': 0.21827620401531952}
"[[0], [0], [2, 0], [3, 2, 0], [1, 1, 2], [0, 0, 3, 0, 3], [1, 1, 0, 0, 1, 1], [0, 0, 1]]",0.19513587420912812,"[1, 1, 2, 3, 3, 5, 6, 2]",7,(Constant**Constant)+((Constant+x[0])**Constant)/(x[0]+Constant)/Constant,(0.8193507337113098**0.5598080897225434)+((0.7089756392111866+x[0])**0.9261502184237616)/(x[0]+0.3798705140165638)/0.9950908682911144,0.20005159815966583,{'errortest': 0.19495999201473171}
"[[0], [1], [2, 0], [3, 3, 2], [2, 2, 1, 1], [3, 0, 3, 0, 3], [0, 0, 1, 1, 1, 0, 1, 1, 0, 1], [0, 0, 1]]",0.19664578068743524,"[1, 1, 2, 3, 1, 2, 3, 2]",6,((x[0]**Constant)/x[0]+(Constant**Constant)),((x[0]**0.6195137286175859)/x[0]+(0.6961571766262021**0.31366423077439776)),0.2260209705318649,{'errortest': 0.2324021110763118}
"[[0], [1], [3, 0], [0, 2, 0], [0, 2, 1, 2], [3, 0, 3, 0, 3], [1, 0, 1, 1, 1, 1, 1, 1, 0, 1], [0, 0, 1]]",0.19809967384137434,"[1, 1, 2, 2, 3, 5, 6, 1]",7,(Constant/x[0]+Constant/Constant+((Constant/Constant)**Constant)),(0.6140696291671556/x[0]+0.4936864834576026/0.7684393704317889+((0.032273355753173694/0.2790919872155555)**0.31018053208889607)),0.1951495192644347,{'errortest': 0.20601176395788687}
"[[0], [1], [3, 0], [3, 0, 0], [1, 2, 1, 2], [3, 0, 3, 0, 3, 3, 1, 1, 3], [1, 0, 0, 1, 1, 1, 1, 1, 0, 1], [0, 0, 1]]",0.2024074942481218,"[1, 1, 2, 2, 2, 4, 5, 2]",7,(Constant/x[0]+(x[0]/Constant)+Constant),(0.48461007356895514/x[0]+(x[0]/0.7160653279446886)+0.49313408211532483),0.2189126291501851,{'errortest': 0.22504382162763395}
