genotype,fitness,tree_depth,original_phenotype,phenotype,fitness_validation,other_info,mapping_values
"[[0], [1], [2, 1], [3, 0, 1], [0, 2, 0, 1], [0, 0, 1, 0, 0, 3, 1], [1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 1, 1, 1]]",0.37075928675130526,7,((Constant**Constant)+(x[0]+x[0]-x[1]+(x[1]+Constant/(Constant-x[1])))),((0.0350100533325719**0.04509262996565022)+(x[0]+x[0]-x[1]+(x[1]+0.2611119329301709/(0.7453325467050607-x[1])))),0.3980430889030634,{'errortest': 0.3875363904438994},"[1, 1, 2, 3, 4, 7, 8, 5]"
"[[0], [1], [2, 0], [2, 0, 3], [1, 0, 1], [2, 2, 0, 3, 2, 3], [1, 1, 1, 0, 0, 0, 1], [1, 1, 0]]",0.3924577636784449,7,((((Constant*Constant)**Constant)**Constant)*Constant+x[1]/(x[1]*x[0])/Constant),((((0.6327206829368583*0.1735732438987565)**0.4650979908131677)**0.94311797241554)*0.9536455245530139+x[1]/(x[1]*x[0])/0.846428291537257),0.35482111821113255,{'errortest': 0.3457263626994921},"[1, 1, 2, 3, 3, 6, 7, 3]"
"[[0], [1], [3, 3], [], [], [3], [1, 1], []]",0.5336683170199717,4,(Constant/Constant),(0.3314791837409512/0.19368265182774125),0.5867660243813511,{'errortest': 0.5936801097685975},"[1, 1, 2, 0, 0, 1, 2, 0]"
"[[0], [0], [2, 1], [3, 2, 3], [2], [3, 2], [1, 0, 0], [0, 0]]",0.6307538430965345,7,(Constant**Constant)/((x[0]**Constant)*x[0]),(0.7499174448206352**0.6032032833166117)/((x[0]**0.5929988071232746)*x[0]),0.6364605754703608,{'errortest': 0.6335089371637489},"[1, 1, 2, 3, 1, 2, 3, 2]"
"[[0], [1], [0, 3], [3, 3], [], [3, 1], [0, 1, 1], [0]]",0.6485212241283407,6,(x[0]/Constant-Constant),(x[0]/0.22391694588374733-0.8265151615540517),0.679828994686635,{'errortest': 0.6639446263145024},"[1, 1, 2, 2, 0, 2, 3, 1]"
"[[0], [2], [3], [], [], [], [0], [1]]",0.6541672610802804,5,(x[1]**Constant),(x[1]**0.059032087104469055),0.7244227851887305,{'errortest': 0.7189260084532044},"[1, 1, 1, 0, 0, 0, 1, 1]"
"[[0], [0], [0, 1], [3, 1, 1, 1], [2, 1, 2, 0, 2, 1], [0, 1, 1, 2, 3, 3, 2, 3, 2], [0, 0, 1, 1, 1, 1, 1, 1, 1, 0], [0, 0, 0]]",0.6755859923139914,7,x[0]+(x[0]-(Constant-Constant))*((Constant/Constant/Constant)*(Constant/(Constant*x[0]))),x[0]+(x[0]-(0.8276188474167248-0.4753548764906379))*((0.207765466304342/0.646382411345806/0.416831797088689)*(0.25235891129600807/(0.05220309946054835*x[0]))),0.6919082328074808,{'errortest': 0.6476853664915886},"[1, 1, 2, 4, 6, 9, 10, 3]"
"[[0], [2], [2], [1], [0, 2], [2, 0], [0, 1, 1], [1]]",0.7133009104723284,7,(((x[1]*Constant+Constant)**Constant)**Constant),(((x[1]*0.34949088928467664+0.448972110727336)**0.5779200546236074)**0.1075996585929816),0.7845341889125491,{'errortest': 0.7791194028768745},"[1, 1, 1, 1, 2, 2, 3, 1]"
"[[0], [2], [0], [3, 2], [2], [0], [0, 1], [0]]",0.7455757545857313,6,(x[0]+(Constant**Constant)**Constant),(x[0]+(0.638061547589528**0.45249676944963824)**0.4254490854161018),0.7981588226839111,{'errortest': 0.8007255343733077},"[1, 1, 1, 2, 1, 1, 2, 1]"
"[[0], [2], [0], [3, 2], [2], [0], [0, 1], [0]]",0.7852576010670611,6,(x[0]+(Constant**Constant)**Constant),(x[0]+(0.5875089808183908**0.9602407489294157)**0.261953065001876),0.8381665401070149,{'errortest': 0.8409961239463305},"[1, 1, 1, 2, 1, 1, 2, 1]"
