genotype,fitness,tree_depth,original_phenotype,phenotype,fitness_validation,other_info,mapping_values
"[[0], [1], [0, 2], [2, 1, 2], [3, 3, 0, 0], [1, 1, 1, 1, 0], [0, 0]]",7.098500520956871,5,(Constant/(Constant/Constant)+(Constant**Constant)) * (x[1]**Constant) * (x[2]),(0.9564809967467425/(0.5345945208447526/0.20132487299407842)+(0.4706294958122431**0.7814523303992237)) * (x[1]**0.5669020553663273) * (x[2]),6.522377067068143,{'errortest': 6.980796936034247},"[1, 1, 2, 3, 3, 4, 0]"
"[[0], [1], [0, 2], [2, 1, 1], [3, 3, 0, 0], [1, 0, 1, 1, 0], [0, 0]]",14.69372109644444,6,(Constant/(x[0]/Constant)+((Constant+x[0])**Constant)) * (x[1]**Constant) * (x[2]),(0.45459745632578763/(x[0]/0.08238714810642422)+((0.05353991949324044+x[0])**0.4092747294392216)) * (x[1]**0.5392432255396097) * (x[2]),12.58402873540411,{'errortest': 14.29147792253604},"[1, 1, 2, 3, 4, 5, 2]"
"[[0], [3], [], [], [], [0], [0]]",29.236528967628217,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.5487298784161635) * (x[2]),25.65415757063897,{'errortest': 28.344270833204654},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [3], [0, 2], [], [3, 3, 0, 0], [0], [0]]",29.5278089288765,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.549675238696745) * (x[2]),26.035303335587233,{'errortest': 28.658009346789985},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [2], [1, 1], [1, 2, 1, 2], [3, 2, 1, 3, 2], [0, 1, 0, 1, 0, 0], [0, 0, 0, 0]]",31.25606470014809,6,(((x[0]/Constant)*x[0])**Constant) * (x[1]**Constant) * (x[2]),(((x[0]/0.19874466559724957)*x[0])**0.5813694541635741) * (x[1]**0.41793992322079254) * (x[2]),26.011250933247076,{'errortest': 29.881257915203047},"[1, 1, 1, 2, 2, 3, 2]"
"[[0], [0], [3, 1], [2, 2], [2, 2, 2], [1, 1, 0, 0, 0, 0, 0], [0, 0]]",33.79184732880696,6,Constant*(Constant*x[0]) * (x[1]**Constant) * (x[2]),0.781206070373378*(0.4919049376196314*x[0]) * (x[1]**0.6182398273695618) * (x[2]),29.549889172510362,{'errortest': 32.72721262617957},"[1, 1, 2, 2, 2, 3, 1]"
"[[0], [0], [0, 0], [0, 1, 2, 0], [0, 0, 1, 3, 0, 0], [1, 0, 1, 0, 1, 1, 0], [0, 0, 0]]",39.740212080972505,6,Constant+x[0]+(Constant-x[0])/Constant+Constant+x[0] * (x[1]**Constant) * (x[2]),0.9737889208489211+x[0]+(0.9049691736228458-x[0])/0.3470112316157431+0.4841361929618321+x[0] * (x[1]**0.49095868163218803) * (x[2]),35.84426797321244,{'errortest': 38.67506408834943},"[1, 1, 2, 4, 6, 7, 3]"
"[[0], [3], [], [], [], [0], [0]]",43.37032078063154,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.4868244765015405) * (x[2]),39.49065639026041,{'errortest': 42.30840847420717},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [0], [3, 1], [2, 2], [2, 2, 2], [1, 1, 0, 0, 0, 0, 0], [0, 0]]",43.96052395122595,6,Constant*(Constant*x[0]) * (x[1]**Constant) * (x[2]),0.4775054565938375*(0.4236056651918877*x[0]) * (x[1]**0.7538522289617139) * (x[2]),41.939864924289054,{'errortest': 43.50697661916598},"[1, 1, 2, 2, 2, 3, 1]"
"[[0], [0], [0, 0], [0, 2, 0, 2], [3, 3, 2, 2, 3], [1, 0, 1, 1, 0, 1], [0, 0, 0]]",49.28739192341009,6,Constant/x[0]/Constant*Constant*x[0]/Constant * (x[1]**Constant) * (x[2]),0.7174692035696127/x[0]/0.21154608179819467*0.31147395163365876*x[0]/0.9158886999097859 * (x[1]**0.4570182404483347) * (x[2]),48.03373697373458,{'errortest': 48.99759643941639},"[1, 1, 2, 4, 5, 6, 2]"
"[[0], [3], [2], [], [], [1, 0], [0]]",49.80747246370358,3,Constant * (x[1]**Constant) * (x[2]),0.0441106541742593 * (x[1]**0.950685721539974) * (x[2]),46.046640074472066,{'errortest': 48.0040871573976},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [3], [], [], [], [0], [0]]",57.37013534266723,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.5866787177243655) * (x[2]),56.70752869525738,{'errortest': 57.21345477789443},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [2], [2], [0], [3], [1, 0], [0]]",57.59925875941546,6,((Constant/x[0]**Constant)**Constant) * (x[1]**Constant) * (x[2]),((0.5323360846632252/x[0]**0.9957149271491947)**0.8751527439483898) * (x[1]**0.5121682669580869) * (x[2]),58.06990647761839,{'errortest': 57.887920285766576},"[1, 1, 1, 1, 1, 2, 1]"
"[[0], [2], [0, 0], [0, 1, 2, 0], [3, 0, 2, 2, 0, 0], [1, 0, 1, 0, 0, 1, 0], [0, 0, 0]]",68.708703777573,6,(Constant/x[0]+(Constant*x[0])**Constant) * (x[1]**Constant) * (x[2]),(0.07417753874912614/x[0]+(0.6753632782886888*x[0])**0.20463601238797435) * (x[1]**0.4123678538624934) * (x[2]),66.91013481560668,{'errortest': 68.21234929021323},"[1, 1, 1, 2, 3, 4, 2]"
"[[0], [3], [], [], [], [1], []]",68.90570738962298,3,Constant * (x[1]**Constant) * (x[2]),0.3447554801504269 * (x[1]**0.733567159343204) * (x[2]),65.83410939568665,{'errortest': 67.45277072256233},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [0], [0, 0], [0, 1, 0, 1], [2, 1, 2, 0, 2, 3, 3], [1, 1, 0, 1, 1, 1, 0, 1], [0, 0]]",79.93844107951156,6,Constant*Constant-(x[0]*Constant)+Constant*Constant/(x[0]/Constant) * (x[1]**Constant) * (x[2]),0.4969380906260972*0.8174395377619622-(x[0]*0.8792922822726512)+0.6993177490939818*0.880822784425974/(x[0]/0.2904810166156222) * (x[1]**0.5472417314436002) * (x[2]),79.20064394114077,{'errortest': 79.82765463145599},"[1, 1, 2, 4, 7, 8, 2]"
