genotype,fitness,tree_depth,original_phenotype,phenotype,fitness_validation,other_info,mapping_values
"[[0], [3], [], [], [], [0], [0]]",29.236528967628217,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.5487298784161635) * (x[2]),25.65415757063897,{'errortest': 28.344270833204654},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [0], [0, 0], [0, 1, 2, 0], [0, 0, 1, 3, 0, 0], [1, 0, 1, 0, 1, 1, 0], [0, 0, 0]]",39.740212080972505,6,Constant+x[0]+(Constant-x[0])/Constant+Constant+x[0] * (x[1]**Constant) * (x[2]),0.9737889208489211+x[0]+(0.9049691736228458-x[0])/0.3470112316157431+0.4841361929618321+x[0] * (x[1]**0.49095868163218803) * (x[2]),35.84426797321244,{'errortest': 38.67506408834943},"[1, 1, 2, 4, 6, 7, 3]"
"[[0], [3], [], [], [], [0], [0]]",43.37032078063154,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.4868244765015405) * (x[2]),39.49065639026041,{'errortest': 42.30840847420717},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [0], [0]]",57.37013534266723,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.5866787177243655) * (x[2]),56.70752869525738,{'errortest': 57.21345477789443},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [0], [0, 0], [1, 0, 1, 1], [1, 2, 3, 1, 1, 3, 1], [1, 1, 1, 0, 1, 0, 1, 1], [0, 0]]",86.31983027136967,6,(Constant-Constant)*Constant/x[0]-(Constant-x[0])/(Constant-Constant) * (x[1]**Constant) * (x[2]),(0.6113237119430509-0.8365017677649865)*0.4023064850837269/x[0]-(0.0782219589923907-x[0])/(0.9352032054100645-0.6543639982556705) * (x[1]**0.15831726416504277) * (x[2]),83.7813875367584,{'errortest': 85.55470952868701},"[1, 1, 2, 4, 7, 8, 2]"
"[[0], [3], [], [], [], [0], [0]]",88.23597538132825,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.2674070567053157) * (x[2]),85.84567415849106,{'errortest': 87.51631895540082},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [1], [3, 0], [2, 2], [3, 2], [1, 1, 0], [0]]",88.74122362200204,6,(Constant/Constant*x[0]) * (x[1]**Constant) * (x[2]),(0.3536954071200469/0.36946395783260355*x[0]) * (x[1]**0.26494313817150195) * (x[2]),86.36562516923719,{'errortest': 88.02557587599689},"[1, 1, 2, 2, 2, 3, 1]"
"[[0], [0], [0, 0], [0, 1, 0, 1], [2, 1, 2, 0, 2, 3, 3], [1, 1, 0, 1, 1, 1, 0, 1], [0, 0]]",88.76741610568153,6,Constant*Constant-(x[0]*Constant)+Constant*Constant/(x[0]/Constant) * (x[1]**Constant) * (x[2]),0.33038459532695585*0.23200315992996678-(x[0]*0.4178763873459045)+0.08593993879784134*0.4414811920099525/(x[0]/0.07183471004032027) * (x[1]**0.9302724948281466) * (x[2]),87.41385785549426,{'errortest': 88.44974315864157},"[1, 1, 2, 4, 7, 8, 2]"
"[[0], [0], [2, 2], [2, 0], [0, 0], [0, 1, 1], [0]]",89.73847260943789,6,(x[0]**Constant)+(Constant+Constant**Constant) * (x[1]**Constant) * (x[2]),(x[0]**0.21966379498554567)+(0.04486491319750918+0.38871179130107625**0.4116883844257688) * (x[1]**0.268149047212055) * (x[2]),87.63535637097586,{'errortest': 89.10374727204642},"[1, 1, 2, 2, 2, 3, 1]"
"[[0], [3], [], [], [], [1], []]",92.2462144414887,3,Constant * (x[1]**Constant) * (x[2]),0.6540095902368135 * (x[1]**0.24335383423862045) * (x[2]),90.13317185057967,{'errortest': 91.60713707282427},"[1, 1, 0, 0, 0, 1, 0]"
