genotype,fitness,tree_depth,original_phenotype,phenotype,fitness_validation,other_info,mapping_values
"[[0], [2], [3], [], [], [1], []]",5.566328589032183,4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.2743003723354126**0.045450558547125985) * (x[1]**0.5584605186268778) * (x[2]),6.340751568746803,{'errortest': 6.059422605923898},"[1, 1, 1, 0, 0, 1, 0]"
"[[0], [0], [3, 0], [0, 0], [0, 2, 3, 2], [0, 1, 0, 0, 1], [0, 0, 0]]",6.725668356493508,6,x[0]+Constant*x[0]/x[0]*Constant * (x[1]**Constant) * (x[2]),x[0]+0.8688218307682004*x[0]/x[0]*0.899164704636104 * (x[1]**0.5703270715720976) * (x[2]),8.169526528309863,{'errortest': 7.521247719327719},"[1, 1, 2, 2, 4, 5, 3]"
"[[0], [3], [], [], [], [1], []]",10.244284213485614,3,Constant * (x[1]**Constant) * (x[2]),0.8968769447418271 * (x[1]**0.5774259821555956) * (x[2]),9.962950103615022,{'errortest': 10.075688514061707},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [3], [], [], [], [1], []]",14.781026345356782,3,Constant * (x[1]**Constant) * (x[2]),0.8840460750573661 * (x[1]**0.537016746358561) * (x[2]),16.533130557625668,{'errortest': 15.506866488163135},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [3], [], [], [], [1], []]",16.589830607934005,3,Constant * (x[1]**Constant) * (x[2]),0.6045333265320817 * (x[1]**0.577290592137943) * (x[2]),18.339423872779907,{'errortest': 17.28701898268275},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [1], [3, 3], [], [0], [0, 1], [0]]",17.260125892502884,5,(x[0]+Constant) * (x[1]**Constant) * (x[2]),(x[0]+0.5346899346090217) * (x[1]**0.48242108251774607) * (x[2]),18.07930574542705,{'errortest': 18.37382438276456},"[1, 1, 2, 0, 1, 2, 1]"
"[[0], [2], [3], [], [], [0], [0]]",20.961580696577503,5,(x[0]**Constant) * (x[1]**Constant) * (x[2]),(x[0]**0.4388214594381947) * (x[1]**0.513351715375741) * (x[2]),22.22964293122947,{'errortest': 21.970328021124693},"[1, 1, 1, 0, 0, 1, 1]"
"[[0], [1], [3, 2], [2], [0], [1, 1], []]",22.118006986115876,5,(Constant+(Constant**Constant)) * (x[1]**Constant) * (x[2]),(0.6196947083751746+(0.5857308606519395**0.8459558842879815)) * (x[1]**0.47700031785346253) * (x[2]),24.057520638350585,{'errortest': 22.801021603910723},"[1, 1, 2, 1, 1, 2, 0]"
"[[0], [3], [], [], [], [0], [0]]",24.385085212779728,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.5139114687911281) * (x[2]),24.96464126385416,{'errortest': 25.617423733034343},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [0], [0, 2], [1, 2, 1], [2, 3, 2, 3], [0, 1, 1, 1, 1], [0]]",25.04576266400499,6,(x[0]*Constant)/Constant*((Constant/Constant)**Constant) * (x[1]**Constant) * (x[2]),(x[0]*0.2672354884937227)/0.8038776556819855*((0.48234981751122286/0.27008955050764305)**0.6200382344365664) * (x[1]**0.6454412861012749) * (x[2]),25.935799861613013,{'errortest': 25.45861287112837},"[1, 1, 2, 3, 4, 5, 1]"
"[[0], [2], [2], [0], [3], [1, 1], []]",26.67174157771395,5,((Constant/Constant**Constant)**Constant) * (x[1]**Constant) * (x[2]),((0.7938569060359524/0.23951644732867106**0.35618942262226994)**0.5810434854972977) * (x[1]**0.4716785114497325) * (x[2]),28.708013761578318,{'errortest': 27.329871353048308},"[1, 1, 1, 1, 1, 2, 0]"
"[[0], [2], [3], [], [], [0], [0]]",27.74468214709255,5,(x[0]**Constant) * (x[1]**Constant) * (x[2]),(x[0]**0.2156250363231622) * (x[1]**0.588651386246176) * (x[2]),28.251779147040338,{'errortest': 27.31744286852525},"[1, 1, 1, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [0], [0]]",28.961984986967753,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.567782574877828) * (x[2]),30.197765629764422,{'errortest': 29.193823739529414},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [1], []]",30.73421796941409,3,Constant * (x[1]**Constant) * (x[2]),0.07681113003377238 * (x[1]**0.8936659390469323) * (x[2]),30.245918434268425,{'errortest': 30.153188551073153},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [0], [2, 3], [2], [2], [0, 1], [0]]",32.80302623429155,6,(x[0]**Constant)*Constant * (x[1]**Constant) * (x[2]),(x[0]**0.005451819827967719)*0.16879830555942998 * (x[1]**0.8054993405837537) * (x[2]),32.64929984216593,{'errortest': 32.24490841274299},"[1, 1, 2, 1, 1, 2, 1]"
