genotype,fitness,tree_depth,original_phenotype,phenotype,fitness_validation,other_info,mapping_values
"[[0], [0], [3, 0], [2, 3], [0], [3, 0, 3], [1, 1, 0, 1], [0]]",0.3113882768982764,7,Constant/(Constant+x[0]**Constant)/Constant,0.9945329335238694/(0.027555905143215265+x[0]**0.4626108218083821)/0.6499049972175875,0.3122643661907338,{'errortest': 0.32973255947273283},"[1, 1, 2, 2, 1, 3, 4, 1]"
"[[0], [1], [1, 0], [2, 2, 3, 2], [1, 0, 1], [2, 1, 1, 2, 0, 2], [0, 1, 1, 1, 1, 1, 1], [0, 1]]",0.3458481064685553,7,((((x[0]*Constant)**Constant)-(Constant-Constant**Constant))*Constant+((Constant*Constant)**Constant)),((((x[0]*0.2698616789845303)**0.805572169987948)-(0.1788729732120835-0.647317844890708**0.013405440616927944))*0.9832817992722134+((0.72773972781975*0.9491302821299239)**0.6030572785442174)),0.3508763692509947,{'errortest': 0.3806872251271065},"[1, 1, 2, 4, 3, 6, 7, 1]"
"[[0], [1], [2, 3], [1], [1, 1], [2, 2, 0, 0], [0, 1, 1, 1, 1], [0]]",0.5037250984617071,7,((((x[0]*Constant)*(Constant+Constant))**Constant)+Constant),((((x[0]*0.7747407382565543)*(0.09871445662991929+0.11683244081096156))**0.031457251479369175)+0.4466970031265117),0.47398123293149846,{'errortest': 0.5410117017790175},"[1, 1, 2, 1, 2, 4, 5, 1]"
"[[0], [1], [3, 0], [0, 1], [2, 2, 1, 2], [3, 2, 0, 2, 0], [0, 0, 1, 1, 1, 0], [0, 0, 0]]",0.5237101954316601,7,(x[0]/x[0]*Constant+((Constant*Constant)+x[0])),(x[0]/x[0]*0.8245937003398532+((0.02069595285195791*0.7564810128664438)+x[0])),0.5097390621610255,{'errortest': 0.5657250554543432},"[1, 1, 2, 2, 4, 5, 6, 3]"
"[[0], [0], [2, 0], [1, 0, 3], [1, 2, 0, 2], [2, 0, 3, 2, 2, 0], [1, 0, 1, 0, 0, 1, 0], [0, 1, 1, 0]]",0.5548257673649816,7,(((Constant*x[0])+Constant)**Constant)/x[1]*x[1]*Constant+x[0],(((0.11367422875259736*x[0])+0.24761535428170345)**0.25232136487588064)/x[1]*x[1]*0.8786241341819497+x[0],0.5204341222877112,{'errortest': 0.601189830987435},"[1, 1, 2, 3, 4, 6, 7, 4]"
"[[0], [2], [2], [2], [0], [0], [1, 1], []]",0.5950746434739661,6,(((Constant+Constant**Constant)**Constant)**Constant),(((0.9299436743628547+0.6971988631146402**0.10556728115642189)**0.8296267481708468)**0.4706810356469807),0.5658578677307081,{'errortest': 0.6291927898500991},"[1, 1, 1, 1, 1, 1, 2, 0]"
"[[0], [2], [0, 1], [2, 2, 2, 2], [2, 0, 1, 0, 1], [2, 0, 1, 3, 1, 3, 2, 3], [0, 1, 1, 1, 1, 1, 0, 0, 1], [0, 1, 0]]",0.6638536168318657,7,((x[0]**Constant)*(Constant+Constant**Constant)**Constant),((x[0]**0.8334166041303273)*(0.8540531347756365+0.7795399154059438**0.13079038178336955)**0.9086503670051554),0.6291973293013078,{'errortest': 0.7096021587621364},"[1, 1, 1, 2, 2, 2, 3, 1]"
"[[0], [0], [2, 3], [1], [1, 1], [2, 2, 3, 3], [0, 1, 0, 1, 1], [0, 0]]",0.7129691268516495,7,(((x[0]*Constant)*(x[0]/Constant))**Constant)/Constant,(((x[0]*0.7942367285867414)*(x[0]/0.1583656993136492))**0.3665975727070878)/0.8858644995033853,0.7159059768921724,{'errortest': 0.7485717725519823},"[1, 1, 2, 1, 2, 4, 5, 2]"
"[[0], [1], [2, 3], [1], [1, 1], [2, 2, 0, 3], [0, 1, 1, 1, 1], [0]]",0.7899328319094311,7,((((x[0]*Constant)*(Constant+Constant))**Constant)/Constant),((((x[0]*0.6476439587097911)*(0.875467414950197+0.3658099926651299))**0.9040210151604058)/0.6474299904639973),0.7246875799021583,{'errortest': 0.8350743993562506},"[1, 1, 2, 1, 2, 4, 5, 1]"
"[[0], [1], [3, 0], [1, 2], [0, 2, 0], [1, 1, 1, 1, 3], [0, 1, 0, 1, 1, 1], [0, 0]]",0.8163677570481936,7,(x[0]-(Constant-x[0]-Constant)-(Constant/Constant**Constant)),(x[0]-(0.2622099001616832-x[0]-0.7061221317906462)-(0.3764064773210335/0.6702732594309443**0.8450396010195673)),0.8020710717022148,{'errortest': 0.856162083025668},"[1, 1, 2, 2, 3, 5, 6, 2]"
