genotype,fitness,tree_depth,original_phenotype,phenotype,fitness_validation,other_info,mapping_values
"[[0], [1], [3, 0], [0, 1], [2, 2, 1, 2], [3, 2, 0, 2, 0], [0, 0, 1, 1, 1, 0], [0, 0, 0]]",0.5237101954316601,7,(x[0]/x[0]*Constant+((Constant*Constant)+x[0])),(x[0]/x[0]*0.8245937003398532+((0.02069595285195791*0.7564810128664438)+x[0])),0.5097390621610255,{'errortest': 0.5657250554543432},"[1, 1, 2, 2, 4, 5, 6, 3]"
"[[0], [2], [2], [2], [0], [0], [1, 1], []]",0.5950746434739661,6,(((Constant+Constant**Constant)**Constant)**Constant),(((0.9299436743628547+0.6971988631146402**0.10556728115642189)**0.8296267481708468)**0.4706810356469807),0.5658578677307081,{'errortest': 0.6291927898500991},"[1, 1, 1, 1, 1, 1, 2, 0]"
"[[0], [1], [2, 3], [1], [1, 1], [2, 2, 0, 3], [0, 1, 1, 1, 1], [0]]",0.7899328319094311,7,((((x[0]*Constant)*(Constant+Constant))**Constant)/Constant),((((x[0]*0.6476439587097911)*(0.875467414950197+0.3658099926651299))**0.9040210151604058)/0.6474299904639973),0.7246875799021583,{'errortest': 0.8350743993562506},"[1, 1, 2, 1, 2, 4, 5, 1]"
"[[0], [1], [3, 0], [1, 2], [0, 2, 0], [1, 1, 1, 1, 3], [0, 1, 0, 1, 1, 1], [0, 0]]",0.8163677570481936,7,(x[0]-(Constant-x[0]-Constant)-(Constant/Constant**Constant)),(x[0]-(0.2622099001616832-x[0]-0.7061221317906462)-(0.3764064773210335/0.6702732594309443**0.8450396010195673)),0.8020710717022148,{'errortest': 0.856162083025668},"[1, 1, 2, 2, 3, 5, 6, 2]"
"[[0], [0], [1, 3], [3, 0], [0, 0], [1, 2, 3, 2, 3], [0, 1, 1, 1, 1, 0], [1, 1]]",0.8602182571489543,6,(x[1]-Constant*Constant/Constant*Constant)/x[1],(x[1]-0.3926073480762867*0.35905931990808815/0.5924491691539125*0.5270157477307497)/x[1],0.8305724839471452,{'errortest': 0.8897078947476482},"[1, 1, 2, 2, 2, 5, 6, 2]"
"[[0], [2], [3], [], [], [], [1], []]",0.9116755373462634,4,(Constant**Constant),(0.6722657589635423**0.13890244325963974),0.8820199702747162,{'errortest': 0.940542359293183},"[1, 1, 1, 0, 0, 0, 1, 0]"
"[[0], [2], [2], [1], [1, 2], [2, 0], [1, 0, 1], [0]]",0.9119265252433851,7,((((Constant*x[0])+Constant)**Constant)**Constant),((((0.02606323402699573*x[0])+0.5933529448860096)**0.18702358967350652)**0.6153687360787184),0.8820945924896193,{'errortest': 0.940852788135915},"[1, 1, 1, 1, 2, 2, 3, 1]"
"[[0], [2], [1], [3, 2], [1], [3, 3], [0, 0, 1], [0, 0]]",0.9195439826799873,7,((x[0]/((x[0]/Constant)**Constant))**Constant),((x[0]/((x[0]/0.9153153337195279)**0.45317661649439667))**0.5838155963949156),0.8770803127545843,{'errortest': 0.9530305443263364},"[1, 1, 1, 2, 1, 2, 3, 2]"
"[[0], [1], [0, 1], [1, 2, 2, 2], [2, 0, 1, 0, 1], [2, 0, 1, 3, 0, 3, 2, 3], [0, 1, 1, 1, 1, 1, 0, 0, 1], [0, 0, 0]]",0.9259926808096529,7,((x[0]*Constant+Constant)-((Constant/Constant)**Constant)+((Constant/x[0]**Constant)*((x[0]/Constant)**Constant))),((x[0]*0.25350422860133925+0.8282874586715002)-((0.038347097052932266/0.5156673747813432)**0.7602160825099874)+((0.9388309182537627/x[0]**0.7660012908707095)*((x[0]/0.279176951391642)**0.4927148320978828))),0.9425976202855509,{'errortest': 0.9178557002577286},"[1, 1, 2, 4, 5, 8, 9, 3]"
"[[0], [2], [3], [], [], [], [0], [0]]",0.9421513299395419,5,(x[0]**Constant),(x[0]**0.7297526571822803),0.8846418389903602,{'errortest': 0.9802398955069329},"[1, 1, 1, 0, 0, 0, 1, 1]"
"[[0], [2], [3], [], [], [], [0], [0]]",0.9479236553024887,5,(x[0]**Constant),(x[0]**0.7913666882111575),0.8883893134894068,{'errortest': 0.9865367234858583},"[1, 1, 1, 0, 0, 0, 1, 1]"
"[[0], [2], [3], [], [], [], [0], [0]]",0.9539186027255274,5,(x[0]**Constant),(x[0]**0.8573128844677826),0.8922729824862338,{'errortest': 0.9930689368810687},"[1, 1, 1, 0, 0, 0, 1, 1]"
"[[0], [1], [2, 3], [2], [1], [2, 2], [0, 0, 1], [0, 0]]",0.9601017686047577,7,((((x[0]*x[0])**Constant)**Constant)*Constant),((((x[0]*x[0])**0.13940897891821347)**0.9378554528232353)*0.9249637194391874),0.9203672398310239,{'errortest': 0.9920623008607063},"[1, 1, 2, 1, 1, 2, 3, 2]"
"[[0], [2], [3], [], [], [], [0], [0]]",0.9638345406608784,5,(x[0]**Constant),(x[0]**0.9710133753467112),0.8986847547655024,{'errortest': 1.0038580045699552},"[1, 1, 1, 0, 0, 0, 1, 1]"
"[[0], [0], [1, 0], [3, 3, 1, 0], [0, 0, 2, 2], [0, 3, 2, 2, 0, 2, 0], [1, 1, 0, 0, 0, 0, 1, 0], [1, 1, 0, 1, 0]]",0.966282101641481,7,(Constant+Constant)/(x[1]*x[1]*x[0]+x[1])*Constant+x[0],(0.7741293597543338+0.5457454605467427)/(x[1]*x[1]*x[0]+x[1])*0.31103224824288944+x[0],0.9002665775465184,{'errortest': 1.006518238128416},"[1, 1, 2, 4, 4, 7, 8, 5]"
"[[0], [3], [], [], [], [], [0], [0]]",0.9662821637736617,4,x[0],x[0],0.9002666328608592,{'errortest': 1.0065183019915405},"[1, 1, 0, 0, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [], [0], [0]]",0.9662821637736617,4,x[0],x[0],0.9002666328608592,{'errortest': 1.0065183019915405},"[1, 1, 0, 0, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [], [0], [0]]",0.9662821637736617,4,x[0],x[0],0.9002666328608592,{'errortest': 1.0065183019915405},"[1, 1, 0, 0, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [], [0], [0]]",0.9662821637736617,4,x[0],x[0],0.9002666328608592,{'errortest': 1.0065183019915405},"[1, 1, 0, 0, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [], [0], [0]]",0.9662821637736617,4,x[0],x[0],0.9002666328608592,{'errortest': 1.0065183019915405},"[1, 1, 0, 0, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [], [0], [0]]",0.9662821637736617,4,x[0],x[0],0.9002666328608592,{'errortest': 1.0065183019915405},"[1, 1, 0, 0, 0, 0, 1, 1]"
