genotype,fitness,tree_depth,original_phenotype,phenotype,fitness_validation,other_info,mapping_values
"[[0], [3], [], [], [], [1], []]",4.205702083722121,3,Constant * (x[1]**Constant) * (x[2]),0.3406629950968062 * (x[1]**0.6789743959005384) * (x[2]),5.030573791633892,{'errortest': 4.6877990420671765},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [3], [3, 1], [1, 2], [3, 0], [1, 0, 0], [0, 0]]",4.356490688252153,3,Constant * (x[1]**Constant) * (x[2]),0.9276849475019707 * (x[1]**0.548881780671879) * (x[2]),4.719322229810828,{'errortest': 4.712426725009689},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [3], [], [], [], [1, 0], [0]]",4.608140475886597,3,Constant * (x[1]**Constant) * (x[2]),0.28150237017533986 * (x[1]**0.7010808413967327) * (x[2]),5.56529733803564,{'errortest': 5.122518645269552},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [2], [3, 3], [1, 2], [2], [1, 0], [0, 0]]",5.6546961542880325,4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.7526412309061221**0.8387179557195094) * (x[1]**0.5855949868789595) * (x[2]),5.3389083249271,{'errortest': 5.693793504995663},"[1, 1, 1, 0, 0, 1, 0]"
"[[0], [2], [3, 3], [1, 2], [2], [1, 0], [0, 0]]",7.849363800105168,4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.6052103801827217**0.36523443024165936) * (x[1]**0.5482261123325353) * (x[2]),7.881552711370897,{'errortest': 8.06493959107395},"[1, 1, 1, 0, 0, 1, 0]"
"[[0], [3], [], [], [], [1], []]",8.48467059481035,3,Constant * (x[1]**Constant) * (x[2]),0.7146580778864806 * (x[1]**0.5655481254734787) * (x[2]),8.531661149998762,{'errortest': 8.698943177026537},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [2], [3, 3], [1, 2], [2], [1, 0], [0, 0]]",9.454888138668133,4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.5199365754534694**0.8308230145932204) * (x[1]**0.6356202386272337) * (x[2]),8.323243339690347,{'errortest': 9.20056285277416},"[1, 1, 1, 0, 0, 1, 0]"
"[[0], [0], [3, 3], [0, 1], [2], [1, 1], [0]]",10.547329348939162,4,Constant*Constant * (x[1]**Constant) * (x[2]),0.855551607112099*0.275365539791967 * (x[1]**0.7541459243491688) * (x[2]),8.853053157975259,{'errortest': 10.119255065613459},"[1, 1, 2, 0, 1, 2, 0]"
"[[0], [3], [], [], [], [1], []]",11.375753536946554,3,Constant * (x[1]**Constant) * (x[2]),0.7003705701009288 * (x[1]**0.5576590070508207) * (x[2]),11.126666785385305,{'errortest': 11.491681058179063},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [3], [], [], [], [1], []]",12.269590768411199,3,Constant * (x[1]**Constant) * (x[2]),0.4268109694831035 * (x[1]**0.6180786733388373) * (x[2]),12.189071847158434,{'errortest': 12.428183712088856},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [3], [], [], [2], [1], [0]]",12.600015453479541,3,Constant * (x[1]**Constant) * (x[2]),0.3953235862763348 * (x[1]**0.6925212994754718) * (x[2]),10.8195128838589,{'errortest': 12.146942033797467},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [3], [], [], [2], [1, 0], []]",12.608733338938675,3,Constant * (x[1]**Constant) * (x[2]),0.30636900036558357 * (x[1]**0.6594951942662544) * (x[2]),12.664970866847463,{'errortest': 12.80347866831213},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [3], [], [], [2], [1], [0]]",15.21401026835665,3,Constant * (x[1]**Constant) * (x[2]),0.12037491459768523 * (x[1]**0.769669196407903) * (x[2]),15.43217363496896,{'errortest': 15.447214453262124},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [2], [0], [2, 0], [0, 0], [1, 0, 0], [0, 0]]",16.41110742550799,6,(Constant+x[0]+x[0]**Constant) * (x[1]**Constant) * (x[2]),(0.5992973907283999+x[0]+x[0]**0.9987985526865992) * (x[1]**0.4340750043891016) * (x[2]),15.926948563716174,{'errortest': 16.64878456135375},"[1, 1, 1, 2, 2, 3, 2]"
