genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,fitness_validation,other_info
"[[0], [3], [], [], [], [1, 0], [0]]",4.608140475886597,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.28150237017533986 * (x[1]**0.7010808413967327) * (x[2]),5.56529733803564,{'errortest': 5.122518645269552}
"[[0], [2], [3, 3], [1, 2], [2], [1, 0], [0, 0]]",5.6546961542880325,"[1, 1, 1, 0, 0, 1, 0]",4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.7526412309061221**0.8387179557195094) * (x[1]**0.5855949868789595) * (x[2]),5.3389083249271,{'errortest': 5.693793504995663}
"[[0], [3], [], [], [], [1], []]",8.48467059481035,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.7146580778864806 * (x[1]**0.5655481254734787) * (x[2]),8.531661149998762,{'errortest': 8.698943177026537}
"[[0], [3], [], [], [], [1], []]",11.375753536946554,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.7003705701009288 * (x[1]**0.5576590070508207) * (x[2]),11.126666785385305,{'errortest': 11.491681058179063}
"[[0], [0], [3, 0], [0, 1], [0, 3, 0, 0], [0, 1, 1, 0, 1], [0, 0]]",14.700447705333904,"[1, 1, 2, 2, 4, 5, 2]",6,x[0]+Constant/Constant+(x[0]+Constant) * (x[1]**Constant) * (x[2]),x[0]+0.8778974351990969/0.7599035469074223+(x[0]+0.4403673390842081) * (x[1]**0.5023291565469696) * (x[2]),14.280229108861157,{'errortest': 14.95049112859193}
"[[0], [0], [3, 3], [], [2], [1, 0], [0]]",18.830796416127892,"[1, 1, 2, 0, 1, 2, 1]",5,Constant*x[0] * (x[1]**Constant) * (x[2]),0.07172763826640627*x[0] * (x[1]**0.863820350676454) * (x[2]),18.68875553322661,{'errortest': 18.951887141880665}
"[[0], [0], [3, 0], [1, 2], [2, 3, 2], [1, 1, 1, 0], [0, 0]]",22.720406710529673,"[1, 1, 2, 2, 3, 4, 1]",6,Constant*(Constant/Constant)*x[0] * (x[1]**Constant) * (x[2]),0.3201883453519595*(0.9819916869383506/0.1953710072061935)*x[0] * (x[1]**0.43049619177736365) * (x[2]),21.278129682143536,{'errortest': 22.336407670161726}
"[[0], [1], [0, 1], [0, 0, 0, 2], [3, 3, 0, 3, 0, 2], [1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0]]",25.027119067584312,"[1, 1, 2, 4, 6, 7, 4]",6,(Constant/x[0]/Constant+x[0]/(x[0]+Constant*x[0])) * (x[1]**Constant) * (x[2]),(0.3466352527420937/x[0]/0.7080324128545582+x[0]/(x[0]+0.9366205644776868*x[0])) * (x[1]**0.43491306094366844) * (x[2]),23.310605085198358,{'errortest': 24.82695923919821}
"[[0], [2], [0], [2, 2], [2, 1], [1, 0, 0], [0]]",25.758685945357417,"[1, 1, 1, 2, 1, 2, 1]",6,(Constant*x[0]**Constant) * (x[1]**Constant) * (x[2]),(0.567723596337643*x[0]**0.5490338317006787) * (x[1]**0.532390908920896) * (x[2]),24.286917685775258,{'errortest': 25.43172497869719}
"[[0], [0], [1, 3], [2, 1], [2, 1, 0], [1, 0, 1, 1], [0]]",26.94356422506916,"[1, 1, 2, 2, 3, 4, 1]",6,(Constant*(x[0]-Constant))+Constant * (x[1]**Constant) * (x[2]),(0.6994768946808214*(x[0]-0.6255334303406327))+0.20148581571639868 * (x[1]**0.6445227203750139) * (x[2]),25.64175624091177,{'errortest': 26.75887481198627}
