genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,fitness_validation,other_info
"[[0], [1], [3, 0], [0, 3], [0, 2], [3, 0, 3, 2], [1, 1, 1, 1, 0], [0]]",2.2839885865304925,"[1, 1, 2, 2, 2, 4, 5, 1]",6,(Constant/Constant+Constant/Constant*x[0]),(0.5240709687989489/0.1329690382837998+0.3205728508155087/0.8135673207722943*x[0]),2.740469480425836,{'errortest': 2.6052559964889395}
"[[0], [2], [1], [3, 2], [1], [1, 0], [0, 0, 0], [1, 1, 1]]",2.334617944600895,"[1, 1, 1, 2, 1, 2, 3, 3]",7,((x[1]-((x[1]+x[1])**Constant))**Constant),((x[1]-((x[1]+x[1])**0.6592143766943203))**0.16498827775209723),2.9402645498531332,{'errortest': 2.70008389472763}
"[[0], [2], [0], [0, 1], [2, 1, 2, 1], [3, 2, 0, 1, 1], [0, 0, 0, 0, 1, 1], [1, 1, 1, 1]]",2.742185229932578,"[1, 1, 1, 2, 4, 5, 6, 4]",7,(x[1]/(x[1]*x[1])+(x[1]-(Constant-Constant))**Constant),(x[1]/(x[1]*x[1])+(x[1]-(0.20537077402773884-0.5923002158010001))**0.1125082266933688),3.403505544542187,{'errortest': 3.1228112926098435}
"[[0], [2], [2], [3], [], [], [0], [1]]",2.860948256600371,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[1]**Constant)**Constant),((x[1]**0.21635120389763562)**0.9856497178162779),3.1126972572393754,{'errortest': 3.0589000884186297}
"[[0], [1], [0, 0], [1, 2, 3, 2], [0, 0, 0, 2], [1, 0, 2, 3, 3, 3, 0], [0, 0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 0, 1, 1]]",3.1507310469766447,"[1, 1, 2, 4, 4, 7, 8, 5]",7,((x[0]-x[0]+x[0]*Constant)/(x[0]/x[1]**Constant)/Constant+(Constant**Constant)),((x[0]-x[0]+x[0]*0.43135797634923956)/(x[0]/x[1]**0.07846304822695327)/0.8798930579636368+(0.6992795985096639**0.36090672319750117)),3.7902138101321765,{'errortest': 3.5146768165704017}
"[[0], [2], [1], [1, 3], [0, 0], [3, 0, 1, 3], [1, 1, 1, 1, 1], []]",3.1771780934860776,"[1, 1, 1, 2, 2, 4, 5, 0]",6,(((Constant/Constant+Constant-Constant)/Constant)**Constant),(((0.48523705038377085/0.21675765687489024+0.6376523755092102-0.49079014529499754)/0.6326744240082027)**0.4212166989313906),3.80656252048948,{'errortest': 3.5382365526947495}
"[[0], [0], [3, 1], [2, 2], [0, 2, 1], [2, 2, 0, 1, 1], [1, 1, 0, 0, 0, 1], [1, 0, 0]]",3.435986099925539,"[1, 1, 2, 2, 2, 3, 4, 2]",7,Constant*((Constant*x[1]**Constant)+(x[0]**Constant)),0.2831502597524834*((0.08659142104568407*x[1]**0.49290567952599196)+(x[0]**0.8055381328860246)),4.139352547479733,{'errortest': 3.808226102271405}
"[[0], [0], [3, 1], [1, 3], [0, 2], [0, 2, 0, 2], [0, 0, 1, 1, 0], [0, 0, 0]]",3.5440675869447853,"[1, 1, 2, 2, 2, 4, 5, 3]",7,x[0]+((x[0]*Constant+Constant)*x[0]),x[0]+((x[0]*0.013067328865677186+0.7497960347677977)*x[0]),4.19089578059383,{'errortest': 3.91748112266885}
"[[0], [2], [2], [3], [], [], [0], [1]]",3.7395241375726442,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[1]**Constant)**Constant),((x[1]**0.003811082491629092)**0.8225679647524154),4.35943317749306,{'errortest': 4.082640293947999}
"[[0], [3], [2], [], [], [], [1], []]",3.7698436806653564,"[1, 1, 0, 0, 0, 0, 1, 0]",3,Constant,0.9878559461113963,4.388630168539513,{'errortest': 4.111943643353226}
"[[0], [3], [1], [1, 3], [0, 0], [3, 0, 1, 3], [1], []]",3.7765896433853015,"[1, 1, 0, 0, 0, 0, 1, 0]",3,Constant,0.9796167487228755,4.395230397475069,{'errortest': 4.118486327545104}
"[[0], [2], [2], [3], [], [], [1], []]",3.7773709970486853,"[1, 1, 1, 1, 0, 0, 1, 0]",5,((Constant**Constant)**Constant),((0.30516369877006033**0.04134038003422025)**0.43956096740774386),4.395994854469034,{'errortest': 4.1192441585261825}
"[[0], [2], [2], [3], [], [], [1], []]",3.8234519387362864,"[1, 1, 1, 1, 0, 0, 1, 0]",5,((Constant**Constant)**Constant),((0.8374771367234101**0.5412097817526857)**0.8395068861864611),4.4410734779018455,{'errortest': 4.163946007872289}
"[[0], [2], [3], [], [], [], [0], [0]]",3.8276387718093234,"[1, 1, 1, 0, 0, 0, 1, 1]",5,(x[0]**Constant),(x[0]**0.29227027176213816),4.452445652001893,{'errortest': 4.174420755016241}
"[[0], [2], [3], [], [], [], [0], [0]]",3.8425487012587616,"[1, 1, 1, 0, 0, 0, 1, 1]",5,(x[0]**Constant),(x[0]**0.3658733520630413),4.4685810450774275,{'errortest': 4.19020111826584}
"[[0], [3], [], [], [], [], [1], []]",3.8933353713897474,"[1, 1, 0, 0, 0, 0, 1, 0]",3,Constant,0.8381245592438195,4.5094181837147245,{'errortest': 4.2317690242854615}
"[[0], [3], [], [], [], [], [1], []]",3.8985316824882834,"[1, 1, 0, 0, 0, 0, 1, 0]",3,Constant,0.8318726224849003,4.5144993292427875,{'errortest': 4.236813636913971}
"[[0], [2], [0], [0, 3], [2, 0], [2, 2, 0], [1, 1, 0, 1], [0]]",3.9076031640957463,"[1, 1, 1, 2, 2, 3, 4, 1]",7,(Constant*Constant*x[0]+Constant**Constant),(0.9081690773781332*0.837728934788701*x[0]+0.0947078814665484**0.6308797729434993),4.537999561778099,{'errortest': 4.257684335855428}
"[[0], [3], [], [], [], [], [1], []]",3.912891908252267,"[1, 1, 0, 0, 0, 0, 1, 0]",3,Constant,0.8146144174392732,4.5285408226143815,{'errortest': 4.250755728277504}
"[[0], [2], [2], [3], [], [], [1, 1, 0, 0], [0, 0]]",3.9518788329769943,"[1, 1, 1, 1, 0, 0, 1, 0]",5,((Constant**Constant)**Constant),((0.2509770759198492**0.2394297568641327)**0.797907681495893),4.566659279767114,{'errortest': 4.2886155470795}
"[[0], [3], [], [], [], [], [1], []]",3.955818881888418,"[1, 1, 0, 0, 0, 0, 1, 0]",3,Constant,0.7631895844207496,4.570511331123308,{'errortest': 4.292442349540929}
"[[0], [2], [0], [2, 1], [2, 0, 2], [2, 2, 0], [1, 1, 0, 1], [0, 0]]",3.969692750174528,"[1, 1, 1, 2, 3, 3, 4, 1]",7,((Constant**Constant)*(Constant*x[0]+Constant)**Constant),((0.7180618000572021**0.3610486924119847)*(0.6991962178494765*x[0]+0.14032431440189752)**0.4445199787038323),4.591137043600987,{'errortest': 4.311784790868773}
"[[0], [2], [3, 1], [1, 3], [0, 2], [3, 0, 1, 3], [1, 1, 1, 1, 1], []]",4.032296962396569,"[1, 1, 1, 0, 0, 0, 1, 0]",4,(Constant**Constant),(0.5591592648296824**0.68338310409192),4.645274770228798,{'errortest': 4.366746313706883}
"[[0], [3], [3, 1], [], [0, 2], [], [1], [0, 0, 0]]",4.074086309959119,"[1, 1, 0, 0, 0, 0, 1, 0]",3,Constant,0.6227116572568551,4.686123255291767,{'errortest': 4.407367010217578}
"[[0], [3], [], [0, 1], [], [], [1], [1, 0, 0, 0]]",4.138218402555812,"[1, 1, 0, 0, 0, 0, 1, 0]",3,Constant,0.5472171130038149,4.748808503758933,{'errortest': 4.469732154787595}
