   0	1.427237e+01	7.004184e+05	2.551356e+06
   1	1.427237e+01	2.010670e+05	1.399879e+06
   2	5.237529e+00	4.003368e+05	1.959523e+06
   3	5.237529e+00	4.006402e+05	1.959462e+06
   4	5.237529e+00	2.003996e+05	1.399943e+06
   5	5.237529e+00	2.003827e+05	1.399946e+06
   6	5.237529e+00	3.004133e+05	1.705800e+06
   7	4.997081e+00	5.003860e+05	2.179361e+06
   8	4.929159e+00	4.533775e+02	1.308849e+03
   9	4.929159e+00	3.013032e+05	1.705673e+06
  10	4.929159e+00	4.002957e+05	1.959531e+06
  11	4.929159e+00	5.023192e+02	1.588504e+03
  12	4.929159e+00	2.007167e+05	1.399902e+06
  13	4.929159e+00	4.090414e+02	9.573874e+02
  14	4.929159e+00	1.008395e+05	9.949175e+05
  15	4.929159e+00	2.004047e+05	1.399943e+06
  16	4.929159e+00	2.013204e+05	1.399849e+06
  17	4.929159e+00	3.906003e+02	7.649528e+02
  18	4.929159e+00	2.003130e+05	1.399956e+06
  19	4.929159e+00	5.279704e+02	2.772793e+03
  20	4.929159e+00	5.285928e+02	2.274058e+03
  21	4.929159e+00	7.461890e+02	3.883635e+03
  22	4.929159e+00	4.337884e+02	1.158279e+03
  23	4.929159e+00	1.865077e+02	4.341550e+02
  24	4.929159e+00	1.005141e+05	9.949391e+05
  25	4.929159e+00	2.343000e+02	5.325393e+02
  26	4.929159e+00	3.362165e+02	7.373313e+02
  27	4.929159e+00	2.003230e+05	1.399954e+06
  28	4.929159e+00	2.001702e+05	1.399976e+06
  29	4.929159e+00	1.719111e+03	1.398205e+04
  30	4.929159e+00	5.615018e+02	1.480045e+03
  31	4.929159e+00	2.003476e+05	1.399951e+06
  32	4.929159e+00	1.002317e+05	9.949642e+05
  33	4.929159e+00	2.216412e+02	4.411965e+02
  34	4.929159e+00	3.273098e+02	6.593880e+02
  35	4.929159e+00	1.003189e+05	9.949556e+05
  36	4.929159e+00	2.954765e+02	6.259690e+02
  37	4.929159e+00	2.006150e+05	1.399917e+06
  38	4.929159e+00	9.312963e+02	7.236856e+03
  39	4.929159e+00	6.828948e+02	3.547283e+03
  40	4.929159e+00	2.215552e+02	5.250708e+02
  41	4.929159e+00	4.671985e+02	1.692544e+03
  42	4.929159e+00	1.026407e+05	9.948466e+05
  43	4.929159e+00	2.447188e+02	6.105328e+02
  44	4.929159e+00	8.590951e+02	5.440099e+03
  45	4.929159e+00	2.002907e+05	1.399959e+06
  46	4.929159e+00	2.003224e+05	1.399954e+06
  47	4.929159e+00	2.552384e+02	5.946871e+02
  48	4.865081e+00	3.387189e+02	1.534449e+03
  49	4.865081e+00	1.002512e+05	9.949623e+05
  50	4.865081e+00	1.007342e+05	9.949241e+05
