genotype,fitness,tree_depth,original_phenotype,phenotype,fitness_validation,other_info,mapping_values
"[[0], [0], [1, 2], [0, 2, 2], [0, 0, 0], [1, 0, 0, 0], [0, 0, 0]]",14.272367601761816,6,(Constant+x[0]+x[0])+(x[0]**Constant) * (x[1]**Constant) * (x[2]),(0.8194814414149943+x[0]+x[0])+(x[0]**0.4679083677073953) * (x[1]**0.5402825723352312) * (x[2]),15.15023084030323,{'errortest': 15.177969690244664},"[1, 1, 2, 3, 3, 4, 3]"
"[[0], [1], [2, 0], [2, 2, 1], [0, 3, 1], [1, 1, 1, 1], []]",15.871753625232634,5,((Constant**Constant)+Constant/(Constant-Constant)) * (x[1]**Constant) * (x[2]),((0.279581493611764**0.6351231569010279)+0.7504116677271391/(0.7845550558452073-0.2360901107547172)) * (x[1]**0.5020144448715431) * (x[2]),15.33101849036097,{'errortest': 15.615484528280636},"[1, 1, 2, 3, 3, 4, 0]"
"[[0], [2], [0], [1, 1], [1, 0, 2], [1, 1, 0, 0], [0, 0]]",16.91284635432984,6,((Constant-Constant)+(x[0]*x[0])**Constant) * (x[1]**Constant) * (x[2]),((0.7990471130579387-0.3998276217230028)+(x[0]*x[0])**0.42470513375454344) * (x[1]**0.5139019213957445) * (x[2]),17.696695595921373,{'errortest': 17.571548681543536},"[1, 1, 1, 2, 3, 4, 2]"
"[[0], [1], [3, 2], [2], [1], [1, 1], []]",18.297736787114783,5,(Constant-(Constant**Constant)) * (x[1]**Constant) * (x[2]),(0.7287429909237909-(0.15792482090632876**0.25151632178323846)) * (x[1]**0.7862773226804672) * (x[2]),19.726901093658956,{'errortest': 18.894407312151127},"[1, 1, 2, 1, 1, 2, 0]"
"[[0], [0], [1, 2], [2, 2, 2], [0, 0, 0], [1, 0, 0, 0], [0, 0, 0]]",18.71939334534566,6,(Constant+x[0])+(x[0]**Constant) * (x[1]**Constant) * (x[2]),(0.5836560901288232+x[0])+(x[0]**0.16211972937933494) * (x[1]**0.5737655307284845) * (x[2]),18.92149049826383,{'errortest': 18.47497983967802},"[1, 1, 2, 3, 2, 3, 2]"
"[[0], [2], [3], [], [], [0], [0]]",21.92185477532623,5,(x[0]**Constant) * (x[1]**Constant) * (x[2]),(x[0]**0.28015312569374173) * (x[1]**0.5078141317939335) * (x[2]),23.45976576566987,{'errortest': 22.811734022725993},"[1, 1, 1, 0, 0, 1, 1]"
"[[0], [1], [2, 3], [0], [3, 2], [1, 0, 1], [0]]",22.905138088945034,6,((Constant/x[0]**Constant)*Constant) * (x[1]**Constant) * (x[2]),((0.4304745543038231/x[0]**0.9170566550005139)*0.5585901268679846) * (x[1]**0.6712149489415303) * (x[2]),25.144626314826596,{'errortest': 22.684604835637135},"[1, 1, 2, 1, 2, 3, 1]"
"[[0], [2], [1, 0], [1, 1, 0], [0, 3, 2, 3, 1], [0, 1, 0, 1, 1, 1], [0, 0]]",23.212157862424064,6,(((x[0]+Constant)/(x[0]*Constant))**Constant) * (x[1]**Constant) * (x[2]),(((x[0]+0.980570678094944)/(x[0]*0.557577725172288))**0.4003335016063735) * (x[1]**0.4385564911797256) * (x[2]),25.4162549446287,{'errortest': 23.72433629243453},"[1, 1, 1, 2, 3, 4, 2]"
"[[0], [2], [2], [0], [3], [0, 1], [0]]",23.583749883971844,6,((x[0]/Constant**Constant)**Constant) * (x[1]**Constant) * (x[2]),((x[0]/0.7681404198500642**0.6676895272610697)**0.8688795904248815) * (x[1]**0.5420936702731837) * (x[2]),24.524769971572294,{'errortest': 24.05866365948002},"[1, 1, 1, 1, 1, 2, 1]"
"[[0], [2], [2, 3], [1], [0], [0, 0], [0, 0]]",24.1894373347644,6,(((x[0]+x[0])**Constant)**Constant) * (x[1]**Constant) * (x[2]),(((x[0]+x[0])**0.3098944840674668)**0.3332412436140645) * (x[1]**0.5766035313097206) * (x[2]),24.23828685773388,{'errortest': 23.784233973686504},"[1, 1, 1, 1, 1, 2, 2]"
