genotype,fitness,tree_depth,original_phenotype,phenotype,fitness_validation,other_info,mapping_values
"[[0], [0], [0, 0], [3, 2, 0, 2], [1, 1, 1, 0], [2, 3, 3, 2, 0, 0, 2, 0], [1, 0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0]]",1.1314874228673863,7,Constant*((x[0]/x[0])**Constant)/(x[0]*x[0])+(Constant+Constant)*(Constant+x[0]**Constant),0.8453516426111429*((x[0]/x[0])**0.2391675840293077)/(x[0]*x[0])+(0.4691936200101682+0.828028365552656)*(0.5216272247165279+x[0]**0.37876273195312526),1.2426053868571267,{'errortest': 1.3401163573209682},"[1, 1, 2, 4, 4, 8, 9, 5]"
"[[0], [2], [0, 0], [2, 2], [2, 0], [3, 3, 3, 2, 0, 0, 2, 0], [1, 0, 0, 0, 0, 1, 1, 1, 0], [0, 1]]",1.4711675140091567,7,((Constant**Constant)/(x[0]/x[1]**Constant)**Constant),((0.20678404294668495**0.6904875627829492)/(x[0]/x[1]**0.31284980333544465)**0.9820771013170855),1.4147606775131074,{'errortest': 1.5196434993001238},"[1, 1, 1, 2, 2, 2, 3, 2]"
"[[0], [0], [0, 0], [3, 2, 0, 2], [1, 1, 1, 0], [2, 3, 3, 2, 0, 0, 2, 0], [1, 1, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0]]",1.6487704111809138,7,Constant*((Constant/x[0])**Constant)/(x[0]*x[0])+(Constant+Constant)*(Constant+x[0]**Constant),0.8355182711796458*((0.9065948023094295/x[0])**0.42133794097334987)/(x[0]*x[0])+(0.2689517538105616+0.4455560200912818)*(0.3728417420379966+x[0]**0.6455636646634176),1.7340050934825604,{'errortest': 1.8173018212081886},"[1, 1, 2, 4, 4, 8, 9, 4]"
"[[0], [2], [3, 3], [], [], [0], [0], [1]]",1.8317866400500273,5,(x[1]**Constant),(x[1]**0.15980549044630188),1.922845219482274,{'errortest': 2.0537832341684625},"[1, 1, 1, 0, 0, 0, 1, 1]"
"[[0], [2], [2, 3], [3], [2, 2, 2], [3, 0, 1, 0], [0], [1]]",1.83654053769706,6,((x[1]**Constant)**Constant),((x[1]**0.2801541789974127)**0.5798881891248178),1.9307306242940916,{'errortest': 2.0545704708889567},"[1, 1, 1, 1, 0, 0, 1, 1]"
"[[0], [2], [0], [2, 0], [2, 2, 2], [2, 3], [0, 1, 1], [1]]",1.8421919049427091,7,((x[1]**Constant)*Constant/Constant**Constant),((x[1]**0.17350475929701192)*0.4348832106242674/0.48442811670396646**0.9438864989060258),1.9257194591049263,{'errortest': 2.0687696872428933},"[1, 1, 1, 2, 3, 2, 3, 1]"
"[[0], [2], [2], [3], [], [0, 1, 3, 0, 2, 0], [0, 1, 1, 1, 0, 0, 0], [1]]",1.8463761650183088,6,((x[1]**Constant)**Constant),((x[1]**0.3973265520822141)**0.4163367443663094),1.944014259024698,{'errortest': 2.0594215627612438},"[1, 1, 1, 1, 0, 0, 1, 1]"
"[[0], [2], [2], [2, 0], [2, 2, 2], [2, 3], [0, 0], [1, 0]]",1.8619350976309057,7,(((x[1]**Constant)**Constant)**Constant),(((x[1]**0.7073074374941027)**0.7098390406095982)**0.3356093413040694),1.9630735907296448,{'errortest': 2.0691923964617693},"[1, 1, 1, 1, 1, 0, 1, 1]"
"[[0], [2], [0], [3, 0], [1, 0, 2, 2], [0, 1, 3, 2], [1, 1, 1, 1, 0], [1, 1]]",1.8709670953887587,7,(Constant+(Constant-Constant)/Constant*x[1]**Constant),(0.9562177502012142+(0.5338156176788744-0.2560876511618575)/0.4213878926850825*x[1]**0.14832191706123365),1.945452027248821,{'errortest': 2.110134823278168},"[1, 1, 1, 2, 2, 4, 5, 1]"
"[[0], [2], [2], [1], [0, 2], [0, 1, 3], [0, 1, 1, 1], [1]]",1.9287300795579074,7,(((x[1]+Constant-Constant)**Constant)**Constant),(((x[1]+0.9004701088764402-0.8279760193019503)**0.22486855718285426)**0.6018543497775365),1.99196885533962,{'errortest': 2.1677600784837816},"[1, 1, 1, 1, 2, 2, 3, 1]"
"[[0], [0], [1, 0], [3, 2, 0, 2], [1, 1, 1, 0], [2, 3, 3, 2, 0, 0, 2, 0], [1, 0, 0, 0, 0, 1, 1, 1, 0], [0, 1, 0, 0, 0]]",2.0861449842583757,7,(Constant*((x[0]/x[1])**Constant))/(x[0]*x[0])+(Constant+Constant)*(Constant+x[0]**Constant),(0.003597103683090519*((x[0]/x[1])**0.03585700733821495))/(x[0]*x[0])+(0.6375434337705435+0.788218215617723)*(0.8894585748428446+x[0]**0.1708127413182251),2.1470106857894518,{'errortest': 2.3269416437084236},"[1, 1, 2, 4, 4, 8, 9, 5]"
"[[0], [2], [2], [3], [], [0, 1, 3], [0, 1, 1, 1], [1]]",2.1404793199302112,6,((x[1]**Constant)**Constant),((x[1]**0.42974182416412376)**0.2635452455796341),2.1847560431794815,{'errortest': 2.376309731006754},"[1, 1, 1, 1, 0, 0, 1, 1]"
"[[0], [2], [2], [1], [2, 2], [0, 1, 3], [0, 1, 1], [1]]",2.301691538786462,7,(((x[1]+Constant)**Constant)**Constant),(((x[1]+0.1369537762531905)**0.36938943568053617)**0.2669761276774253),2.336982762873002,{'errortest': 2.5321274226873864},"[1, 1, 1, 1, 2, 1, 2, 1]"
"[[0], [2], [2], [3, 0], [2, 1, 2], [2, 0], [0, 0], [1]]",2.7340590372608866,6,((x[1]**Constant)**Constant),((x[1]**0.8056270362170029)**0.07196343993050247),2.7541537592020195,{'errortest': 2.948976727193894},"[1, 1, 1, 1, 0, 0, 1, 1]"
