genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,fitness_validation,other_info
"[[0], [2], [0], [0, 2], [2, 2, 1], [2, 0, 0], [1, 0, 0, 1, 0], [0, 0]]",0.5867720621979163,"[1, 1, 1, 2, 3, 3, 4, 2]",7,(Constant*x[0]+((x[0]+Constant)**Constant)**Constant),(0.9297498085841215*x[0]+((x[0]+0.798161449949159)**0.572716511833029)**0.3116205143326455),0.6218646007793317,{'errortest': 0.6319504478960636}
"[[0], [2], [0], [0, 2], [2, 0, 1], [3, 0, 0, 0], [1, 0, 0, 1, 0], [1, 0, 0]]",0.5975064715439568,"[1, 1, 1, 2, 3, 4, 5, 3]",7,(Constant/x[1]+x[0]+((Constant+x[0])**Constant)**Constant),(0.13712246689404206/x[1]+x[0]+((0.6381192525153795+x[0])**0.35502732291370087)**0.3240486586894673),0.6310716884119707,{'errortest': 0.6418861219056542}
"[[0], [0], [3, 1], [2, 1], [0, 1, 0], [2, 3, 0, 2, 3, 3], [1, 0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 1]]",0.834722059679032,"[1, 1, 2, 2, 3, 6, 7, 5]",7,Constant*((x[0]/x[0]**Constant)+((x[1]*x[0])/x[1]/Constant)),0.9224186128466677*((x[0]/x[0]**0.11245274986807396)+((x[1]*x[0])/x[1]/0.9748090176568853)),0.8893714133501904,{'errortest': 0.891399319539978}
"[[0], [2], [1], [2, 2], [2, 0], [2, 0], [1, 0, 0], [0, 0]]",0.8533320589638173,"[1, 1, 1, 2, 2, 2, 3, 2]",7,(((Constant**Constant)*(x[0]+x[0]**Constant))**Constant),(((0.6803330432855479**0.9713910253382481)*(x[0]+x[0]**0.23144799267102056))**0.8096235873407787),0.9206063982937653,{'errortest': 0.9073941747239506}
"[[0], [2], [1], [2, 2], [2, 0], [2, 0], [1, 0, 0], [0, 0]]",0.9359871384544205,"[1, 1, 1, 2, 2, 2, 3, 2]",7,(((Constant**Constant)*(x[0]+x[0]**Constant))**Constant),(((0.1296878387586643**0.2553846260437873)*(x[0]+x[0]**0.08109843110085835))**0.9598468624249827),1.003100190128674,{'errortest': 0.9884404461823102}
"[[0], [2], [2], [2], [2], [], [1], []]",1.0003303790611868,"[1, 1, 1, 1, 1, 0, 1, 0]",6,(((Constant**Constant)**Constant)**Constant),(((0.7587042649089506**0.7648784624383368)**0.08580034179515117)**0.5714505632722281),1.0601619783880276,{'errortest': 1.0451149230658865}
"[[0], [2], [2], [3], [], [], [1], []]",1.0066851931231384,"[1, 1, 1, 1, 0, 0, 1, 0]",5,((Constant**Constant)**Constant),((0.928809307066517**0.6465311861387285)**0.3573024361313061),1.066494994487424,{'errortest': 1.0514216963431375}
"[[0], [2], [1], [3, 3], [], [2, 0], [1, 0, 0], [0, 0]]",1.0076452374405176,"[1, 1, 1, 2, 0, 1, 2, 1]",6,((Constant*x[0])**Constant),((0.6039449402124608*x[0])**0.0246421594051206),1.0678359618985056,{'errortest': 1.0527384019383252}
"[[0], [2], [2], [3], [], [], [0], [0]]",1.0100066864570103,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[0]**Constant)**Constant),((x[0]**0.7033882939093079)**0.12769371024589904),1.0711842041775081,{'errortest': 1.05602783759736}
"[[0], [0], [2, 0], [2, 0, 1], [2, 1, 2, 0, 0], [1, 1, 2, 2, 1, 1, 0, 1], [0, 1, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0]]",1.0206166883409757,"[1, 1, 2, 3, 5, 7, 8, 4]",7,((x[0]**Constant)**Constant)-(Constant-Constant)*Constant*(Constant-x[0]-x[0]+x[0]),((x[0]**0.49939315000993845)**0.7502979521121024)-(0.6028329360965937-0.3192111245079641)*0.2682184857103841*(0.1428424201969295-x[0]-x[0]+x[0]),1.08633454617764,{'errortest': 1.0709676139623372}
