K,Rem,cdrag
1.2,2469.222453006508,1.677170154122199
1.2,2469.222453006508,1.6801556832293278
1.2,2335.642479553295,1.785446147562932
1.2,2211.7469654420333,1.7354802009645465
1.2,2127.250946086024,1.6900891494820576
1.2,2079.126670176601,1.722582260603636
1.2,2068.4168364808124,1.7361343642583908
1.2,2013.109991445702,1.7789028098151032
1.2,1934.003894353343,1.685854951725487
1.2,1958.0312975532847,1.701584596379792
1.2,2469.1279595881124,1.677202964203402
1.2,2469.1279595881124,1.680209438137859
1.2,2335.500960159296,1.7855233711782363
1.2,2211.5706346676006,1.7355716301479718
1.2,2127.0474340524643,1.6901943943159423
1.2,2078.894612171164,1.7227095768527083
1.2,2068.139803816575,1.736283456464642
1.2,2012.7954316085893,1.7790815658624206
1.2,1933.6585271283757,1.686044329320471
1.2,1957.6379359263128,1.701794998140361
1.2,2468.9704776332665,1.6772566121835588
1.2,2468.9704776332665,1.6802899622020788
1.2,2335.2849714305653,1.7856427730591515
1.2,2211.2955833760107,1.7357235298757938
1.2,2126.7082854252167,1.6903777619573823
1.2,2078.490222726945,1.722924276338768
1.2,2067.671560985082,1.736535210060648
1.2,2012.2627044959752,1.779381994894581
1.2,1933.078925641688,1.6863569646418302
1.2,1956.9887292745784,1.7021490848440828
1.2,2468.7421445079112,1.6773348759590965
1.2,2468.7421445079112,1.6804070714194712
1.2,2334.972191348605,1.785814550174752
1.2,2210.9006906038585,1.735936310669849
1.2,2126.2335573304613,1.6906303350375336
1.2,2077.933471918011,1.7232268853316572
1.2,2067.012222334582,1.736884207170123
1.2,2011.5247937459344,1.7797976334770995
1.2,1932.2776011223089,1.68679606593037
1.2,1956.0776627828816,1.702643032130455
1.2,2468.458722355868,1.6774317736274007
1.2,2468.458722355868,1.6805547810219748
1.2,2334.5775453114693,1.786032355503719
1.2,2210.400112236607,1.736210018160332
1.2,2125.623329711176,1.6909612357250576
1.2,2077.204591990893,1.7236174979600305
1.2,2066.1619488223146,1.7373367743799395
1.2,2010.5690722735112,1.7803381836486936
1.2,1931.236316301733,1.6873648457406054
1.2,1954.8988228375651,1.7032831652099836
1.2,2468.1123564064146,1.6775510867056604
1.2,2468.1123564064146,1.6807399185739005
1.2,2334.086181392975,1.7863000284843422
1.2,2209.7868635003606,1.736545089250681
1.2,2124.877705293487,1.6913615800540225
1.2,2076.323610403414,1.724093615379868
1.2,2065.1275350782803,1.737893771512762
1.2,2009.3958134317868,1.7810004599316316
1.2,1929.961569142365,1.6880575903920056
1.2,1953.46509879846,1.704059709302323
1.2,2467.695199684119,1.6776934837603354
1.2,2467.695199684119,1.6809510806227763
1.2,2333.5204811630406,1.786615772130631
1.2,2209.0610269714543,1.7369435643481284
1.2,2123.990034667825,1.6918372489028026
1.2,2075.277458042025,1.7246570831922217
1.2,2063.902640900801,1.7385471023748174
1.2,2008.018164002132,1.781782233400475
1.2,1928.4599189201845,1.6888774506416864
1.2,1951.770757676495,1.704978958695681
1.2,2467.2230216930216,1.677855323333616
1.2,2467.2230216930216,1.6811997216917014
1.2,2332.85816981597,1.786981483634223
1.2,2208.2227003475123,1.7373973535817877
1.2,2122.980790614341,1.6923825839903326
1.2,2074.079587504088,1.7253063722237467
1.2,2062.4941445488125,1.7392990758070284
1.2,2006.4364942380512,1.7826799398860755
1.2,1926.7379794617648,1.6898249717431924
1.2,1949.8163967067503,1.7060476408297038
1.2,2466.6879827694816,1.6780388354057243
1.2,2466.6879827694816,1.6814790608962251
1.2,2332.1141971144016,1.7873934174299546
1.2,2207.2790373421485,1.7379154863727635
1.2,2121.8298192843404,1.693003686681598
1.2,2072.7170050265604,1.7260443054822403
1.2,2060.895801803279,1.7401585970161366
1.2,2004.6320399960243,1.783703733916475
1.2,1924.7778448940944,1.6908974970508497
1.2,1947.608919075013,1.7072519798692456
1.2,2466.082253149323,1.6782470335464197
1.2,2466.082253149323,1.6817951414684245
1.2,2331.2737591804826,1.7878548356766182
1.2,2206.223118920175,1.738494971020787
1.2,2120.5440888849234,1.6936976942809068
1.2,2071.196604834306,1.7268680231768507
1.2,2059.114571756408,1.7411166391795243
1.2,2002.624502491831,1.7848476528552717
1.2,1922.592427081848,1.6920985331368237
1.2,1945.1428740447489,1.7086017225908174
1.2,2465.42160647758,1.6784739406335158
1.2,2465.42160647758,1.6821450012365955
1.2,2330.3443815672435,1.7883722131694628
1.2,2205.041017625655,1.7391390433448015
1.2,2119.1170540121293,1.6944678187816953
1.2,2069.5120893093517,1.7277808676799842
1.2,2057.1443074559083,1.7421735333071502
1.2,2000.4144194292408,1.786108953065286
1.2,1920.1885313247697,1.6934286257934266
1.2,1942.4191272231728,1.710100608740123
1.2,2464.6903578651577,1.678724793095087
1.2,2464.6903578651577,1.682524868867006
1.2,2329.3335888416914,1.7889322360371218
1.2,2203.7610362197247,1.739841242967544
1.2,2117.5624796241345,1.6953081084823685
1.2,2067.6770081065283,1.7287795665722714
1.2,2054.992045833121,1.7433383237044089
1.2,1997.9832489927992,1.7875011804245744
1.2,1917.542393571843,1.6948883223667472
1.2,1939.4386329934769,1.711741145520744
1.2,2463.9042819087745,1.6789951734077608
1.2,2463.9042819087745,1.6829394157330506
1.2,2328.2340465400566,1.7895426228167
1.2,2202.3692705650205,1.740605587900831
1.2,2115.873860997613,1.6962280652160815
1.2,2065.671935755769,1.7298746481309886
1.2,2052.638633885633,1.7446097159863272
1.2,1995.338071853442,1.7890180567426777
1.2,1914.667123676378,1.6964845010560945
1.2,1936.1900672369388,1.7135345122717005
1.2,2463.0477102786263,1.6792895456462642
1.2,2463.0477102786263,1.6833840668781055
1.2,2327.053289866343,1.790199043777691
1.2,2200.872930252769,1.7414314852360515
1.2,2114.051480772329,1.6972186438588497
1.2,2063.517068373127,1.731050030397513
1.2,2050.1174060673875,1.7459773813094464
1.2,1992.498724303974,1.790654233716085
1.2,1911.575840653584,1.6982025418826432
1.2,1932.705485173556,1.7154681417794395
1.2,2462.1285623977465,1.679605715278699
1.2,2462.1285623977465,1.6838657092300724
1.2,2325.776585863247,1.790908634301736
1.2,2199.2581662430907,1.742319492607249
1.2,2112.095643643367,1.6982832259209728
1.2,2061.20623914118,1.7323158365839753
1.2,2047.409295478956,1.747448758250843
1.2,1989.4532304973925,1.7924133483333808
1.2,1908.2633725271776,1.7000554775666712
1.2,1928.96136030026,1.7175512646555997
1.2,2461.1547519245228,1.6799414856945647
1.2,2461.1547519245228,1.6843791906261345
1.2,2324.41890782715,1.7916657216859266
1.2,2197.5392354808405,1.7432701821333931
1.2,2110.00667623422,1.6994221773193914
1.2,2058.7399102535114,1.7336729288472594
1.2,2044.5149554827035,1.7490282217730195
1.2,1986.1960800724191,1.79429588223007
1.2,1904.730734635436,1.702038105387682
1.2,1924.971328143791,1.719783965661411
1.2,2460.110637952582,1.6803013325941636
1.2,2460.110637952582,1.684928986553429
1.2,2322.965554681206,1.7924756219215736
1.2,2195.702336357445,1.7442830009439845
1.2,2107.78492696097,1.7006386732817256
1.2,2056.112008160178,1.7351176916933824
1.2,2041.4416039766445,1.75070865792292
1.2,1982.7408607529696,1.7963062982437192
1.2,1900.972931891284,1.7041512027900614
1.2,1920.7367375740528,1.7221662009163448
1.2,2459.0041452115856,1.680683064269245
1.2,2459.0041452115856,1.6855099458980942
1.2,2321.4315020020986,1.7933326686684676
1.2,2193.761735751301,1.7453585487169974
1.2,2105.430765887679,1.7019300743155985
1.2,2053.3296371286124,1.7366541555595545
1.2,2038.183442183316,1.7524976723086
1.2,1979.0758364553717,1.7984452067954002
1.2,1896.991141907558,1.7064019518878843
1.2,1916.2467608808888,1.7246981911417472
1.2,2457.835347886112,1.68108671368271
1.2,2457.835347886112,1.6861251589240065
1.2,2319.8094866106253,1.7942402205367187
1.2,2191.7106789690006,1.746500197431596
1.2,2102.9378686467494,1.7032967191071275
1.2,2050.3933509268245,1.7382796774366598
1.2,2034.7477538747592,1.7543927691298773
1.2,1975.2083491869107,1.800710251805166
1.2,1892.7926617199796,1.7087883331289628
1.2,1911.5090964165584,1.7273874619375549
1.2,2456.6043242901146,1.6815123157149947
1.2,2456.6043242901146,1.6867747056734612
1.2,2318.099671100209,1.7951984354206407
1.2,2189.5494393547574,1.7477019244889502
1.2,2100.3200872946,1.7047420364083006
1.2,2047.2971914028496,1.7399978958351632
1.2,2031.1288406218885,1.756391466488144
1.2,1971.145751456432,1.8031056247400976
1.2,1888.3727245357595,1.711311462050666
1.2,1906.5253707867123,1.730226004626706
1.2,2455.3033212976447,1.68196213761472
1.2,2455.3033212976447,1.6874578595829774
1.2,2316.302226703302,1.796206862470616
1.2,2187.2783045724,1.748969891987537
1.2,2097.564432087734,1.706266333939075
1.2,2044.0417983393456,1.7418151844900505
1.2,2027.314603732746,1.7585096718904834
1.2,1966.8576550046405,1.8056358413530065
1.2,1883.7266764258684,1.7139755747060743
1.2,1901.291203298774,1.7332319484578016
1.2,2453.948100349713,1.6824317587666768
1.2,2453.948100349713,1.6881763318125425
1.2,2314.4173332487,1.797266913073386
1.2,2184.897576510186,1.750298850262633
1.2,2094.6847679390035,1.7078609662544342
1.2,2040.6474117878172,1.74371418653774
1.2,2023.3448379475049,1.760724153294181
1.2,1962.3955870802945,1.808288415727228
1.2,1878.8800507975704,1.7167727121926422
1.2,1895.826634923577,1.736386030270842
1.2,2452.53091288778,1.6829234488341878
1.2,2452.53091288778,1.6889263736906397
1.2,2312.45256271518,1.79837492084231
1.2,2182.4145425199326,1.7516918526168124
1.2,2091.674862084072,1.709535492915024
1.2,2037.09510601232,1.745710759084684
1.2,2019.1880596464944,1.7630509116493998
1.2,1957.7292726406488,1.8110744964315983
1.2,1873.816223414512,1.7197103427240288
1.2,1890.121321140962,1.7396971117362892
1.2,2451.0440299758266,1.683439485713827
1.2,2451.0440299758266,1.689713331755262
1.2,2310.393339034775,1.799533687188963
1.2,2179.822546808249,1.7531488238502215
1.2,2088.535210956118,1.7112902879488034
1.2,2033.385610484744,1.747798769651739
1.2,2014.8581825434069,1.7654869212060973
1.2,1952.866254777746,1.8139955090494475
1.2,1868.5367524909525,1.7227898056144295
1.2,1884.177192910796,1.7429484194559135
1.2,2449.511021253208,1.6839724257750237
1.2,2449.511021253208,1.6905298292246091
1.2,2308.2620004154974,1.8007446531809377
1.2,2177.121932423418,1.7546708490041405
1.2,2085.2663313877,1.7131198166048267
1.2,2029.5326691760267,1.749982978401779
1.2,2010.349759839282,1.7680344974791415
1.2,1947.8078344017788,1.8170456187368695
1.2,1863.0551969701849,1.7258045198501677
1.2,1878.2253752423608,1.746175815155154
1.2,2447.900703789347,1.6845328247723252
1.2,2447.900703789347,1.6913834522193498
1.2,2306.0366262972952,1.8020067932904265
1.2,2174.313056218897,1.756260673948467
1.2,2081.862103231326,1.7150305832697772
1.2,2025.5240435618584,1.7522599796730445
1.2,2005.67027569014,1.7706931776044057
1.2,1942.5553601995684,1.820173432665945
1.2,1857.4196492351568,1.7287876475696902
1.2,1872.224910156054,1.7495496859882582
1.2,2446.2366423507838,1.6851132380516274
1.2,2446.2366423507838,1.692272904298731
1.2,2303.72481592709,1.803318316946638
1.2,2171.4032293681444,1.7579098958973447
1.2,2078.343054986341,1.71701707185714
1.2,2021.373489619514,1.7546314263215173
1.2,2000.8207910731928,1.7734653725810618
1.2,1937.110227752882,1.8231227903824452
1.2,1851.8971741005896,1.7318964171803028
1.2,1866.0125044738725,1.7530667936915894
1.2,2444.5111284412337,1.68571516983557
1.2,2444.5111284412337,1.6931936279922275
1.2,2301.3341515354373,1.8046847158951609
1.2,2168.378946295069,1.7596276365913197
1.2,2074.689791883661,1.719085859573309
1.2,2017.0688674529165,1.757103534335944
1.2,1995.789613990337,1.7761824549762726
1.2,1931.6541786713624,1.826192324700349
1.2,1846.1848692071453,1.7351320118429818
1.2,1859.5901738758923,1.7567307353083808
1.2,2442.716476531971,1.6863424837348118
1.2,2442.716476531971,1.694152649860242
1.2,2298.850159033233,1.806103604368538
1.2,2165.247553311717,1.7614178727863947
1.2,2070.8963139256425,1.721243875681539
1.2,2012.5981599711065,1.7596808219383615
1.2,1990.571581635539,1.7788451875940658
1.2,1926.1820740845108,1.829397839686797
1.2,1840.2568023184076,1.7385128744578433
1.2,1852.926617635281,1.7605595113564996
1.2,2440.860616088099,1.6869922107692443
1.2,2440.860616088099,1.6951470524062755
1.2,2296.280443774809,1.8075752341890037
1.2,2162.0094612841885,1.763271447934747
1.2,2066.9831493030383,1.723476088658662
1.2,2007.9945067982203,1.7622142738644293
1.2,1985.353316422746,1.781595002056435
1.2,1920.5628822411784,1.832710836845784
1.2,1834.169999512068,1.742015002600562
1.2,1846.0741971196496,1.7645262085950162
1.2,2438.9436703427423,1.6876644077304823
1.2,2438.9436703427423,1.6961769671784472
1.2,2293.6252600030016,1.8090965934735976
1.2,2158.6719994712157,1.7651855520107185
1.2,2062.9575056815484,1.7257862030600932
1.2,2003.252302452448,1.76465879850533
1.2,1980.1745854488947,1.7844530135879073
