genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,fitness_validation,other_info
"[[0], [3], [], [], [], [1], []]",12.12472670814475,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.59582199742923 * (x[1]**0.6001222960006711) * (x[2]),14.147192156791402,{'errortest': 14.654985521103203}
"[[0], [0], [2, 0], [0, 2, 2], [2, 0, 3], [0, 1, 1, 1], [0, 0, 0, 0]]",15.24616336292782,"[1, 1, 2, 3, 3, 4, 1]",6,(x[0]*Constant**Constant)+Constant/Constant * (x[1]**Constant) * (x[2]),(x[0]*0.6688335855466679**0.7614833316291225)+0.15900475950249482/0.7722647258315061 * (x[1]**0.7578295383468377) * (x[2]),15.540118197741634,{'errortest': 15.213152218735642}
"[[0], [3], [1, 2], [1, 2, 0], [1, 2, 0, 0], [1, 0, 0, 0, 0], [0, 0, 0, 0]]",18.2898203716334,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.609015519928445 * (x[1]**0.6359270387666995) * (x[2]),17.92888535005122,{'errortest': 17.856744393145153}
"[[0], [0], [1, 2], [1, 2, 0], [1, 2, 0, 0], [1, 0, 0, 0, 0], [0, 0, 0, 0]]",19.462010168282575,"[1, 1, 2, 3, 4, 5, 4]",6,((Constant-x[0])*x[0])+(x[0]+x[0]**Constant) * (x[1]**Constant) * (x[2]),((0.683885626468718-x[0])*x[0])+(x[0]+x[0]**0.07007386978086616) * (x[1]**0.47837788836713435) * (x[2]),20.353219967807004,{'errortest': 22.255966526421727}
"[[0], [2], [2], [0, 1, 0], [0], [1, 0, 0, 0, 1, 0], [0]]",19.700279388319835,"[1, 1, 1, 1, 1, 2, 1]",6,((Constant+x[0]**Constant)**Constant) * (x[1]**Constant) * (x[2]),((0.6577658984174536+x[0]**0.4111524600896066)**0.7657538552976062) * (x[1]**0.48461025198695706) * (x[2]),21.543141247587762,{'errortest': 22.799240449321566}
"[[0], [3], [2], [], [], [0, 1], [0]]",31.11126054349771,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.5578336618808912) * (x[2]),32.0279124735859,{'errortest': 34.540853140524824}
"[[0], [3], [], [], [], [1], []]",31.343912982142278,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.6597856045983741 * (x[1]**0.5478737472848869) * (x[2]),33.93402164041289,{'errortest': 33.805330704186275}
"[[0], [3], [], [], [], [1], []]",32.68498864639659,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.06636776821272161 * (x[1]**0.8138082932200666) * (x[2]),34.76880251769996,{'errortest': 34.887041686322966}
"[[0], [3], [], [], [], [1], []]",32.71969330925186,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.3408274479133062 * (x[1]**0.7206531561591352) * (x[2]),33.036923287757446,{'errortest': 32.231155681499104}
"[[0], [2], [2], [0], [3], [0, 1], [0]]",33.354381156570184,"[1, 1, 1, 1, 1, 2, 1]",6,((x[0]/Constant**Constant)**Constant) * (x[1]**Constant) * (x[2]),((x[0]/0.821711460486903**0.3149307934191842)**0.7069530550990474) * (x[1]**0.577687022663999) * (x[2]),35.78288698477709,{'errortest': 35.23533534018736}
"[[0], [3], [], [], [], [1], []]",37.77753573114723,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.9999236340183065 * (x[1]**0.5998120316731413) * (x[2]),37.50185307799172,{'errortest': 37.01359385837896}
