genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,fitness_validation,other_info
"[[0], [2], [3, 3], [1, 0], [2, 1, 1, 0], [1, 1, 1, 0], [0, 0, 0, 0]]",8.346046440496895,"[1, 1, 1, 0, 0, 1, 0]",4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.2310214927493962**0.3691427638949506) * (x[1]**0.6254266117119658) * (x[2]),8.195488627944068,{'errortest': 8.222222412743854}
"[[0], [3], [], [], [], [1], [0]]",9.414345438754253,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.07591378991181774 * (x[1]**0.8457033020277366) * (x[2]),9.78589581740111,{'errortest': 9.759472103216329}
"[[0], [3], [1], [1, 0], [1, 3, 0], [1, 1, 1, 0], []]",11.913772876652926,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.7925097688952296 * (x[1]**0.5952085120844699) * (x[2]),11.56874262485137,{'errortest': 11.656663624915751}
"[[0], [2], [3], [], [], [0], [0]]",15.024849541813042,"[1, 1, 1, 0, 0, 1, 1]",5,(x[0]**Constant) * (x[1]**Constant) * (x[2]),(x[0]**0.5192028824794274) * (x[1]**0.5505345822576726) * (x[2]),15.836982371715425,{'errortest': 15.761575972175358}
"[[0], [2], [3], [], [], [0], [0]]",16.047943167860005,"[1, 1, 1, 0, 0, 1, 1]",5,(x[0]**Constant) * (x[1]**Constant) * (x[2]),(x[0]**0.13949156629270598) * (x[1]**0.5216961606101765) * (x[2]),17.635180273875925,{'errortest': 16.8998616204332}
"[[0], [0], [0, 0], [2, 0, 0, 2], [3, 1, 2, 2, 0], [1, 1, 1, 1, 0, 1], [0]]",17.3714511905396,"[1, 1, 2, 4, 5, 6, 1]",6,Constant/Constant-Constant*Constant*x[0]+Constant * (x[1]**Constant) * (x[2]),0.5100858811784942/0.7794484284862818-0.5987538028214624*0.5710152214864012*x[0]+0.8807557498112509 * (x[1]**0.5303893966135131) * (x[2]),19.190431342401997,{'errortest': 18.072301672553102}
"[[0], [2], [3], [], [], [0], [0]]",17.409113010491396,"[1, 1, 1, 0, 0, 1, 1]",5,(x[0]**Constant) * (x[1]**Constant) * (x[2]),(x[0]**0.6559959952356059) * (x[1]**0.5362284235044984) * (x[2]),18.176378706703524,{'errortest': 18.466490141563863}
"[[0], [2], [3], [1, 0], [], [1, 0, 0, 0], [0]]",18.015757792654806,"[1, 1, 1, 0, 0, 1, 0]",4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.25025290546651446**0.17826622292847072) * (x[1]**0.5435782636009435) * (x[2]),19.823443421776005,{'errortest': 18.7117806773626}
"[[0], [3], [3, 3], [], [], [1, 1], [0, 0, 0, 0]]",21.671212902681024,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.8856659907150152 * (x[1]**0.51928931408071) * (x[2]),23.569146106724673,{'errortest': 22.347950052153294}
"[[0], [3], [], [], [], [0], [0]]",21.853527990797712,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.533521922220466) * (x[2]),22.34828618256795,{'errortest': 22.96995330821995}
"[[0], [3], [], [], [], [0], [0]]",21.873971345062664,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.5398720036014011) * (x[2]),22.416564406982893,{'errortest': 22.88156752698624}
"[[0], [0], [3, 1], [2, 0, 0, 2], [2, 0, 3, 2], [1, 0, 1, 0, 1], [0, 0]]",32.507212568346574,"[1, 1, 2, 2, 3, 4, 2]",6,Constant*(x[0]+Constant/x[0]) * (x[1]**Constant) * (x[2]),0.8701385865456162*(x[0]+0.5081238982756441/x[0]) * (x[1]**0.43478310804285014) * (x[2]),34.44209780466701,{'errortest': 33.243483675453895}
"[[0], [3], [], [1, 0], [0, 0, 0], [0], [0, 0]]",36.41748102518694,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.5815057868027839) * (x[2]),38.18058647990813,{'errortest': 36.27873923079084}
"[[0], [3], [], [], [2], [1, 1, 1], [0]]",37.420627536586544,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.6889143191952648 * (x[1]**0.4972726634349889) * (x[2]),39.65323535897524,{'errortest': 38.03211856310095}
"[[0], [2], [3], [1, 0], [], [0, 0, 0, 0], [0]]",38.58139751295132,"[1, 1, 1, 0, 0, 1, 1]",5,(x[0]**Constant) * (x[1]**Constant) * (x[2]),(x[0]**0.4525783443142587) * (x[1]**0.451115814205689) * (x[2]),40.474064563045005,{'errortest': 39.370401985055125}
"[[0], [3], [], [], [], [0], [0]]",39.9927388052198,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.4463137283075984) * (x[2]),41.47566317829894,{'errortest': 40.944876834043534}
"[[0], [3], [], [], [0, 0, 0], [0, 0, 1, 1], [0, 0]]",48.65225391306685,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.3971472279314944) * (x[2]),50.61343433675255,{'errortest': 49.45249670019085}
"[[0], [3], [], [], [], [0], [0]]",51.94386704740564,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.37239215749295806) * (x[2]),54.0809958565008,{'errortest': 52.691817145481956}
"[[0], [2], [3], [], [1, 3, 0], [0], [0]]",52.10001213782008,"[1, 1, 1, 0, 0, 1, 1]",5,(x[0]**Constant) * (x[1]**Constant) * (x[2]),(x[0]**0.2524755036328581) * (x[1]**0.3710076152179014) * (x[2]),54.576799621666396,{'errortest': 52.72544086741142}
"[[0], [2], [0, 3], [0, 2], [0, 0], [0, 0, 1], [0, 0]]",52.606844359113985,"[1, 1, 1, 2, 2, 3, 2]",6,(x[0]+x[0]+Constant**Constant) * (x[1]**Constant) * (x[2]),(x[0]+x[0]+0.7269276616956363**0.12771347137590172) * (x[1]**0.23686918189706307) * (x[2]),54.9839241127463,{'errortest': 53.294246040654585}
"[[0], [3], [3], [], [2], [0], [0]]",53.053527530714,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.36282398378444836) * (x[2]),55.24919297055668,{'errortest': 53.784461792708655}
"[[0], [2], [1, 0], [2, 2], [2], [0, 0], [0, 0]]",53.3530916127943,"[1, 1, 1, 2, 1, 2, 2]",6,((x[0]*x[0])**Constant) * (x[1]**Constant) * (x[2]),((x[0]*x[0])**0.5928208982507572) * (x[1]**0.35928561956861005) * (x[2]),55.496284780285414,{'errortest': 54.10289572942588}
"[[0], [3], [], [], [], [1], [0]]",55.09909653549247,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.9341571473390735 * (x[1]**0.6292054114749861) * (x[2]),55.49898595176583,{'errortest': 54.54566021766496}
"[[0], [2], [3], [], [], [0], [0]]",55.198413012719556,"[1, 1, 1, 0, 0, 1, 1]",5,(x[0]**Constant) * (x[1]**Constant) * (x[2]),(x[0]**0.44455156865980716) * (x[1]**0.34273462313258174) * (x[2]),57.69542217337295,{'errortest': 55.83137943219254}
"[[0], [3], [3], [], [], [0], [0]]",56.44639197839737,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.32795002152698327) * (x[2]),58.81831494565205,{'errortest': 57.127109789310104}
"[[0], [2], [1], [1, 0], [0, 0, 2], [1, 0, 1, 0], [0, 0]]",57.3348303054371,"[1, 1, 1, 2, 3, 4, 2]",6,(((Constant+x[0])+Constant*x[0])**Constant) * (x[1]**Constant) * (x[2]),(((0.04028102550789703+x[0])+0.8398296911245928*x[0])**0.17454775720530002) * (x[1]**0.30399178502808344) * (x[2]),59.99128231465952,{'errortest': 57.92222993762245}
"[[0], [3], [3], [], [], [0], [0]]",59.60475571745704,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.28311757310367724) * (x[2]),62.13632672083467,{'errortest': 60.24108029054893}
"[[0], [2], [2], [1], [3], [0, 1], [0]]",59.97125210127928,"[1, 1, 1, 1, 1, 2, 1]",6,(((x[0]/Constant)**Constant)**Constant) * (x[1]**Constant) * (x[2]),(((x[0]/0.6455643772896995)**0.7279949354509286)**0.36908734165540924) * (x[1]**0.2634787766151676) * (x[2]),62.67112336443828,{'errortest': 60.55434102609039}
"[[0], [0], [3, 0], [0, 1], [3, 0, 2, 2, 0], [1, 0, 1, 1, 0, 1], [0, 0]]",63.60658110950635,"[1, 1, 2, 2, 4, 5, 2]",6,Constant/x[0]+Constant*(Constant*x[0]) * (x[1]**Constant) * (x[2]),0.8097904897509223/x[0]+0.03465666049509841*(0.9826880788135827*x[0]) * (x[1]**0.5433344924269788) * (x[2]),66.37117390430441,{'errortest': 64.17314993134771}
"[[0], [2], [3, 3], [1, 0], [2, 1, 1, 0], [1, 1, 1, 0], [0, 0, 0, 0]]",63.65677558874088,"[1, 1, 1, 0, 0, 1, 0]",4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.9589173720645819**0.5792458333827617) * (x[1]**0.18229741094843632) * (x[2]),66.47544235345151,{'errortest': 64.21106190960312}
"[[0], [3], [], [], [], [0], [0]]",64.8604018389849,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.11684059322552343) * (x[2]),67.6412477596824,{'errortest': 65.42795929673187}
"[[0], [0], [3, 1], [1, 0], [2, 3, 3, 2], [0, 1, 0, 0, 0], [0, 0, 0, 0]]",65.47005881117168,"[1, 1, 2, 2, 4, 5, 4]",6,x[0]*((Constant/x[0])/x[0]*x[0]) * (x[1]**Constant) * (x[2]),x[0]*((0.9857371517881094/x[0])/x[0]*x[0]) * (x[1]**0.06731989020766005) * (x[2]),68.3131727032631,{'errortest': 66.01994910296348}
"[[0], [1], [3, 2], [0], [3, 3], [0, 0, 0], [0, 0, 0]]",65.56061206785905,"[1, 1, 2, 1, 2, 3, 3]",6,(x[0]/(x[0]/x[0]**Constant)) * (x[1]**Constant) * (x[2]),(x[0]/(x[0]/x[0]**0.9613704795600128)) * (x[1]**0.0560276151459127) * (x[2]),68.37241733384641,{'errortest': 66.11929416292963}
"[[0], [2], [3], [1, 0], [], [0, 1, 1, 0], [0]]",65.62957294017153,"[1, 1, 1, 0, 0, 1, 1]",5,(x[0]**Constant) * (x[1]**Constant) * (x[2]),(x[0]**0.49616408126669054) * (x[1]**0.0491992060809715) * (x[2]),68.45790131110778,{'errortest': 66.18371533699397}
"[[0], [0], [1, 3], [1, 0, 0, 2], [1, 3, 0, 3, 2], [1, 1, 1, 0, 1], [0, 0]]",65.72317451346142,"[1, 1, 2, 2, 4, 5, 1]",6,((Constant-Constant)/Constant+x[0])/Constant * (x[1]**Constant) * (x[2]),((0.4418267655503484-0.5672779574646982)/0.1407529191972018+x[0])/0.7011098097493791 * (x[1]**0.2626566764603083) * (x[2]),68.29459239816899,{'errortest': 66.35526291757867}
"[[0], [0], [1, 2], [2, 2, 0], [0, 2, 3], [1, 1, 0, 1], [0]]",66.21017141291637,"[1, 1, 2, 3, 3, 4, 1]",6,(Constant+Constant)*(x[0]/Constant**Constant) * (x[1]**Constant) * (x[2]),(0.3586568537978737+0.1903678973512133)*(x[0]/0.6990697492889809**0.03628999201332639) * (x[1]**0.012258241673992254) * (x[2]),69.04505136246578,{'errortest': 66.76153274155087}
