genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,fitness_validation,other_info
"[[0], [3], [], [], [], [1], [0]]",9.414345438754253,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.07591378991181774 * (x[1]**0.8457033020277366) * (x[2]),9.78589581740111,{'errortest': 9.759472103216329}
"[[0], [3], [1], [1, 0], [1, 3, 0], [1, 1, 1, 0], []]",11.913772876652926,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.7925097688952296 * (x[1]**0.5952085120844699) * (x[2]),11.56874262485137,{'errortest': 11.656663624915751}
"[[0], [2], [3], [], [], [0], [0]]",15.024849541813042,"[1, 1, 1, 0, 0, 1, 1]",5,(x[0]**Constant) * (x[1]**Constant) * (x[2]),(x[0]**0.5192028824794274) * (x[1]**0.5505345822576726) * (x[2]),15.836982371715425,{'errortest': 15.761575972175358}
"[[0], [2], [3], [], [], [0], [0]]",16.047943167860005,"[1, 1, 1, 0, 0, 1, 1]",5,(x[0]**Constant) * (x[1]**Constant) * (x[2]),(x[0]**0.13949156629270598) * (x[1]**0.5216961606101765) * (x[2]),17.635180273875925,{'errortest': 16.8998616204332}
"[[0], [0], [0, 0], [2, 0, 0, 2], [3, 1, 2, 2, 0], [1, 1, 1, 1, 0, 1], [0]]",17.3714511905396,"[1, 1, 2, 4, 5, 6, 1]",6,Constant/Constant-Constant*Constant*x[0]+Constant * (x[1]**Constant) * (x[2]),0.5100858811784942/0.7794484284862818-0.5987538028214624*0.5710152214864012*x[0]+0.8807557498112509 * (x[1]**0.5303893966135131) * (x[2]),19.190431342401997,{'errortest': 18.072301672553102}
"[[0], [2], [3], [], [], [0], [0]]",17.409113010491396,"[1, 1, 1, 0, 0, 1, 1]",5,(x[0]**Constant) * (x[1]**Constant) * (x[2]),(x[0]**0.6559959952356059) * (x[1]**0.5362284235044984) * (x[2]),18.176378706703524,{'errortest': 18.466490141563863}
"[[0], [2], [3], [1, 0], [], [1, 0, 0, 0], [0]]",18.015757792654806,"[1, 1, 1, 0, 0, 1, 0]",4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.25025290546651446**0.17826622292847072) * (x[1]**0.5435782636009435) * (x[2]),19.823443421776005,{'errortest': 18.7117806773626}
"[[0], [3], [], [], [], [0], [0]]",21.853527990797712,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.533521922220466) * (x[2]),22.34828618256795,{'errortest': 22.96995330821995}
"[[0], [3], [], [], [], [0], [0]]",21.873971345062664,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.5398720036014011) * (x[2]),22.416564406982893,{'errortest': 22.88156752698624}
"[[0], [2], [3, 3], [1, 0], [2, 1, 1, 0], [1, 1, 1, 0], [0, 0, 0, 0]]",23.63441740433311,"[1, 1, 1, 0, 0, 1, 0]",4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.315096754796815**0.3202107465012842) * (x[1]**0.5431711341611608) * (x[2]),25.549235058678892,{'errortest': 24.294498981343832}
"[[0], [2], [3, 3], [1, 0], [2, 1, 1, 0], [1, 1, 1, 0], [0, 0, 0, 0]]",25.837180372782996,"[1, 1, 1, 0, 0, 1, 0]",4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.18490381745508255**0.6999190898540865) * (x[1]**0.6327435589984116) * (x[2]),27.706605254410007,{'errortest': 26.46764566823854}
"[[0], [2], [1], [1, 0], [1, 3, 0], [1, 1, 1, 0], [0]]",27.363291393121425,"[1, 1, 1, 2, 3, 4, 1]",6,(((Constant-Constant)/Constant+x[0])**Constant) * (x[1]**Constant) * (x[2]),(((0.34148197893050714-0.023613950418243768)/0.9486479021427129+x[0])**0.6449347473449923) * (x[1]**0.4704382680481286) * (x[2]),28.840482606634957,{'errortest': 28.302515556643275}
"[[0], [3], [], [], [2], [0], [0]]",29.34623927017946,"[1, 1, 0, 0, 0, 1, 1]",4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.49217735337100477) * (x[2]),30.211685903505533,{'errortest': 30.509627780919164}
"[[0], [0], [0, 3], [0, 2], [0, 3, 2], [1, 0, 0, 0], [0, 0, 0]]",30.319893472434792,"[1, 1, 2, 2, 3, 4, 3]",6,Constant+x[0]/x[0]*x[0] * (x[1]**Constant) * (x[2]),0.15118174404149365+x[0]/x[0]*x[0] * (x[1]**0.48771910551761366) * (x[2]),31.25071038166248,{'errortest': 31.463282683560266}
"[[0], [3], [3, 3], [], [], [1, 1], [0]]",30.94727203065928,"[1, 1, 0, 0, 0, 1, 0]",3,Constant * (x[1]**Constant) * (x[2]),0.23865275217077386 * (x[1]**0.6465013483012487) * (x[2]),32.918862097137904,{'errortest': 31.558368424650723}
