genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,fitness_validation,other_info
"[[0], [2], [2], [2], [1], [2], [0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 1]]",0.29466189345870963,"[1, 1, 1, 1, 1, 1, 2, 1]",7,((((x[1]*Constant)**Constant)**Constant)**Constant),((((x[1]*0.43030597332741816)**0.4505262427910366)**0.23712971786738557)**0.8334605094914401),0.31621904071959767,{'errortest': 0.33260144857831947}
"[[0], [2], [0], [2, 3, 1], [1], [2, 0], [0, 0, 1], [0, 0, 0, 1]]",0.3146121420266338,"[1, 1, 1, 2, 1, 2, 3, 2]",7,(((x[0]*x[0])**Constant)+Constant**Constant),(((x[0]*x[0])**0.09619086317331527)+0.6643926571979932**0.3103593176030547),0.3206434081595934,{'errortest': 0.37315814479113923}
"[[0], [2], [2], [3], [], [], [0], [1]]",0.3186565745602862,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[1]**Constant)**Constant),((x[1]**0.8048685794064644)**0.07149395252918345),0.306672650678604,{'errortest': 0.3797018587240687}
"[[0], [2], [2, 0], [3], [0, 1, 0], [3, 1, 2, 2, 3, 3], [0, 1, 1, 0, 0, 0, 1], [1]]",0.3421273813562017,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[1]**Constant)**Constant),((x[1]**0.0942501092739646)**0.9001041882208419),0.3674487910997448,{'errortest': 0.36979651049626094}
"[[0], [0], [3, 0], [0, 0], [1, 1, 2, 1], [1, 3, 0, 1, 0, 2, 3], [0, 1, 0, 1, 1, 1, 1, 0], [0, 1, 0]]",0.34897128157892315,"[1, 1, 2, 2, 4, 7, 8, 3]",7,x[0]-(Constant/x[1])+(Constant-Constant)+Constant*(Constant/x[0]),x[0]-(0.7815556241418073/x[1])+(0.5860717874663147-0.2883320940552848)+0.6119121323933278*(0.726459962194319/x[0]),0.34107351760818827,{'errortest': 0.3997331768880433}
"[[0], [2], [2], [3], [], [], [0], [1]]",0.35208205414160554,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[1]**Constant)**Constant),((x[1]**0.6093449624176761)**0.08835139656687374),0.3374508798506184,{'errortest': 0.41170838004675914}
"[[0], [2], [3, 2], [3], [], [], [0, 1, 0, 1], [1, 0]]",0.5089780758541148,"[1, 1, 1, 0, 0, 0, 1, 1]",5,(x[1]**Constant),(x[1]**0.03829474002670463),0.489574978966301,{'errortest': 0.5622922116990547}
"[[0], [0], [3, 2], [0, 0], [2, 1, 1, 2], [0, 2, 3], [0, 1, 1, 0, 1, 0, 0], [0, 0, 0]]",0.5303564782732235,"[1, 1, 2, 1, 2, 3, 4, 2]",7,x[0]+(Constant*(Constant/x[0])**Constant),x[0]+(0.7766390317137297*(0.6089638123676492/x[0])**0.12706943251293568),0.5125821070088528,{'errortest': 0.6021223742537591}
"[[0], [0], [3, 2], [1], [0, 2], [0, 2, 3], [1, 1, 0, 1], [0, 0]]",0.536914823996153,"[1, 1, 2, 1, 2, 3, 4, 1]",7,Constant+((Constant*x[0]/Constant)**Constant),0.5849643539653155+((0.7747665945942707*x[0]/0.8584333921482068)**0.5583766110542824),0.5073042708738152,{'errortest': 0.6098391488389028}
"[[0], [0], [2, 0], [3, 2, 3], [2], [0, 0], [1, 1, 1], [1, 0]]",0.5442298184756793,"[1, 1, 2, 3, 1, 2, 3, 0]",6,(Constant**Constant)+(Constant**Constant)+Constant,(0.9214186704726345**0.28028808052437026)+(0.7707194711676364**0.5391217052793841)+0.4669361312114869,0.5653764513526555,{'errortest': 0.5473293196602286}
"[[0], [0], [3, 2], [3, 2, 3, 0], [2, 2, 1, 0], [0, 2, 3], [0, 1, 1, 0, 1, 0, 0], [0, 0]]",0.546641723908873,"[1, 1, 2, 1, 0, 1, 2, 1]",5,x[0]+(Constant**Constant),x[0]+(0.554958228768823**0.27426278422699846),0.5416397642307541,{'errortest': 0.6156334544658627}
"[[0], [0], [3, 2], [1], [0, 2], [0, 2, 3], [0, 1, 0, 1], [0, 0]]",0.5804837710867677,"[1, 1, 2, 1, 2, 3, 4, 2]",7,x[0]+((Constant*x[0]/Constant)**Constant),x[0]+((0.3975340927997657*x[0]/0.5453399298875762)**0.08214915713593218),0.5892062223212067,{'errortest': 0.6431486207760311}
"[[0], [2], [2], [2, 3, 1], [2, 1, 0], [3, 1, 2, 2, 3, 3], [0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 1]]",0.5927441066692141,"[1, 1, 1, 1, 1, 0, 1, 1]",7,(((x[1]**Constant)**Constant)**Constant),(((x[1]**0.5929383712598646)**0.055588646724388346)**0.910952667391),0.5726175772294353,{'errortest': 0.643571066355604}
"[[0], [2], [2], [3], [], [2], [0], [1, 0, 0, 1]]",0.7151535484438757,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[1]**Constant)**Constant),((x[1]**0.05498166747733402)**0.3145430692398733),0.6946994626480888,{'errortest': 0.763215484687555}
"[[0], [0], [2, 2], [1, 2], [0, 2, 2], [0, 2, 2], [0, 1, 0, 1], [0, 0]]",0.7724583552833023,"[1, 1, 2, 2, 3, 3, 4, 2]",7,((x[0]+Constant*x[0])**Constant)*((Constant**Constant)**Constant),((x[0]+0.5303470667448561*x[0])**0.7553546093320435)*((0.9611031249528493**0.2830207364666125)**0.26871245115422504),0.7229952800585495,{'errortest': 0.8517048441266223}
"[[0], [2], [2], [2], [0, 2], [0], [1, 0], [0, 0]]",0.780179215120219,"[1, 1, 1, 1, 1, 1, 2, 1]",7,(((Constant+x[0]**Constant)**Constant)**Constant),(((0.8360943778423758+x[0]**0.726926637407559)**0.5683666521540468)**0.28545996206500446),0.7571097201693506,{'errortest': 0.8299803535390952}
"[[0], [2], [2, 0], [0, 0], [1, 2], [2, 0, 3, 1, 3], [0, 1, 0, 0, 1, 0, 0], [0, 0, 0, 0]]",0.8115255753025729,"[1, 1, 1, 1, 2, 2, 3, 2]",7,(((x[0]*Constant)+x[0]**Constant)**Constant),(((x[0]*0.6866703041869694)+x[0]**0.3231740425253279)**0.13856009357413313),0.7874716812989329,{'errortest': 0.8616304828458183}
"[[0], [2], [2], [3], [], [2, 2, 1], [0], [1]]",0.8242450242044169,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[1]**Constant)**Constant),((x[1]**0.06287871018789981)**0.07905977864040048),0.8038368179495734,{'errortest': 0.87046059084457}
"[[0], [2], [2], [3], [], [], [0, 1, 1, 0], [0]]",0.8774459537499255,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[0]**Constant)**Constant),((x[0]**0.22751121765906168)**0.25354759892824785),0.8544314234607124,{'errortest': 0.9253192184289657}
"[[0], [2], [3], [], [2, 1, 1, 2], [], [1, 1, 0, 0, 1, 0, 0], [0]]",0.8795809630817063,"[1, 1, 1, 0, 0, 0, 1, 0]",4,(Constant**Constant),(0.9490803199963249**0.2823616468877791),0.8591860523511775,{'errortest': 0.924985176210084}
"[[0], [2], [2, 0], [3], [0, 1, 0], [3, 1, 2, 2, 3, 3], [1, 1, 1, 0, 0, 0, 1], [0]]",0.8962587588457606,"[1, 1, 1, 1, 0, 0, 1, 0]",5,((Constant**Constant)**Constant),((0.912859403874539**0.38472746798331137)**0.9278032460980788),0.875812120086834,{'errortest': 0.9414044330493346}
"[[0], [2], [0, 1], [2, 2, 3, 0], [2, 2], [2, 0], [0, 0, 0], [0, 0, 1, 1]]",0.9023282830979658,"[1, 1, 1, 2, 2, 1, 2, 2]",7,((x[0]**Constant)*(x[0]**Constant)**Constant),((x[0]**0.14502777125289879)*(x[0]**0.16572961127932329)**0.22388843375010448),0.8737589232880472,{'errortest': 0.9546206000661975}
"[[0], [2], [3], [], [2, 2, 1, 0], [0, 3, 0, 0, 1, 0], [0], [0]]",0.9297952407861074,"[1, 1, 1, 0, 0, 0, 1, 1]",5,(x[0]**Constant),(x[0]**0.3269776985081587),0.8950824059389889,{'errortest': 0.9865307985862599}
"[[0], [2], [3], [3], [], [], [0], [0]]",0.9338011508231989,"[1, 1, 1, 0, 0, 0, 1, 1]",5,(x[0]**Constant),(x[0]**0.3488661326387974),0.8981891030093496,{'errortest': 0.991146086951571}
"[[0], [2], [3, 2], [3], [], [], [0, 1, 0, 1], [0, 0]]",0.9827419840919769,"[1, 1, 1, 0, 0, 0, 1, 1]",5,(x[0]**Constant),(x[0]**0.6355367777116054),0.9360381499780703,{'errortest': 1.0467195138518797}
"[[0], [2], [2], [3], [], [], [0], [0]]",1.0011902330974505,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[0]**Constant)**Constant),((x[0]**0.8772010657927071)**0.8601921613933073),0.9502499040865933,{'errortest': 1.0672673213594273}
"[[0], [0], [0, 1], [3, 0, 3, 3], [2, 2, 1, 0], [1, 2, 3, 0, 1, 3], [1, 1, 1, 0, 0, 0, 1], [1, 0]]",1.115799126267316,"[1, 1, 2, 4, 2, 4, 5, 2]",6,Constant-Constant*Constant/(x[1]+x[0]),0.7413451760530947-0.6718529278264456*0.16617562093729565/(x[1]+x[0]),1.094858344152101,{'errortest': 1.158178223637282}
"[[0], [1], [3, 0], [3, 0], [2, 2, 1, 0], [1, 3, 0, 2, 0, 2, 3], [0, 1, 1, 0, 1, 0, 0], [0, 0, 1, 0]]",1.497621708578334,"[1, 1, 2, 2, 2, 3, 4, 2]",7,(x[0]-Constant/Constant+x[0]),(x[0]-0.5170785485613407/0.39738140737928507+x[0]),1.400118214840407,{'errortest': 1.5819644138580686}
"[[0], [2], [3, 2], [0, 0], [2, 1, 1, 2], [0, 2, 3], [0, 1, 0, 0, 1, 0, 0], [1, 0, 0, 0]]",1.714604373303514,"[1, 1, 1, 0, 0, 0, 1, 1]",5,(x[1]**Constant),(x[1]**0.14786361652394342),1.7627691369875713,{'errortest': 1.7054141312215918}
"[[0], [1], [2, 1], [0, 1, 1], [1, 1, 2, 1, 1, 1], [2, 0, 1, 3, 1, 3, 0, 0, 1, 3], [1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1], [1, 0, 0, 1, 0, 0, 1, 1]]",1.818303140811883,"[1, 1, 2, 3, 6, 10, 11, 7]",7,(((Constant*x[1])+(x[0]-x[0])**Constant)/((x[1]-(Constant/x[0]))+((x[0]+x[1])-(Constant/Constant)))),(((0.05570642627718636*x[1])+(x[0]-x[0])**0.8696298498398434)/((x[1]-(0.7300590529980796/x[0]))+((x[0]+x[1])-(0.0939607056688242/0.7117552724665452)))),1.796740345447948,{'errortest': 1.856017413518369}
"[[0], [0], [3, 1], [0, 0], [2, 1, 2, 1], [3, 0, 3, 2, 3, 0], [0, 0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0]]",1.8457175648600093,"[1, 1, 2, 2, 4, 6, 7, 5]",7,x[0]/(x[1]+(x[0]/Constant)*Constant/(x[1]+x[0])),x[0]/(x[1]+(x[0]/0.27480888642276113)*0.1587965521164738/(x[1]+x[0])),1.8241431080109012,{'errortest': 1.8833253562810763}
"[[0], [0], [2, 0], [3, 1, 3], [0, 1, 0], [3, 1, 2, 2, 3, 3], [0, 1, 1, 0, 0, 0, 1], [1, 0, 1, 1]]",1.8459389083029605,"[1, 1, 2, 3, 2, 5, 6, 4]",7,(x[1]**Constant)/(Constant-Constant*(x[0]*x[1]))/x[1],(x[1]**0.7365331275886724)/(0.4784214778308896-0.6860498118725391*(x[0]*x[1]))/x[1],1.8243599696990518,{'errortest': 1.8835384749041881}
"[[0], [2], [2, 0], [0], [2, 1], [2, 1], [0, 0, 1], [1, 1]]",2.896269272812881,"[1, 1, 1, 1, 2, 2, 3, 2]",7,((x[1]*(x[1]-Constant)**Constant)**Constant),((x[1]*(x[1]-0.6929691123810281)**0.8909740185454067)**0.09624278745200043),2.960569350693983,{'errortest': 2.890376512495963}
"[[0], [2], [2, 0], [3], [0, 1, 0], [3, 1, 2, 2, 3, 3], [0, 1, 1, 0, 0, 0, 1], [1]]",3.008197457847237,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[1]**Constant)**Constant),((x[1]**0.19244793906449642)**0.9600287049723709),3.074109845627648,{'errortest': 3.0028190714720893}
"[[0], [2], [2], [3], [], [], [0], [1]]",5.184369306332173,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[1]**Constant)**Constant),((x[1]**0.32790393224530756)**0.6968851910437196),5.28419392291834,{'errortest': 5.191943717125482}
