genotype,fitness,tree_depth,original_phenotype,phenotype,fitness_validation,other_info,mapping_values
"[[0], [2], [3], [], [], [1], []]",4.7000938495657865,4,(Constant**Constant) * (x[1]**Constant) * (x[2]),(0.9137150822769137**0.7996878646670164) * (x[1]**0.5423730468411544) * (x[2]),5.49407506137459,{'errortest': 6.355720716515417},"[1, 1, 1, 0, 0, 1, 0]"
"[[0], [3], [], [], [], [1], []]",5.627071011013993,3,Constant * (x[1]**Constant) * (x[2]),0.7328978034397488 * (x[1]**0.5694486108716837) * (x[2]),6.601124748854344,{'errortest': 7.478112774438918},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [3], [], [], [], [1], []]",8.62886073668677,3,Constant * (x[1]**Constant) * (x[2]),0.24090871682034365 * (x[1]**0.7056645098029207) * (x[2]),9.729100575069308,{'errortest': 10.509335039019994},"[1, 1, 0, 0, 0, 1, 0]"
"[[0], [2], [1], [1, 2], [2, 0], [1, 1, 1], []]",14.68482452765428,5,(((Constant*Constant)+Constant)**Constant) * (x[1]**Constant) * (x[2]),(((0.02580724107874499*0.5824731569507117)+0.2606499714971984)**0.48370491626078804) * (x[1]**0.6720963779491262) * (x[2]),15.084867226526367,{'errortest': 14.552856687396181},"[1, 1, 1, 2, 2, 3, 0]"
"[[0], [3], [], [], [], [0], [0]]",16.0138340731428,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.5523540269673295) * (x[2]),17.226377290193597,{'errortest': 18.49567803296874},"[1, 1, 0, 0, 0, 1, 1]"
"[[0], [1], [2, 1], [0, 2, 0], [0, 3, 0, 3], [0, 0, 1, 0, 1], [0, 0, 0]]",16.10333329201383,6,((x[0]+x[0]**Constant)/(Constant+x[0]/Constant)) * (x[1]**Constant) * (x[2]),((x[0]+x[0]**0.5609679916149408)/(0.6351632506318151+x[0]/0.28614566424647614)) * (x[1]**0.5676196296887209) * (x[2]),17.891985070063328,{'errortest': 18.946840737100374},"[1, 1, 2, 3, 4, 5, 3]"
"[[0], [0], [2, 2], [2, 2], [0], [0, 1], [0]]",16.124141394705102,6,(x[0]**Constant)+(Constant**Constant) * (x[1]**Constant) * (x[2]),(x[0]**0.07084570542702473)+(0.3843785035137569**0.49094731144943105) * (x[1]**0.527341594174049) * (x[2]),18.04978963219256,{'errortest': 19.275357063746043},"[1, 1, 2, 2, 1, 2, 1]"
"[[0], [1], [2, 1], [1, 0, 0], [3, 2, 3, 2, 0], [0, 0, 0, 1, 1, 0], [0, 0, 0, 0]]",18.36917853124418,6,(((x[0]/x[0])**Constant)*(x[0]/Constant*Constant+x[0])) * (x[1]**Constant) * (x[2]),(((x[0]/x[0])**0.22289563734645435)*(x[0]/0.615978040528853*0.6730547537085306+x[0])) * (x[1]**0.3946371446890221) * (x[2]),20.860478946264685,{'errortest': 23.958136133395897},"[1, 1, 2, 3, 5, 6, 4]"
"[[0], [0], [1, 3], [1, 1], [2, 0, 1, 2], [0, 0, 1, 1, 1], [0, 0]]",18.92529679619805,6,((x[0]*x[0])+(Constant-Constant))*Constant * (x[1]**Constant) * (x[2]),((x[0]*x[0])+(0.6915047211909485-0.02683581577002392))*0.362666750785121 * (x[1]**0.6382974979803959) * (x[2]),20.16058317124214,{'errortest': 18.826940729514853},"[1, 1, 2, 2, 4, 5, 2]"
"[[0], [3], [], [], [], [0], [0]]",20.78431127249344,4,x[0] * (x[1]**Constant) * (x[2]),x[0] * (x[1]**0.470130938015735) * (x[2]),23.483370781097165,{'errortest': 26.466956731491226},"[1, 1, 0, 0, 0, 1, 1]"
