genotype,fitness,tree_depth,original_phenotype,phenotype,fitness_validation,other_info,mapping_values
"[[0], [2], [2], [2], [2], [], [0], [1]]",0.23245847851122917,7,(((x[1]**Constant)**Constant)**Constant),(((x[1]**0.2084831553687433)**0.9026517295249855)**0.2999165457465237),0.25009316105746215,{'errortest': 0.26510959429785513},"[1, 1, 1, 1, 1, 0, 1, 1]"
"[[0], [2], [2], [2], [2], [], [0], [1]]",0.4660784597184875,7,(((x[1]**Constant)**Constant)**Constant),(((x[1]**0.1772625559297043)**0.4258043928559919)**0.37591009903578176),0.49346241276754743,{'errortest': 0.4853724386530219},"[1, 1, 1, 1, 1, 0, 1, 1]"
"[[0], [2], [0], [3, 2], [2], [0], [0, 1], [0]]",0.47336150085987094,6,(x[0]+(Constant**Constant)**Constant),(x[0]+(0.4493926985138421**0.5912799329435137)**0.9731344032077601),0.47803906063027474,{'errortest': 0.49997519889839304},"[1, 1, 1, 2, 1, 1, 2, 1]"
"[[0], [2], [0], [3, 2], [2], [0], [0, 1], [0]]",0.4753221091904199,6,(x[0]+(Constant**Constant)**Constant),(x[0]+(0.09395784808522112**0.9940712130969346)**0.21895483387873882),0.48113991244177673,{'errortest': 0.5011915407194178},"[1, 1, 1, 2, 1, 1, 2, 1]"
"[[0], [2], [1], [2, 2], [2, 2], [0], [1, 1], []]",0.519298152473134,6,(((Constant**Constant)+(Constant**Constant))**Constant),(((0.4366101576401107**0.4710609899150513)+(0.4559784166826064**0.6648371649622719))**0.8360201053824724),0.5439363622716794,{'errortest': 0.5362396554116291},"[1, 1, 1, 2, 2, 1, 2, 0]"
"[[0], [2], [2, 3], [1], [1, 1], [2, 3, 3], [0, 1, 1, 1, 0], [1, 0]]",0.5418492867914204,7,((((x[1]*Constant)/(Constant/Constant))**Constant)**Constant),((((x[1]*0.8629935552689709)/(0.3157968901354753/0.7198211048158898))**0.03621628958391221)**0.5268583354400955),0.5684179843234112,{'errortest': 0.5587725186000364},"[1, 1, 1, 1, 2, 3, 4, 1]"
"[[0], [0], [1, 2], [1, 2, 2], [0, 0, 1, 0], [3, 3, 3, 1, 3, 0, 0], [1, 1, 1, 0, 1, 0, 0, 0], [1, 1, 0, 0]]",0.56562503499238,7,((Constant/Constant/Constant/x[1])-((Constant/x[1])**Constant))+((x[0]+x[0]**Constant)**Constant),((0.7861885814150988/0.5967462507012172/0.6792362121641925/x[1])-((0.9103625145564489/x[1])**0.4262644372738814))+((x[0]+x[0]**0.6751801149978003)**0.3031310276543845),0.5878064066367958,{'errortest': 0.5820250690478223},"[1, 1, 2, 3, 4, 7, 8, 4]"
"[[0], [2], [1], [2, 2], [2, 2], [0], [1, 1], [1, 0]]",0.6223608732951267,6,(((Constant**Constant)+(Constant**Constant))**Constant),(((0.2892764479336817**0.2212164011104063)+(0.16588770125981156**0.2966584932578856))**0.3492768308221047),0.647137200137543,{'errortest': 0.6370882691750124},"[1, 1, 1, 2, 2, 1, 2, 0]"
"[[0], [2], [0], [3, 2], [2], [0], [0, 1], [0]]",0.699087351321018,6,(x[0]+(Constant**Constant)**Constant),(x[0]+(0.07481971440552171**0.9371968150993457)**0.8472763473849088),0.7140953039564498,{'errortest': 0.710610972717047},"[1, 1, 1, 2, 1, 1, 2, 1]"
"[[0], [0], [3, 3], [], [], [3], [0, 0], [1, 1]]",0.7260460735302393,5,x[1]/x[1],x[1]/x[1],0.7508392511918767,{'errortest': 0.739151806108525},"[1, 1, 2, 0, 0, 1, 2, 2]"
