genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,fitness_validation,other_info
"[[0], [0], [1, 3], [2, 0], [1, 0, 2], [3, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1], []]",0.3705384188509069,"[1, 1, 2, 2, 3, 5, 6, 0]",6,(((Constant/Constant)**Constant)+Constant+Constant+Constant)+Constant,(((0.04085858160742151/0.41039332262069583)**0.7123553052745919)+0.8032705404969318+0.6671803923965997+0.1629510622499325)+0.37153999955350947,0.3608741546456622,{'errortest': 0.3832035461567529}
"[[0], [0], [0, 1], [1, 2, 0, 1], [2, 0, 2, 2, 0, 0, 1], [0, 3, 0, 0, 3, 3, 0, 2, 3, 3], [1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1], [1, 0]]",0.4584234316100951,"[1, 1, 2, 4, 7, 10, 11, 2]",7,(Constant+Constant/Constant)+(Constant**Constant)+(Constant/Constant/x[1]+(x[0]*Constant/(Constant/Constant))),(0.6781265567982001+0.2055515223163411/0.4916989368330441)+(0.7055053311482**0.19209620845139674)+(0.707932002061492/0.10480211817142815/x[1]+(x[0]*0.22658237075670873/(0.32305449231492767/0.3366308289972558))),0.44730457156593956,{'errortest': 0.473262342387522}
"[[0], [0], [2, 0], [2, 1, 1], [2, 2, 0, 1, 2], [3, 2, 0, 3, 2, 3], [0, 1, 1, 1, 1, 1, 1], [0, 1]]",0.46631251298211995,"[1, 1, 2, 3, 5, 6, 7, 1]",7,((x[0]**Constant)**Constant)/(Constant*Constant+Constant)/((Constant*Constant)/Constant),((x[0]**0.3193527400874189)**0.8642286533473063)/(0.877498242947504*0.7865528078826033+0.3021723977008206)/((0.9337151027391127*0.43205296753025557)/0.7708574958537718),0.501804940890698,{'errortest': 0.5076493868174112}
"[[0], [2], [1], [2, 2, 0], [2, 2, 0, 1, 2], [0, 2, 3], [1, 0, 1, 1], [1]]",0.9205117331691651,"[1, 1, 1, 2, 2, 1, 2, 1]",7,(((Constant**Constant)+(x[1]**Constant))**Constant),(((0.13318410392515234**0.9592759473957205)+(x[1]**0.2786142899220603))**0.03509791665136275),0.9709656518926189,{'errortest': 0.9553461410228231}
"[[0], [2], [2], [2], [1], [0], [0, 1], [0]]",0.9670489025724547,"[1, 1, 1, 1, 1, 1, 2, 1]",7,((((x[0]+Constant)**Constant)**Constant)**Constant),((((x[0]+0.30393194683228675)**0.5159167291501922)**0.9804171254663923)**0.5868005968626829),1.0193681564624677,{'errortest': 1.0020689248497612}
"[[0], [2], [2], [2], [1], [0], [0, 1], [0]]",0.9876363265750661,"[1, 1, 1, 1, 1, 1, 2, 1]",7,((((x[0]+Constant)**Constant)**Constant)**Constant),((((x[0]+0.9985685472851967)**0.028416952487147817)**0.7078525353086506)**0.7087204862496576),1.036376922656289,{'errortest': 1.0215657160440812}
"[[0], [2], [2], [3], [], [], [1], []]",0.9978993524549572,"[1, 1, 1, 1, 0, 0, 1, 0]",5,((Constant**Constant)**Constant),((0.3153063493499586**0.002563795651269629)**0.7185802888679302),1.0465081566921843,{'errortest': 1.0317208405966927}
"[[0], [2], [2], [3], [1, 0], [0, 2, 1, 1, 2], [0], [0]]",0.9987978813999566,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[0]**Constant)**Constant),((x[0]**0.024071141433833043)**0.5398252737291926),1.0476443107197058,{'errortest': 1.0326695120030556}
"[[0], [2], [2], [3], [], [], [1], []]",1.0015119552163736,"[1, 1, 1, 1, 0, 0, 1, 0]",5,((Constant**Constant)**Constant),((0.9416376622426443**0.4510112099055752)**0.21771885988911754),1.0501124292425201,{'errortest': 1.0353049070536346}
"[[0], [2], [2], [3], [], [], [0], [0]]",1.005235511828126,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[0]**Constant)**Constant),((x[0]**0.5991872547699996)**0.06962062860123597),1.0545869894143527,{'errortest': 1.039178325475111}
"[[0], [2], [2], [3], [], [0, 3, 0, 0, 3, 3, 0, 2, 3, 3], [1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1], [1, 0]]",1.0059091263562172,"[1, 1, 1, 1, 0, 0, 1, 0]",5,((Constant**Constant)**Constant),((0.984290571326688**0.7460225132617296)**0.8907143930484481),1.0544994727029606,{'errortest': 1.0396675742832768}
"[[0], [2], [2], [3], [], [], [0], [0]]",1.0506561869371254,"[1, 1, 1, 1, 0, 0, 1, 1]",6,((x[0]**Constant)**Constant),((x[0]**0.7006124126311443)**0.3643422588403217),1.1033599736487636,{'errortest': 1.0849803821689585}
