genotype,fitness,mapping_values,tree_depth,original_phenotype,phenotype,fitness_validation,other_info
"[[0], [0], [0, 1], [1, 2, 0, 1], [2, 0, 2, 2, 0, 0, 1], [0, 3, 0, 0, 3, 3, 0, 2, 3, 1], [1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1], [1, 0]]",0.25261056174343055,"[1, 1, 2, 4, 7, 10, 11, 2]",7,(Constant+Constant/Constant)+(Constant**Constant)+(Constant/Constant/x[1]+(x[0]*Constant/(Constant-Constant))),(0.5000035103410212+0.7182792789056073/0.41420449974346296)+(0.7061097986524373**0.4973382331463071)+(0.3206882479801224/0.3143726222187433/x[1]+(x[0]*0.44193441120112265/(0.21382829762448197-0.6695883449208835))),0.23014732666565693,{'errortest': 0.21971858219782517}
"[[0], [0], [1, 3], [1, 1], [1, 2, 0, 2], [0, 3, 2, 3, 3, 1], [1, 1, 1, 1, 1, 1, 1], [0, 1]]",0.2816383003870973,"[1, 1, 2, 2, 4, 6, 7, 0]",6,(((Constant+Constant)/Constant)*(Constant/Constant/Constant))-Constant,(((0.6171081305642184+0.6552838131129406)/0.8675340230216932)*(0.8545600858164121/0.7285084749914345/0.5876529510922874))-0.9424110700560715,0.3018943102351754,{'errortest': 0.3152037371199917}
"[[0], [2], [1], [3, 2], [2, 2, 0, 1, 2], [2, 2, 1, 1, 2], [0, 1], [1]]",0.3023380523171838,"[1, 1, 1, 2, 1, 1, 2, 1]",6,((x[1]*(Constant**Constant))**Constant),((x[1]*(0.29914211750467656**0.9201297810320929))**0.1066969063472909),0.3288413816453016,{'errortest': 0.33227790205067725}
"[[0], [0], [0, 1], [2, 0, 0, 1], [2, 0, 1, 2, 0, 0, 1], [0, 3, 0, 0, 3, 3, 2, 2, 3, 3, 0], [1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1], [1, 1]]",0.32347423767861394,"[1, 1, 2, 4, 7, 11, 12, 2]",7,(Constant**Constant)+Constant/Constant+(Constant+Constant)/(Constant/x[1]*x[1]*(Constant/Constant/(Constant+Constant))),(0.4680294814064404**0.5098933700517959)+0.9121344948793589/0.6822496604222993+(0.7054774938341796+0.09156576224220492)/(0.6955982035749156/x[1]*x[1]*(0.4091009604845176/0.0457072560046593/(0.4325238318901148+0.36064951027009506))),0.3236180593010203,{'errortest': 0.3437411591738952}
"[[0], [0], [2, 2], [1, 2, 3, 1], [0, 0, 0], [0, 3, 3, 0, 3, 3, 0, 2, 3, 3], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0]]",0.3261268512034587,"[1, 1, 2, 2, 3, 5, 6, 5]",7,((Constant+x[0]/x[0]/x[1])**Constant)+((x[0]/x[0]**Constant)**Constant),((0.8439237808282681+x[0]/x[0]/x[1])**0.967985371232131)+((x[0]/x[0]**0.7525808201283861)**0.2942494149079715),0.36421916899874507,{'errortest': 0.36810470017665364}
"[[0], [0], [2, 0], [2, 1, 1], [2, 0, 2, 2, 0, 0, 1], [2, 3, 0, 0, 3, 3, 0, 2, 3, 1], [0, 1, 1, 1, 1, 0, 1], [1, 0, 1]]",0.3491177820695688,"[1, 1, 2, 3, 5, 6, 7, 2]",7,((x[1]**Constant)**Constant)*(Constant/Constant+Constant)+(Constant/x[0]/Constant),((x[1]**0.594314226150493)**0.31525604796700124)*(0.0830962577742973/0.9227416337049393+0.23437097532702444)+(0.6204627704169379/x[0]/0.8696649839832479),0.3025258052767751,{'errortest': 0.3144227388334534}
"[[0], [0], [1, 3], [2, 0], [1, 0, 2], [3, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1], []]",0.3705384188509069,"[1, 1, 2, 2, 3, 5, 6, 0]",6,(((Constant/Constant)**Constant)+Constant+Constant+Constant)+Constant,(((0.04085858160742151/0.41039332262069583)**0.7123553052745919)+0.8032705404969318+0.6671803923965997+0.1629510622499325)+0.37153999955350947,0.3608741546456622,{'errortest': 0.3832035461567529}
"[[0], [0], [0, 1], [2, 2, 0, 1], [2, 0, 2, 2, 0, 0, 1], [0, 3, 0, 0, 3, 3, 0, 2, 3, 3], [1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1], [1, 0]]",0.38063983078996594,"[1, 1, 2, 4, 6, 8, 9, 1]",7,(Constant**Constant)+(Constant/Constant**Constant)+(Constant+Constant/(Constant/Constant+x[1]*Constant)),(0.9573395926701229**0.18460450521815774)+(0.18351983298635677/0.2019828889759021**0.2121648600414464)+(0.9637575079768851+0.021233199673683645/(0.9986979347141828/0.9862428461697014+x[1]*0.7388932613771779)),0.36942342779431503,{'errortest': 0.39202865952334615}
"[[0], [2], [0, 1], [2, 2, 0, 1], [2, 2, 0], [0, 3, 2], [1, 0, 0, 1], [0, 0]]",0.40547904800149026,"[1, 1, 1, 2, 2, 1, 2, 1]",7,((Constant**Constant)+(x[0]**Constant)**Constant),((0.8327564470745177**0.42262070652394323)+(x[0]**0.5813150589772265)**0.6319411400603017),0.4386820161366228,{'errortest': 0.44617691616643895}
"[[0], [2], [2], [2], [1], [0], [0, 1], [1]]",0.44003298489693754,"[1, 1, 1, 1, 1, 1, 2, 1]",7,((((x[1]+Constant)**Constant)**Constant)**Constant),((((x[1]+0.6963308289753656)**0.5307269535243112)**0.2722212112547937)**0.4335895694877856),0.5032620621063075,{'errortest': 0.4844256915296664}
