genotype,fitness,tree_depth,original_phenotype,phenotype,fitness_validation,other_info,mapping_values
"[[0], [2], [1], [3, 3], [], [0], [0, 0], [0, 1]]",0.7285403183183431,6,((x[0]+x[1])**Constant),((x[0]+x[1])**0.09848585097604279),0.8359048386223471,{'errortest': 0.7849481432881092},"[1, 1, 1, 2, 0, 1, 2, 2]"
"[[0], [0], [0, 3], [0, 3], [1, 2], [3, 3, 0, 3], [1, 1, 1, 1, 0], [0]]",0.7363418549815702,6,(Constant/Constant)/Constant+Constant/x[0],(0.8195904803865809/0.5158074458736919)/0.9620910736042084+0.5679624222717847/x[0],0.8337126554347983,{'errortest': 0.7813613829030187},"[1, 1, 2, 2, 2, 4, 5, 1]"
"[[0], [1], [3, 2], [3], [], [0], [0, 1], [0]]",1.0050577047193496,5,(x[0]+(Constant**Constant)),(x[0]+(0.3549548894324335**0.34671519209836255)),1.1011743079467746,{'errortest': 1.0651838608270605},"[1, 1, 2, 1, 0, 1, 2, 1]"
"[[0], [1], [3, 2], [3], [], [3], [0, 1], [0]]",1.0681730906868239,5,(x[0]/(Constant**Constant)),(x[0]/(0.47071098802972977**0.5804340925124823)),1.1625283041539665,{'errortest': 1.1342199731460678},"[1, 1, 2, 1, 0, 1, 2, 1]"
"[[0], [0], [2, 1], [1, 3, 0], [2, 0, 2, 0], [1, 3, 1, 3, 3, 1], [1, 1, 1, 1, 0, 1, 1], [0]]",1.5271637153783741,7,((Constant-Constant/Constant)**Constant)-(Constant/x[0]/Constant-Constant),((0.6048192292963351-0.3308126650850185/0.7768969330320673)**0.15531663844417232)-(0.1097044338366786/x[0]/0.8461125734730551-0.6295621771374678),1.6322778205324475,{'errortest': 1.5686741809376614},"[1, 1, 2, 3, 4, 6, 7, 1]"
"[[0], [0], [3, 2], [1], [1, 0], [3, 0, 3, 3], [0, 0, 1, 0, 0], [0, 1, 1, 0]]",1.595985646658718,7,x[0]/(((x[1]+Constant)/x[1]/x[0])**Constant),x[0]/(((x[1]+0.014910527612974067)/x[1]/x[0])**0.259256884821769),1.6978253190287382,{'errortest': 1.6478913351950297},"[1, 1, 2, 1, 2, 4, 5, 4]"
"[[0], [3], [], [], [], [], [0], [0]]",1.6407221442785598,4,x[0],x[0],1.743688452260539,{'errortest': 1.6894867897954304},"[1, 1, 0, 0, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [], [0], [0]]",1.6407221442785598,4,x[0],x[0],1.743688452260539,{'errortest': 1.6894867897954304},"[1, 1, 0, 0, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [], [0], [0]]",1.6407221442785598,4,x[0],x[0],1.743688452260539,{'errortest': 1.6894867897954304},"[1, 1, 0, 0, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [], [0], [0]]",1.6407221442785598,4,x[0],x[0],1.743688452260539,{'errortest': 1.6894867897954304},"[1, 1, 0, 0, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [], [0], [0]]",1.6407221442785598,4,x[0],x[0],1.743688452260539,{'errortest': 1.6894867897954304},"[1, 1, 0, 0, 0, 0, 1, 1]"
"[[0], [3], [], [], [], [], [0], [0]]",1.6407221442785598,4,x[0],x[0],1.743688452260539,{'errortest': 1.6894867897954304},"[1, 1, 0, 0, 0, 0, 1, 1]"
"[[0], [1], [2, 0], [2, 1, 2], [1, 1, 0, 2], [3, 2, 2, 1, 3, 0], [1, 1, 1, 1, 0, 0, 0], [0, 1, 0]]",1.6899763737483315,7,((((Constant/Constant)**Constant)**Constant)*((Constant*Constant)-x[0]/x[1])+(x[0]**Constant)),((((0.5444153180037641/0.2779252853581613)**0.07763299494934817)**0.03939825697949739)*((0.12849389329465566*0.11670929610909675)-x[0]/x[1])+(x[0]**0.6181902003952525)),1.7943436065003315,{'errortest': 1.7345342354004583},"[1, 1, 2, 3, 4, 6, 7, 3]"
